iso_code3,Region,Year,frac_trns_fuelmix_water_borne_diesel
LA,louisiana,2008,1.0
LA,louisiana,2009,1.0
LA,louisiana,2010,1.0
LA,louisiana,2011,1.0
LA,louisiana,2012,1.0
LA,louisiana,2013,1.0
LA,louisiana,2014,1.0
LA,louisiana,2015,1.0
LA,louisiana,2016,1.0
LA,louisiana,2017,1.0
LA,louisiana,2018,1.0
LA,louisiana,2019,1.0
