"iso_code3","frac_waso_lgc_recovered_for_energy","Year"
"LA",0,2010
"LA",0,2011
"LA",0,2012
"LA",0,2013
"LA",0,2014
"LA",0,2015
"LA",0,2016
"LA",0,2017
"LA",0,2018
"LA",0,2019
"LA",0,2020
