iso_code3,Region,Year,frac_trns_fuelmix_public_natural_gas
LA,louisiana,2008,0.1021532298447671
LA,louisiana,2009,0.11
LA,louisiana,2010,0.1029952706253284
LA,louisiana,2011,0.1038560411311054
LA,louisiana,2012,0.0970970970970971
LA,louisiana,2013,0.1023506366307541
LA,louisiana,2014,0.1081474296799224
LA,louisiana,2015,0.1114948199309324
LA,louisiana,2016,0.1157384987893462
LA,louisiana,2017,0.1143894689060372
LA,louisiana,2018,0.113716814159292
LA,louisiana,2019,0.1201966041108132
