Year,consumpinit_scoe_gj_per_hh_residential_heat_energy,Iso_code3,Region
2015,90.36781596114167,LA,louisiana
2016,84.70193653578207,LA,louisiana
2017,80.59642963835836,LA,louisiana
2018,91.34156884795708,LA,louisiana
2019,87.94674473707055,LA,louisiana
2020,83.82846069462018,LA,louisiana
2021,84.86937495710019,LA,louisiana
