,iso_code3,Region,Year,efficfactor_scoe_heat_energy_other_se_solid_biomass
0,LA,louisiana,2010,0.7
1,LA,louisiana,2011,0.7
2,LA,louisiana,2012,0.7
3,LA,louisiana,2013,0.7
4,LA,louisiana,2014,0.7
5,LA,louisiana,2015,0.7
6,LA,louisiana,2016,0.7
7,LA,louisiana,2017,0.7
8,LA,louisiana,2018,0.7
9,LA,louisiana,2019,0.7
10,LA,louisiana,2020,0.7
11,LA,louisiana,2021,0.7
12,LA,louisiana,2022,0.7
13,LA,louisiana,2023,0.7
