iso_code3,Region,Year,nemomod_entc_reserve_margin_tag_technology_pp_solar
LA,louisiana,2015,0.0
LA,louisiana,2016,1.1055466644151601
LA,louisiana,2017,1.0967724845388493
LA,louisiana,2018,1.0825872947694404
LA,louisiana,2019,1.1386463315053077
LA,louisiana,2020,1.1169101524062894
LA,louisiana,2021,1.1080457861173507
LA,louisiana,2022,1.0595089806786766
LA,louisiana,2023,0.9613240024537775
LA,louisiana,2024,0.9522344886023063
