iso_code3,Region,Year,nemomod_entc_frac_min_share_production_pp_wind
LA,louisiana,2015,0.04658130096999717
LA,louisiana,2016,0.05530107851582991
LA,louisiana,2017,0.06248698502399986
LA,louisiana,2018,0.06458796873355664
LA,louisiana,2019,0.07057225607827805
LA,louisiana,2020,0.0831360871704476
LA,louisiana,2021,0.09064501698551237
LA,louisiana,2022,0.10089696198465524
LA,louisiana,2023,0.09975953783616526
LA,louisiana,2024,0.0604273580814496
