Year,iso_code3,pij_lndu_forests_mangroves_to_wetlands
2015,LA,0.007518524389087357
2016,LA,0.007623562666846603
2017,LA,0.0072780108782392015
2018,LA,0.007974505433637416
2019,LA,0.007606192428736088
