iso_code3,Region,Year,frac_trns_fuelmix_aviation_kerosene
LA,louisiana,2010,0.87
LA,louisiana,2011,0.87
LA,louisiana,2012,0.87
LA,louisiana,2013,0.87
LA,louisiana,2014,0.87
LA,louisiana,2015,0.87
LA,louisiana,2016,0.87
LA,louisiana,2017,0.87
LA,louisiana,2018,0.87
LA,louisiana,2019,0.87
