"iso_code3","Region","Year","frac_wali_ww_domestic_urban_treatment_path_primary"
"LA","louisiana",2011,0.00214284088979262
"LA","louisiana",2012,0.00214284088979262
"LA","louisiana",2013,0.00214284088979262
"LA","louisiana",2014,0.00214284088979262
"LA","louisiana",2015,0.00214284088979262
"LA","louisiana",2016,0.00214284088979262
"LA","louisiana",2017,0.00214284088979262
"LA","louisiana",2018,0.00214284088979262
"LA","louisiana",2019,0.00214284088979262
"LA","louisiana",2020,0.00214284088979262
