"iso_code3","frac_waso_non_recycled_incinerated","Year"
"LA",0.195718654434251,2021
"LA",0.195718654434251,2022
"LA",0.195718654434251,2023
"LA",0.195718654434251,2024
"LA",0.195718654434251,2025
"LA",0.195718654434251,2026
"LA",0.195718654434251,2027
"LA",0.195718654434251,2028
"LA",0.195718654434251,2029
"LA",0.195718654434251,2030
"LA",0.195718654434251,2031
"LA",0.195718654434251,2032
"LA",0.195718654434251,2033
"LA",0.195718654434251,2034
"LA",0.195718654434251,2035
"LA",0.195718654434251,2036
"LA",0.195718654434251,2037
"LA",0.195718654434251,2038
"LA",0.195718654434251,2039
"LA",0.195718654434251,2040
"LA",0.195718654434251,2041
"LA",0.195718654434251,2042
"LA",0.195718654434251,2043
"LA",0.195718654434251,2044
"LA",0.195718654434251,2045
"LA",0.195718654434251,2046
"LA",0.195718654434251,2047
"LA",0.195718654434251,2048
"LA",0.195718654434251,2049
"LA",0.195718654434251,2050
