Year,iso_code3,frac_lndu_initial_forests_secondary
2015,LA,0.012246722125039071
2016,LA,0.012246722125039071
2017,LA,0.012246722125039071
2018,LA,0.012246722125039071
2019,LA,0.012246722125039071
