iso_code3,Region,Year,frac_inen_energy_other_product_manufacturing_coal
LA,louisiana,2000,0.0493649116102035
LA,louisiana,2001,0.0704251741532548
LA,louisiana,2002,0.0568996241001453
LA,louisiana,2003,0.0608985764465534
LA,louisiana,2004,0.0686966209795376
LA,louisiana,2005,0.0706276289656318
LA,louisiana,2006,0.0460494265851296
LA,louisiana,2007,0.0476525793780105
LA,louisiana,2008,0.0477307006718771
LA,louisiana,2009,0.0464521554470163
LA,louisiana,2010,0.0519824417519731
LA,louisiana,2011,0.0520000729832569
LA,louisiana,2012,0.0444106813096622
LA,louisiana,2013,0.0470608534688671
LA,louisiana,2014,0.0427983668095577
LA,louisiana,2015,0.039873288569735
LA,louisiana,2016,0.0351139693010742
LA,louisiana,2017,0.03491637535283
LA,louisiana,2018,0.0319823035946538
LA,louisiana,2019,0.0316162794778214
LA,louisiana,2020,0.0299423356746366
