,Year,frac_trns_pkm_dem_regional_road_light,iso_code3,Region
0,2011,0.7407933779144001,LA,louisiana
1,2012,0.7345514204517157,LA,louisiana
2,2013,0.7317294420794538,LA,louisiana
3,2014,0.7234584615692115,LA,louisiana
4,2015,0.7238133808457977,LA,louisiana
5,2016,0.7226839060739093,LA,louisiana
6,2017,0.7146849104431809,LA,louisiana
7,2018,0.704614781818144,LA,louisiana
8,2019,0.7041686229720289,LA,louisiana
9,2020,0.7627947869603212,LA,louisiana
10,2021,0.7202736140383397,LA,louisiana
