,iso_code3,Region,Year,occrate_trns_passenger_per_vehicle_rail_passenger
0,LA,louisiana,2010,132.5
1,LA,louisiana,2011,132.5
2,LA,louisiana,2012,132.5
3,LA,louisiana,2013,132.5
4,LA,louisiana,2014,132.5
5,LA,louisiana,2015,132.5
6,LA,louisiana,2016,132.5
7,LA,louisiana,2017,132.5
8,LA,louisiana,2018,132.5
9,LA,louisiana,2019,132.5
10,LA,louisiana,2020,132.5
11,LA,louisiana,2021,132.5
12,LA,louisiana,2022,132.5
13,LA,louisiana,2023,132.5
