,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_recycled_wood
0,Bermuda,BMU,2017,297.3737915608697
1,Bermuda,BMU,2018,348.14142018014127
2,Bermuda,BMU,2019,379.7537175376212
3,Bermuda,BMU,2020,325.1582839781619
4,Bermuda,BMU,2021,325.15839383892074
5,Bermuda,BMU,2022,330.8663276734527
6,Bermuda,BMU,2023,336.67446039344
7,Bermuda,BMU,2024,342.5845509219798
8,Bermuda,BMU,2025,348.59838905886204
9,Bermuda,BMU,2026,354.7177960225897
10,Bermuda,BMU,2027,360.94462500191617
11,Bermuda,BMU,2028,367.2807617170655
12,Bermuda,BMU,2029,373.72812499077895
13,Bermuda,BMU,2030,380.2886673294395
14,Bermuda,BMU,2031,386.96437551434036
15,Bermuda,BMU,2032,393.75727120335665
16,Bermuda,BMU,2033,400.6694115432089
17,Bermuda,BMU,2034,407.70288979240496
18,Bermuda,BMU,2035,414.85983595518655
19,Bermuda,BMU,2036,422.1424174265727
20,Bermuda,BMU,2037,429.5528396487175
21,Bermuda,BMU,2038,437.09334677880224
22,Bermuda,BMU,2039,444.7662223686725
23,Bermuda,BMU,2040,452.5737900563545
24,Bermuda,BMU,2041,460.5184142697608
25,Bermuda,BMU,2042,468.60250094272413
26,Bermuda,BMU,2043,476.82849824360386
27,Bermuda,BMU,2044,485.1988973166847
28,Bermuda,BMU,2045,493.71623303659095
29,Bermuda,BMU,2046,502.3830847759409
30,Bermuda,BMU,2047,511.2020771864825
31,Bermuda,BMU,2048,520.1758809939312
32,Bermuda,BMU,2049,529.3072138067746
33,Bermuda,BMU,2050,538.5988409392615
34,Poland,POL,2017,1.499011483912105
35,Poland,POL,2018,1.4208548641830803
36,Poland,POL,2019,1.5006876706333085
37,Poland,POL,2020,1.5268944531075868
38,Poland,POL,2021,1.5268944378190976
39,Poland,POL,2022,1.5175469058189681
40,Poland,POL,2023,1.5082565987011405
41,Poland,POL,2024,1.4990231661392235
42,Poland,POL,2025,1.4898462599515
43,Poland,POL,2026,1.480725534087791
44,Poland,POL,2027,1.4716606446164096
45,Poland,POL,2028,1.462651249711198
46,Poland,POL,2029,1.4536970096386261
47,Poland,POL,2030,1.4447975867449911
48,Poland,POL,2031,1.4359526454436788
49,Poland,POL,2032,1.4271618522025122
50,Poland,POL,2033,1.41842487553117
51,Poland,POL,2034,1.4097413859686907
52,Poland,POL,2035,1.4011110560710498
53,Poland,POL,2036,1.3925335603988105
54,Poland,POL,2037,1.384008575504847
55,Poland,POL,2038,1.3755357799221595
56,Poland,POL,2039,1.3671148541517362
57,Poland,POL,2040,1.3587454806505193
58,Poland,POL,2041,1.3504273438194274
59,Poland,POL,2042,1.342160129991448
60,Poland,POL,2043,1.3339435274198164
61,Poland,POL,2044,1.3257772262662586
62,Poland,POL,2045,1.3176609185893045
63,Poland,POL,2046,1.3095942983326831
64,Poland,POL,2047,1.301577061313771
65,Poland,POL,2048,1.2936089052121331
66,Poland,POL,2049,1.285689529558113
67,Poland,POL,2050,1.2778186357215071
68,Cameroon,CMR,2017,0.5192228362099715
69,Cameroon,CMR,2018,0.5578565781213264
70,Cameroon,CMR,2019,0.549840842463075
71,Cameroon,CMR,2020,0.44182284846832665
72,Cameroon,CMR,2021,0.4418228489046731
73,Cameroon,CMR,2022,0.4238109350234871
74,Cameroon,CMR,2023,0.4065333178009448
75,Cameroon,CMR,2024,0.38996006196273675
76,Cameroon,CMR,2025,0.37406245261413024
77,Cameroon,CMR,2026,0.35881294548842557
78,Cameroon,CMR,2027,0.34418511922363504
79,Cameroon,CMR,2028,0.33015362958471967
80,Cameroon,CMR,2029,0.3166941655520572
81,Cameroon,CMR,2030,0.3037834072000635
82,Cameroon,CMR,2031,0.2913989852929896
83,Cameroon,CMR,2032,0.27951944252788774
84,Cameroon,CMR,2033,0.26812419635759355
85,Cameroon,CMR,2034,0.2571935033293176
86,Cameroon,CMR,2035,0.24670842487705416
87,Cameroon,CMR,2036,0.2366507945085368
88,Cameroon,CMR,2037,0.22700318632989824
89,Cameroon,CMR,2038,0.21774888485349084
90,Cameroon,CMR,2039,0.20887185603656006
91,Cameroon,CMR,2040,0.200356719500591
92,Cameroon,CMR,2041,0.19218872188320185
93,Cameroon,CMR,2042,0.1843537112763999
94,Cameroon,CMR,2043,0.17683811270692906
95,Cameroon,CMR,2044,0.16962890461620872
96,Cameroon,CMR,2045,0.1627135962991275
97,Cameroon,CMR,2046,0.156080206262592
98,Cameroon,CMR,2047,0.14971724146634147
99,Cameroon,CMR,2048,0.14361367741005523
100,Cameroon,CMR,2049,0.13775893903225717
101,Cameroon,CMR,2050,0.13214288238791647
102,Namibia,NAM,2017,12.752111609993454
103,Namibia,NAM,2018,10.76279372778445
104,Namibia,NAM,2019,14.494682277984595
105,Namibia,NAM,2020,16.958803350049845
106,Namibia,NAM,2021,16.95880368638218
107,Namibia,NAM,2022,16.541531963529764
108,Namibia,NAM,2023,16.134527220230403
109,Namibia,NAM,2024,15.73753683723535
110,Namibia,NAM,2025,15.35031441099783
111,Namibia,NAM,2026,14.97261960073556
112,Namibia,NAM,2027,14.604217979256239
113,Namibia,NAM,2028,14.244880887453595
114,Namibia,NAM,2029,13.89438529238352
115,Namibia,NAM,2030,13.552513648832186
116,Namibia,NAM,2031,13.219053764290317
117,Namibia,NAM,2032,12.893798667249872
118,Namibia,NAM,2033,12.576546478741097
119,Namibia,NAM,2034,12.267100287030557
120,Namibia,NAM,2035,11.965268025402157
121,Namibia,NAM,2036,11.670862352945466
122,Namibia,NAM,2037,11.383700538277044
123,Namibia,NAM,2038,11.103604346123053
124,Namibia,NAM,2039,10.830399926692296
125,Namibia,NAM,2040,10.563917707771314
126,Namibia,NAM,2041,10.303992289474792
127,Namibia,NAM,2042,10.050462341584607
128,Namibia,NAM,2043,9.803170503416617
129,Namibia,NAM,2044,9.561963286149208
130,Namibia,NAM,2045,9.326690977556611
131,Namibia,NAM,2046,9.097207549085699
132,Namibia,NAM,2047,8.873370565218652
133,Namibia,NAM,2048,8.655041095066814
134,Namibia,NAM,2049,8.442083626138903
135,Namibia,NAM,2050,8.234365980231413
136,Bolivia,BOL,2017,15.894972680765825
137,Bolivia,BOL,2018,16.258289333255288
138,Bolivia,BOL,2019,17.922487187632022
139,Bolivia,BOL,2020,18.20290431001037
140,Bolivia,BOL,2021,18.202901584776097
141,Bolivia,BOL,2022,17.849706409599268
142,Bolivia,BOL,2023,17.50336436336929
143,Bolivia,BOL,2024,17.16374247321557
144,Bolivia,BOL,2025,16.830710346371188
145,Bolivia,BOL,2026,16.504140120110772
146,Bolivia,BOL,2027,16.183906412659386
147,Bolivia,BOL,2028,15.869886275054181
148,Bolivia,BOL,2029,15.561959143939985
149,Bolivia,BOL,2030,15.260006795280615
150,Bolivia,BOL,2031,14.963913298968647
151,Bolivia,BOL,2032,14.67356497431581
152,Bolivia,BOL,2033,14.38885034640692
153,Bolivia,BOL,2034,14.109660103300676
154,Bolivia,BOL,2035,13.835887054061175
155,Bolivia,BOL,2036,13.567426087603312
156,Bolivia,BOL,2037,13.304174132337154
157,Bolivia,BOL,2038,13.04603011659501
158,Bolivia,BOL,2039,12.792894929826401
159,Bolivia,BOL,2040,12.544671384546225
160,Bolivia,BOL,2041,12.301264179021022
161,Bolivia,BOL,2042,12.062579860679199
162,Bolivia,BOL,2043,11.828526790231328
163,Bolivia,BOL,2044,11.599015106486721
164,Bolivia,BOL,2045,11.373956691852394
165,Bolivia,BOL,2046,11.15326513850178
166,Bolivia,BOL,2047,10.936855715199657
167,Bolivia,BOL,2048,10.724645334770814
168,Bolivia,BOL,2049,10.51655252220011
169,Bolivia,BOL,2050,10.312497383351197
170,Solomon Islands,SLB,2017,424.6110345803593
171,Solomon Islands,SLB,2018,470.1771651259832
172,Solomon Islands,SLB,2019,522.4027025101044
173,Solomon Islands,SLB,2020,310.01966712834496
174,Solomon Islands,SLB,2021,310.0196640413589
175,Solomon Islands,SLB,2022,266.4601451113156
176,Solomon Islands,SLB,2023,229.02098533746994
177,Solomon Islands,SLB,2024,196.84223958909055
178,Solomon Islands,SLB,2025,169.1847898975474
179,Solomon Islands,SLB,2026,145.41336855559538
180,Solomon Islands,SLB,2027,124.98196656738527
181,Solomon Islands,SLB,2028,107.42129229389849
182,Solomon Islands,SLB,2029,92.32799222974033
183,Solomon Islands,SLB,2030,79.35538632185283
184,Solomon Islands,SLB,2031,68.20550502843093
185,Solomon Islands,SLB,2032,58.62224521616716
186,Solomon Islands,SLB,2033,50.38548769270042
187,Solomon Islands,SLB,2034,43.30604125908053
188,Solomon Islands,SLB,2035,37.221297151498725
189,Solomon Islands,SLB,2036,31.991494058572393
190,Solomon Islands,SLB,2037,27.496507924857838
191,Solomon Islands,SLB,2038,23.63309280515382
192,Solomon Islands,SLB,2039,20.312509394405307
193,Solomon Islands,SLB,2040,17.458486762588596
194,Solomon Islands,SLB,2041,15.005470477391126
195,Solomon Islands,SLB,2042,12.897116875579199
196,Solomon Islands,SLB,2043,11.08499889776659
197,Solomon Islands,SLB,2044,9.52749376073
198,Solomon Islands,SLB,2045,8.188826918064736
199,Solomon Islands,SLB,2046,7.038250349783899
200,Solomon Islands,SLB,2047,6.049336306883387
201,Solomon Islands,SLB,2048,5.199370288796453
202,Solomon Islands,SLB,2049,4.468829310954092
203,Solomon Islands,SLB,2050,3.84093347870886
204,Timor-Leste,TLS,2017,687.5076920127445
205,Timor-Leste,TLS,2018,923.0152040338497
206,Timor-Leste,TLS,2019,526.8037176903138
207,Timor-Leste,TLS,2020,486.0284158934384
208,Timor-Leste,TLS,2021,486.0283746483384
209,Timor-Leste,TLS,2022,425.38051360590146
210,Timor-Leste,TLS,2023,372.30044745133307
211,Timor-Leste,TLS,2024,325.8438474238091
212,Timor-Leste,TLS,2025,285.18422051541984
213,Timor-Leste,TLS,2026,249.59820562517996
214,Timor-Leste,TLS,2027,218.45270449646404
215,Timor-Leste,TLS,2028,191.19361848892038
216,Timor-Leste,TLS,2029,167.33599080472018
217,Timor-Leste,TLS,2030,146.45537879299187
218,Timor-Leste,TLS,2031,128.18030284010857
219,Timor-Leste,TLS,2032,112.18563750673323
220,Timor-Leste,TLS,2033,98.18682733564316
221,Timor-Leste,TLS,2034,85.93482442581642
222,Timor-Leste,TLS,2035,75.21165770894726
223,Timor-Leste,TLS,2036,65.8265551029441
224,Timor-Leste,TLS,2037,57.61254955301244
225,Timor-Leste,TLS,2038,50.42350857959252
226,Timor-Leste,TLS,2039,44.13153448688673
227,Timor-Leste,TLS,2040,38.62468898000301
228,Timor-Leste,TLS,2041,33.80500171017749
229,Timor-Leste,TLS,2042,29.586727318807682
230,Timor-Leste,TLS,2043,25.894819971978748
231,Timor-Leste,TLS,2044,22.66359824646574
232,Timor-Leste,TLS,2045,19.835576614667424
233,Timor-Leste,TLS,2046,17.36044273983274
234,Timor-Leste,TLS,2047,15.194162386998707
235,Timor-Leste,TLS,2048,13.298196025426368
236,Timor-Leste,TLS,2049,11.638813185383967
237,Timor-Leste,TLS,2050,10.186492371240627
238,Albania,ALB,2017,9.511369781478688
239,Albania,ALB,2018,8.667802876152452
240,Albania,ALB,2019,8.48218717832076
241,Albania,ALB,2020,7.576164607970014
242,Albania,ALB,2021,7.576163084507184
243,Albania,ALB,2022,7.137156179666524
244,Albania,ALB,2023,6.723587885419119
245,Albania,ALB,2024,6.333984140874875
246,Albania,ALB,2025,5.966956300795553
247,Albania,ALB,2026,5.621196186115782
248,Albania,ALB,2027,5.295471421265473
249,Albania,ALB,2028,4.988621041674797
250,Albania,ALB,2029,4.6995513558060695
251,Albania,ALB,2030,4.427232046963428
252,Albania,ALB,2031,4.170692500986222
253,Albania,ALB,2032,3.929018346737314
254,Albania,ALB,2033,3.701348197055525
255,Albania,ALB,2034,3.4868705785562994
256,Albania,ALB,2035,3.2848210393373902
257,Albania,ALB,2036,3.094479424281096
258,Albania,ALB,2037,2.915167308241146
259,Albania,ALB,2038,2.7462455779657393
260,Albania,ALB,2039,2.5871121541379836
261,Albania,ALB,2040,2.437199845414541
262,Albania,ALB,2041,2.2959743268137696
263,Albania,ALB,2042,2.162932235247744
264,Albania,ALB,2043,2.037599375410293
265,Albania,ALB,2044,1.9195290296262417
266,Albania,ALB,2045,1.808300365637838
267,Albania,ALB,2046,1.7035169366532765
268,Albania,ALB,2047,1.6048052683111425
269,Albania,ALB,2048,1.5118135275243119
270,Albania,ALB,2049,1.4242102684587936
271,Albania,ALB,2050,1.3416832511778494
272,Belgium,BEL,2017,0.9436181657616936
273,Belgium,BEL,2018,0.9710939470803249
274,Belgium,BEL,2019,1.0513031883984647
275,Belgium,BEL,2020,1.1095201918095998
276,Belgium,BEL,2021,1.1095201007873532
277,Belgium,BEL,2022,1.1516189957324783
278,Belgium,BEL,2023,1.1953152632302428
279,Belgium,BEL,2024,1.2406695129255185
280,Belgium,BEL,2025,1.2877446541953412
281,Belgium,BEL,2026,1.3366059834084354
282,Belgium,BEL,2027,1.387321274495638
283,Belgium,BEL,2028,1.4399608729568867
284,Belgium,BEL,2029,1.494597793435103
285,Belgium,BEL,2030,1.551307820992413
286,Belgium,BEL,2031,1.6101696162290853
287,Belgium,BEL,2032,1.6712648243910193
288,Belgium,BEL,2033,1.7346781886172233
289,Belgium,BEL,2034,1.8004976674841497
290,Belgium,BEL,2035,1.86881455701014
291,Belgium,BEL,2036,1.9397236172891426
292,Belgium,BEL,2037,2.01332320392924
293,Belgium,BEL,2038,2.089715404478517
294,Belgium,BEL,2039,2.169006180027263
295,Belgium,BEL,2040,2.2513055121831167
296,Belgium,BEL,2041,2.336727555622901
297,Belgium,BEL,2042,2.425390796432814
298,Belgium,BEL,2043,2.517418216456527
299,Belgium,BEL,2044,2.6129374638792138
300,Belgium,BEL,2045,2.7120810302841436
301,Belgium,BEL,2046,2.814986434427413
302,Belgium,BEL,2047,2.921796412985558
303,Belgium,BEL,2048,3.032659118540888
304,Belgium,BEL,2049,3.147728325079132
305,Belgium,BEL,2050,3.267163641284098
306,United Kingdom,GBR,2017,0.339409058955885
307,United Kingdom,GBR,2018,0.3440662931138051
308,United Kingdom,GBR,2019,0.365049701101696
309,United Kingdom,GBR,2020,0.3766931205779958
310,United Kingdom,GBR,2021,0.37669305197040487
311,United Kingdom,GBR,2022,0.3888124768461923
312,United Kingdom,GBR,2023,0.40132182253031684
313,United Kingdom,GBR,2024,0.41423363402704916
314,United Kingdom,GBR,2025,0.4275608599537169
315,United Kingdom,GBR,2026,0.4413168655262413
316,United Kingdom,GBR,2027,0.4555154459624512
317,United Kingdom,GBR,2028,0.470170840316623
318,United Kingdom,GBR,2029,0.485297745759123
319,United Kingdom,GBR,2030,0.5009113323154761
320,United Kingdom,GBR,2031,0.5170272580796311
321,United Kingdom,GBR,2032,0.5336616849166912
322,United Kingdom,GBR,2033,0.5508312946708477
323,United Kingdom,GBR,2034,0.5685533058947781
324,United Kingdom,GBR,2035,0.5868454911172805
325,United Kingdom,GBR,2036,0.6057261946664642
326,United Kingdom,GBR,2037,0.6252143510663688
327,United Kingdom,GBR,2038,0.6453295040254643
328,United Kingdom,GBR,2039,0.6660918260360653
329,United Kingdom,GBR,2040,0.6875221386043321
330,United Kingdom,GBR,2041,0.7096419331311257
331,United Kingdom,GBR,2042,0.7324733924646711
332,United Kingdom,GBR,2043,0.7560394131466406
333,United Kingdom,GBR,2044,0.7803636283739624
334,United Kingdom,GBR,2045,0.8054704316993885
335,United Kingdom,GBR,2046,0.8313850014945742
336,United Kingdom,GBR,2047,0.8581333262002337
337,United Kingdom,GBR,2048,0.885742230388651
338,United Kingdom,GBR,2049,0.9142394016647243
339,United Kingdom,GBR,2050,0.9436534184324968
340,Haiti,HTI,2017,31.74387974592756
341,Haiti,HTI,2018,29.102064999083208
342,Haiti,HTI,2019,30.172924482333677
343,Haiti,HTI,2020,21.189982953934514
344,Haiti,HTI,2021,21.189987423582256
345,Haiti,HTI,2022,18.874603901266482
346,Haiti,HTI,2023,16.81221726602978
347,Haiti,HTI,2024,14.975183102053105
348,Haiti,HTI,2025,13.338877638295827
349,Haiti,HTI,2026,11.881367689256136
350,Haiti,HTI,2027,10.583116660580993
351,Haiti,HTI,2028,9.426722678799576
352,Haiti,HTI,2029,8.396685335047186
353,Haiti,HTI,2030,7.479197916191896
354,Haiti,HTI,2031,6.661962338410614
355,Haiti,HTI,2032,5.934024302568387
356,Haiti,HTI,2033,5.285626461808103
357,Haiti,HTI,2034,4.708077633196397
358,Haiti,HTI,2035,4.193636300326392
359,Haiti,HTI,2036,3.7354068453360143
360,Haiti,HTI,2037,3.3272471194264455
361,Haiti,HTI,2038,2.9636861129475567
362,Haiti,HTI,2039,2.639850621492845
363,Haiti,HTI,2040,2.351399925029602
364,Haiti,HTI,2041,2.0944676044974595
365,Haiti,HTI,2042,1.865609715979758
366,Haiti,HTI,2043,1.6617586277698384
367,Haiti,HTI,2044,1.4801819015598785
368,Haiti,HTI,2045,1.3184456665922384
369,Haiti,HTI,2046,1.174381995837111
370,Haiti,HTI,2047,1.0460598469037208
371,Haiti,HTI,2048,0.9317591781746043
372,Haiti,HTI,2049,0.829947893213149
373,Haiti,HTI,2050,0.7392613044052752
374,French Polynesia,PYF,2017,413.53176959438997
375,French Polynesia,PYF,2018,472.3999720996784
376,French Polynesia,PYF,2019,468.6385500641733
377,French Polynesia,PYF,2020,556.0139001760635
378,French Polynesia,PYF,2021,556.0138244664917
379,French Polynesia,PYF,2022,563.4159893689813
380,French Polynesia,PYF,2023,570.9166986652123
381,French Polynesia,PYF,2024,578.5172642683408
382,French Polynesia,PYF,2025,586.2190155569197
383,French Polynesia,PYF,2026,594.0232996073925
384,French Polynesia,PYF,2027,601.9314814297333
385,French Polynesia,PYF,2028,609.9449442061627
386,French Polynesia,PYF,2029,618.0650895330997
387,French Polynesia,PYF,2030,626.293337666294
388,French Polynesia,PYF,2031,634.6311277692356
389,French Polynesia,PYF,2032,643.0799181648865
390,French Polynesia,PYF,2033,651.6411865907266
391,French Polynesia,PYF,2034,660.3164304572399
392,French Polynesia,PYF,2035,669.1071671097984
393,French Polynesia,PYF,2036,678.0149340940751
394,French Polynesia,PYF,2037,687.0412894249544
395,French Polynesia,PYF,2038,696.1878118590357
396,French Polynesia,PYF,2039,705.4561011707758
397,French Polynesia,PYF,2040,714.8477784323004
398,French Polynesia,PYF,2041,724.3644862969156
399,French Polynesia,PYF,2042,734.0078892864369
400,French Polynesia,PYF,2043,743.7796740823255
401,French Polynesia,PYF,2044,753.6815498206859
402,French Polynesia,PYF,2045,763.7152483912064
403,French Polynesia,PYF,2046,773.8825247400646
404,French Polynesia,PYF,2047,784.1851571769043
405,French Polynesia,PYF,2048,794.6249476858517
406,French Polynesia,PYF,2049,805.2037222406902
407,French Polynesia,PYF,2050,815.9233311242327
408,Ireland,IRL,2017,3.6254822659103607
409,Ireland,IRL,2018,3.5325304151642203
410,Ireland,IRL,2019,4.701248063678252
411,Ireland,IRL,2020,4.968715919668589
412,Ireland,IRL,2021,4.9687162153522655
413,Ireland,IRL,2022,5.161463160024756
414,Ireland,IRL,2023,5.361687163774555
415,Ireland,IRL,2024,5.5696782774377045
416,Ireland,IRL,2025,5.785737803531767
417,Ireland,IRL,2026,6.010178732732181
418,Ireland,IRL,2027,6.243326197280545
419,Ireland,IRL,2028,6.4855179419813735
420,Ireland,IRL,2029,6.737104813470058
421,Ireland,IRL,2030,6.998451268460257
422,Ireland,IRL,2031,7.26993590170762
423,Ireland,IRL,2032,7.551951994453936
424,Ireland,IRL,2033,7.844908084147028
425,Ireland,IRL,2034,8.14922855626093
426,Ireland,IRL,2035,8.465354259074033
427,Ireland,IRL,2036,8.793743142296043
428,Ireland,IRL,2037,9.134870920468448
429,Ireland,IRL,2038,9.489231762099443
430,Ireland,IRL,2039,9.857339005532356
431,Ireland,IRL,2040,10.239725902583725
432,Ireland,IRL,2041,10.636946391028703
433,Ireland,IRL,2042,11.049575897053057
434,Ireland,IRL,2043,11.478212168833501
435,Ireland,IRL,2044,11.923476142455003
436,Ireland,IRL,2045,12.38601284141816
437,Ireland,IRL,2046,12.8664923110407
438,Ireland,IRL,2047,13.365610589106666
439,Ireland,IRL,2048,13.88409071416852
440,Ireland,IRL,2049,14.42268377296367
441,Ireland,IRL,2050,14.982169988462799
442,Comoros,COM,2017,388.7289737787063
443,Comoros,COM,2018,195.84432046636823
444,Comoros,COM,2019,360.24273424770837
445,Comoros,COM,2020,414.273555167811
446,Comoros,COM,2021,414.2735522098984
447,Comoros,COM,2022,369.74943454972424
448,Comoros,COM,2023,330.0105537043119
449,Comoros,COM,2024,294.5426155657332
450,Comoros,COM,2025,262.88659986927473
451,Comoros,COM,2026,234.6328196281148
452,Comoros,COM,2027,209.4156190312314
453,Comoros,COM,2028,186.90864118558667
454,Comoros,COM,2029,166.82060445850695
455,Comoros,COM,2030,148.89153275834536
456,Comoros,COM,2031,132.8893909663502
457,Comoros,COM,2032,118.60708197604171
458,Comoros,COM,2033,105.8597664762685
459,Comoros,COM,2034,94.48247079102565
460,Comoros,COM,2035,84.32795181706973
461,Comoros,COM,2036,75.26479142771807
462,Comoros,COM,2037,67.17569568091002
463,Comoros,COM,2038,59.955976820157055
464,Comoros,COM,2039,53.51219842269175
465,Comoros,COM,2040,47.760966160538274
466,Comoros,COM,2041,42.62784852473526
467,Comoros,COM,2042,38.046413544899124
468,Comoros,COM,2043,33.95736903750934
469,Comoros,COM,2044,30.307795256149586
470,Comoros,COM,2045,27.050460012789518
471,Comoros,COM,2046,24.14320740651875
472,Comoros,COM,2047,21.54841224875978
473,Comoros,COM,2048,19.23249312422063
474,Comoros,COM,2049,17.165477785699977
475,Comoros,COM,2050,15.32061525815831
476,Botswana,BWA,2017,3.221328770100779
477,Botswana,BWA,2018,3.8884728636025847
478,Botswana,BWA,2019,4.2283457369745285
479,Botswana,BWA,2020,5.040910563676383
480,Botswana,BWA,2021,5.040911014781724
481,Botswana,BWA,2022,5.169117376527795
482,Botswana,BWA,2023,5.300584432847517
483,Botswana,BWA,2024,5.435395113549983
484,Botswana,BWA,2025,5.573634457612433
485,Botswana,BWA,2026,5.71538966682315
486,Botswana,BWA,2027,5.860750160788591
487,Botswana,BWA,2028,6.009807633339509
488,Botswana,BWA,2029,6.162656110371706
489,Botswana,BWA,2030,6.319392009157887
490,Botswana,BWA,2031,6.480114199167896
491,Botswana,BWA,2032,6.6449240644359335
492,Botswana,BWA,2033,6.8139255675138815
493,Botswana,BWA,2034,6.987225315051134
494,Botswana,BWA,2035,7.164932625042525
495,Botswana,BWA,2036,7.3471595957862545
496,Botswana,BWA,2037,7.5340211765960285
497,Botswana,BWA,2038,7.725635240311277
498,Botswana,BWA,2039,7.922122657651729
499,Botswana,BWA,2040,8.123607373463091
500,Botswana,BWA,2041,8.330216484901708
501,Botswana,BWA,2042,8.542080321607964
502,Botswana,BWA,2043,8.759332527918431
503,Botswana,BWA,2044,8.982110147169289
504,Botswana,BWA,2045,9.210553708143506
505,Botswana,BWA,2046,9.444807313717048
506,Botswana,BWA,2047,9.685018731759069
507,Botswana,BWA,2048,9.931339488344593
508,Botswana,BWA,2049,10.183924963337532
509,Botswana,BWA,2050,10.442934488404692
510,Saudi Arabia,SAU,2017,0.0008136167174953346
511,Saudi Arabia,SAU,2018,0.0007550428118114068
512,Saudi Arabia,SAU,2019,0.000786225670135394
513,Saudi Arabia,SAU,2020,0.0007496494638690143
514,Saudi Arabia,SAU,2021,0.000749649413957406
515,Saudi Arabia,SAU,2022,0.0007232542431221216
516,Saudi Arabia,SAU,2023,0.0006977884467790351
517,Saudi Arabia,SAU,2024,0.0006732193016337195
518,Saudi Arabia,SAU,2025,0.0006495152365795961
519,Saudi Arabia,SAU,2026,0.000626645792129376
520,Saudi Arabia,SAU,2027,0.0006045815812749317
521,Saudi Arabia,SAU,2028,0.0005832942517252751
522,Saudi Arabia,SAU,2029,0.0005627564494741513
523,Saudi Arabia,SAU,2030,0.0005429417836504123
524,Saudi Arabia,SAU,2031,0.0005238247926060072
525,Saudi Arabia,SAU,2032,0.0005053809111980265
526,Saudi Arabia,SAU,2033,0.0004875864392227281
527,Saudi Arabia,SAU,2034,0.00047041851096102046
528,Saudi Arabia,SAU,2035,0.00045385506579623594
529,Saudi Arabia,SAU,2036,0.00043787481986646176
530,Saudi Arabia,SAU,2037,0.00042245723871498587
531,Saudi Arabia,SAU,2038,0.0004075825109037288
532,Saudi Arabia,SAU,2039,0.0003932315225557423
533,Saudi Arabia,SAU,2040,0.00037938583279406417
534,Saudi Arabia,SAU,2041,0.0003660276500453813
535,Saudi Arabia,SAU,2042,0.00035313980917803093
536,Saudi Arabia,SAU,2043,0.0003407057494449791
537,Saudi Arabia,SAU,2044,0.00032870949320342515
538,Saudi Arabia,SAU,2045,0.00031713562538369103
539,Saudi Arabia,SAU,2046,0.00030596927368100983
540,Saudi Arabia,SAU,2047,0.00029519608944476237
541,Saudi Arabia,SAU,2048,0.0002848022292406042
542,Saudi Arabia,SAU,2049,0.00027477433706179057
543,Saudi Arabia,SAU,2050,0.0002650995271668413
544,Tanzania,TZA,2017,5.213913740503448
545,Tanzania,TZA,2018,4.533024698147621
546,Tanzania,TZA,2019,4.414111385348244
547,Tanzania,TZA,2020,5.571227698186772
548,Tanzania,TZA,2021,5.571227325825126
549,Tanzania,TZA,2022,5.153938871270284
550,Tanzania,TZA,2023,4.767905586199835
551,Tanzania,TZA,2024,4.410786438627798
552,Tanzania,TZA,2025,4.080415741346317
553,Tanzania,TZA,2026,3.7747900184908123
554,Tanzania,TZA,2027,3.492055855807584
555,Tanzania,TZA,2028,3.230498660944186
556,Tanzania,TZA,2029,2.988532265601087
557,Tanzania,TZA,2030,2.7646893064887905
558,Tanzania,TZA,2031,2.557612326757375
559,Tanzania,TZA,2032,2.366045543934537
560,Tanzania,TZA,2033,2.188827234450344
561,Tanzania,TZA,2034,2.024882688565926
562,Tanzania,TZA,2035,1.8732176929823217
563,Tanzania,TZA,2036,1.7329125016062623
564,Tanzania,TZA,2037,1.6031162579092866
565,Tanzania,TZA,2038,1.4830418350556835
566,Tanzania,TZA,2039,1.3719610625081489
567,Tanzania,TZA,2040,1.2692003101637561
568,Tanzania,TZA,2041,1.1741364032408146
569,Tanzania,TZA,2042,1.086192843143425
570,Tanzania,TZA,2043,1.0048363113855463
571,Tanzania,TZA,2044,0.9295734353734711
572,Tanzania,TZA,2045,0.8599477964331689
573,Tanzania,TZA,2046,0.79553716193832
574,Tanzania,TZA,2047,0.7359509247536771
575,Tanzania,TZA,2048,0.6808277344657652
576,Tanzania,TZA,2049,0.6298333060358999
577,Tanzania,TZA,2050,0.5826583925864719
578,Chile,CHL,2017,0.0519463870077372
579,Chile,CHL,2018,0.05231726086906882
580,Chile,CHL,2019,0.05669807852880147
581,Chile,CHL,2020,0.06533213298325305
582,Chile,CHL,2021,0.06533212010919016
583,Chile,CHL,2022,0.06557915712196416
584,Chile,CHL,2023,0.06582712824319206
585,Chile,CHL,2024,0.06607603700497014
586,Chile,CHL,2025,0.06632588695275059
587,Chile,CHL,2026,0.06657668164539206
588,Chile,CHL,2027,0.06682842465521056
589,Chile,CHL,2028,0.06708111956802884
590,Chile,CHL,2029,0.06733476998322956
591,Chile,CHL,2030,0.06758937951380485
592,Chile,CHL,2031,0.06784495178640886
593,Chile,CHL,2032,0.06810149044140915
594,Chile,CHL,2033,0.06835899913293789
595,Chile,CHL,2034,0.06861748152894515
596,Chile,CHL,2035,0.06887694131124941
597,Chile,CHL,2036,0.0691373821755915
598,Chile,CHL,2037,0.06939880783168756
599,Chile,CHL,2038,0.06966122200328013
600,Chile,CHL,2039,0.06992462842819196
601,Chile,CHL,2040,0.07018903085838099
602,Chile,CHL,2041,0.07045443305999025
