"iso_code3","Year","frac_waso_initial_composition_ind_sludge"
"LA",2010,0
"LA",2011,0
"LA",2012,0
"LA",2013,0
"LA",2014,0
"LA",2015,0
"LA",2016,0
"LA",2017,0
"LA",2018,0
"LA",2019,0
"LA",2020,0
