"iso_code3","Region","Year","frac_wali_ww_domestic_rural_treatment_path_primary"
"LA","louisiana",2011,0.278209102397903
"LA","louisiana",2012,0.278209102397903
"LA","louisiana",2013,0.278209102397903
"LA","louisiana",2014,0.278209102397903
"LA","louisiana",2015,0.278209102397903
"LA","louisiana",2016,0.278209102397903
"LA","louisiana",2017,0.278209102397903
"LA","louisiana",2018,0.278209102397903
"LA","louisiana",2019,0.278209102397903
"LA","louisiana",2020,0.278209102397903
