Year,frac_scoe_heat_energy_commercial_municipal_gasoline,Iso_code3,Region
2015,0.031363088057901,LA,louisiana
2016,0.0324280502634779,LA,louisiana
2017,0.0337032470201397,LA,louisiana
2018,0.0318942045896538,LA,louisiana
2019,0.0334794738939816,LA,louisiana
2020,0.0360669815371404,LA,louisiana
2021,0.0352792944141117,LA,louisiana
