Year,consumpeinit_scoe_tj_per_mmmgdp_commercial_municipal_elec_appliances,Iso_code3,Region
2015,25.10155525800804,LA,louisiana
2016,25.503171663843037,LA,louisiana
2017,24.56803455723542,LA,louisiana
2018,24.347841111176667,LA,louisiana
2019,23.97205593874581,LA,louisiana
2020,23.996511340432743,LA,louisiana
2021,23.764723969378668,LA,louisiana
