,iso_code3,Region,Year,occrate_trns_passenger_per_vehicle_road_light
0,LA,louisiana,2010,1.6808
1,LA,louisiana,2011,1.6808
2,LA,louisiana,2012,1.6808
3,LA,louisiana,2013,1.6808
4,LA,louisiana,2014,1.6808
5,LA,louisiana,2015,1.6808
6,LA,louisiana,2016,1.6808
7,LA,louisiana,2017,1.6808
8,LA,louisiana,2018,1.6808
9,LA,louisiana,2019,1.6808
10,LA,louisiana,2020,1.6808
11,LA,louisiana,2021,1.6808
12,LA,louisiana,2022,1.6808
13,LA,louisiana,2023,1.6808
