Subsector,Variable,Incluida en fake data ,Responsable ,Observada,Correspondencia,Archivo,Definición,Nombre,cantidad de datos,,283.6666667
Industrial Energy,frac_inen_energy_recycled_paper_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_plastic_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_rubber_and_leather_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_textiles_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_wood_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_hydrogen,1,Hermilo y Mateo,1,Renewables-Hydrogen,Plants_enerdata,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_rubber_and_leather_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_textiles_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,scalar_inen_energy_demand_cement,0,,,,,Industrial Energy Demand Scalar,,,,
Industrial Energy,scalar_inen_energy_demand_chemicals,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_electronics,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_glass,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_lime_and_carbonite,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_metals,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_other_product_manufacturing,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_paper,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_plastic,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_glass,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_metals,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_paper,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_plastic,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_rubber_and_leather,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_textiles,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_recycled_wood,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_rubber_and_leather,0,,,,,,,,,
Industrial Energy,scalar_inen_energy_demand_textiles,0,,,,,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_gj_per_hh_residential_elec_appliances,1,Mateo,0,,,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_gj_per_hh_residential_heat_energy,1,Mateo,0,Heat_Other final consumption (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_elec_appliances,1,Mateo,0,,,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_heat_energy,1,Mateo,0,Heat_Other final consumption (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_other_se_elec_appliances,1,Mateo,0,,,,,,,
Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_other_se_heat_energy,1,Mateo,0,Heat_Other final consumption (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_coal,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_diesel,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_electricity,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_gas_petroleum_liquid,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_gasoline,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_hydrogen,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_kerosene,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_natural_gas,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_solid_biomass,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_coal,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_diesel,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_electricity,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_gas_petroleum_liquid,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_gasoline,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_hydrogen,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_kerosene,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_natural_gas,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_solid_biomass,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_coal,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_diesel,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_electricity,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_gas_petroleum_liquid,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_gasoline,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_hydrogen,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_kerosene,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_natural_gas,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_solid_biomass,1,Edmundo,1,,,,,,,
Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,0,,,,,,,,,
Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,0,,,,,,,,,
Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,0,,,,,,,,,
Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,0,,,,,,,,,
Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc,0,,,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_coal,1,Edmundo,0,Heat_Commercial and public services (PJ),WEBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_diesel,1,Edmundo,0,,WEBH2022,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_electricity,1,Edmundo,0,,WEBH2023,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_gas_petroleum_liquid,1,Edmundo,0,,WEBH2024,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_gasoline,1,Edmundo,0,,WEBH2025,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_hydrogen,1,Edmundo,0,,WEBH2026,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_kerosene,1,Edmundo,0,,WEBH2027,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_natural_gas,1,Edmundo,0,,WEBH2028,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_solid_biomass,1,Edmundo,0,,WEBH2029,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_coal,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_diesel,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_electricity,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_gas_petroleum_liquid,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_gasoline,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_hydrogen,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_kerosene,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_natural_gas,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_solid_biomass,1,Hermilo,0,,,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_coal,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_diesel,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_electricity,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_gas_petroleum_liquid,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_gasoline,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_hydrogen,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_kerosene,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_natural_gas,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_solid_biomass,1,Mateo,0,product_Residential (PJ),WBH2021,,,,,
Transportation,avgload_trns_freight_tonne_per_vehicle_rail_freight,1,Mateo,1,,,,,,,
Transportation,avgload_trns_freight_tonne_per_vehicle_road_heavy_freight,1,Mateo,0,,,,,,,
Transportation,avgload_trns_freight_tonne_per_vehicle_water_borne,1,Mateo,0,,,,,,,
Transportation,ef_trns_mobile_combustion_aviation_kg_ch4_per_tj_kerosene,0,,,,,"Methane mobile fuel combustion emission factor for biofuels, entered as tonne of  are emitted per TJ of energy demanded",,,,
Transportation,ef_trns_mobile_combustion_aviation_kg_n2o_per_tj_kerosene,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_powered_bikes_kg_ch4_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_powered_bikes_kg_n2o_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_natural_gas,0,,,Natural gas_Commercial and public services (PJ),WBH2021,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_n2o_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_n2o_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_public_kg_n2o_per_tj_natural_gas,0,,,Natural gas_Commercial and public services (PJ),WBH2021,,,,,
Transportation,ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_biofuels,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_gasoline,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_natural_gas,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_diesel,0,,,,,,,,,
Transportation,ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_natural_gas,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_aviation_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_powered_bikes_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_public_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_rail_freight_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_rail_passenger_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_road_heavy_freight_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_road_heavy_regional_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_road_light_km_per_kwh,0,,,,,,,,,
Transportation,elecfuelefficiency_trns_water_borne_km_per_kwh,0,,,,,,,,,
Transportation,frac_trns_fuelmix_aviation_electricity,1,Hermilo,0,,Fraction of freight Megatonne-Kilometer (mtkm) demand accounted for by transportation type $CAT-TRANSPORT$,,,,,
Transportation,frac_trns_fuelmix_aviation_hydrogen,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_aviation_kerosene,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_powered_bikes_electricity,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_powered_bikes_gasoline,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_biofuels,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_diesel,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_electricity,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_gasoline,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_hydrogen,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_public_natural_gas,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_freight_diesel,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_freight_electricity,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_freight_hydrogen,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_freight_natural_gas,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_passenger_diesel,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_passenger_electricity,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_passenger_hydrogen,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_rail_passenger_natural_gas,1,Mateo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_biofuels,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_diesel,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_electricity,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_gasoline,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_hydrogen,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_freight_natural_gas,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_biofuels,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_diesel,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_electricity,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_gasoline,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_hydrogen,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_heavy_regional_natural_gas,1,Edmundo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_light_biofuels,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_light_diesel,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_light_electricity,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_light_gasoline,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_road_light_hydrogen,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_water_borne_diesel,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_water_borne_electricity,1,Hermilo,0,,,,,,,
