Year,iso_code3,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration
2014,CAN,0.3299375431858902
2015,CAN,0.3323499645935635
2016,CAN,0.3398924062352421
2017,CAN,0.3787841339155726
2018,CAN,0.4165482374092483
2019,CAN,0.4120537649013782
2020,CAN,0.4076552459993926
2010,CHE,0.251278982711024
2011,CHE,0.2454384283256991
2012,CHE,0.2378352329912557
2013,CHE,0.2220314512027354
2014,CHE,0.2217972870466791
2015,CHE,0.2264682447169459
2016,CHE,0.2047035476730199
2017,CHE,0.1991631221148753
2018,CHE,0.194212362077273
2019,CHE,0.19202794123439
2020,CHE,0.1898921127803219
2010,CHL,0.7197374054974225
2011,CHL,1.34701610375519
2012,CHL,1.4623665268569015
2013,CHL,1.0647742028662823
2014,CHL,1.1822264158164295
2015,CHL,1.290474796605931
2016,CHL,1.425398174534228
2017,CHL,1.6476554522815785
2018,CHL,1.864029329425056
2019,CHL,1.8396801263838771
2020,CHL,1.8159588522018195
2010,CHN,0.1802537976652075
2011,CHN,0.2304289500462146
2012,CHN,0.2631678379103053
2013,CHN,0.2745526678820861
2014,CHN,0.2632765786176412
2015,CHN,0.2538395602511543
2016,CHN,0.2456223013059728
2017,CHN,0.2386863653105412
2018,CHN,0.2325507674040496
2019,CHN,0.2198656139231924
2020,CHN,0.2084927732409844
2010,CIV,1.4031005028348589
2011,CIV,1.3829857430109072
2012,CIV,1.364665568246508
2013,CIV,1.3479100722372883
2014,CIV,1.3325270117328003
2015,CIV,1.3183543975580936
2016,CIV,1.434672414312418
2017,CIV,1.5698811941034068
2018,CIV,1.7379056307899696
2019,CIV,1.640276059278042
2020,CIV,1.553032050757932
2010,CMR,1.5247312651216174
2011,CMR,1.5053977653827897
2012,CMR,1.487732533650706
2013,CMR,1.4715285710643755
2014,CMR,1.4566117863628814
2015,CMR,1.4428346265025225
2016,CMR,1.6267435668492924
2017,CMR,1.837929559226961
2018,CMR,2.094640080810751
2019,CMR,2.030107706074013
2020,CMR,1.9694327604911748
2010,COD,2.420640026385628
2011,COD,2.309298963940164
2012,COD,2.213938573155363
2013,COD,2.1313486947133584
2014,COD,2.0591250097507445
2015,COD,1.9954311107566156
2016,COD,2.237039792144715
2017,COD,2.5141569472232144
2018,COD,2.851270375144766
2019,COD,2.7507717805798952
2020,COD,2.6571165180055414
2010,COG,0.4356374620869619
2011,COG,0.433549775336539
2012,COG,0.4316128548328252
2013,COG,0.4298109379358183
2014,COG,0.4281303853237849
2015,COG,0.4265593351123191
2016,COG,0.5184233448162748
2017,COG,0.6317423413248978
2018,COG,0.7771543279507199
2019,COG,0.8138584005139093
2020,COG,0.854201310211455
2010,COL,0.3944434436421227
2011,COL,0.3899838243776589
2012,COL,0.3858981565921726
2013,COL,0.3821412976462114
2014,COL,0.3786750898634838
2015,COL,0.3754670598570602
2016,COL,0.4323314171523312
2017,COL,0.4983634152463158
2018,COL,0.5789669762165861
2019,COL,0.5715120554084309
2020,COL,0.5642466767866701
2010,COM,0.0
2011,COM,0.0
2012,COM,0.0
2013,COM,0.0
2014,COM,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2019,COM,0.0
2020,COM,0.0
2010,CPV,0.0
2011,CPV,0.0
2012,CPV,0.0
2013,CPV,0.0
2014,CPV,0.0
2015,CPV,0.0
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2019,CPV,0.0
2020,CPV,0.0
2010,CRI,0.1972958862068662
2011,CRI,0.1954928146577687
2012,CRI,0.193833983557218
2013,CRI,0.1923027503618013
2014,CRI,0.1908849380066013
2015,CRI,0.1895683946555548
2016,CRI,0.2166918907527402
2017,CRI,0.2480330483952997
2018,CRI,0.2861905180735161
2019,CRI,0.2806470461644561
2020,CRI,0.2753142461816147
2010,CUB,0.1066125568010332
2011,CUB,0.1073452038352582
2012,CUB,0.1080404776692802
2013,CUB,0.108701149862295
2014,CUB,0.1093297487111086
2015,CUB,0.1099285628498366
2016,CUB,0.127915578777564
2017,CUB,0.1489864100785022
2018,CUB,0.1748541959526237
2019,CUB,0.1743409012758218
2020,CUB,0.17383061139112
2010,CUW,0.0
2011,CUW,0.0
2012,CUW,0.0
2013,CUW,0.0
2014,CUW,0.0
2015,CUW,0.0
2016,CUW,0.0
2017,CUW,0.0
2018,CUW,0.0
2019,CUW,0.0
2020,CUW,0.0
2010,CYM,0.1066125568010332
2011,CYM,0.1073452038352582
2012,CYM,0.1080404776692802
2013,CYM,0.108701149862295
2014,CYM,0.1093297487111086
2015,CYM,0.1099285628498366
2016,CYM,0.127915578777564
2017,CYM,0.1489864100785022
2018,CYM,0.1748541959526237
2019,CYM,0.1743409012758218
2020,CYM,0.17383061139112
2010,CYP,0.1006193890800327
2011,CYP,0.1105186924119214
2012,CYP,0.1181261288840417
2013,CYP,0.1195266036448886
2014,CYP,0.1200354322767114
2015,CYP,0.1288149090039972
2016,CYP,0.1404162194813785
2017,CYP,0.1492690722019764
2018,CYP,0.156440433459511
2019,CYP,0.152451204095713
2020,CYP,0.1486603663589611
2010,CZE,0.346189281083396
2011,CZE,0.3567269082003161
2012,CZE,0.3552406012282538
2013,CZE,0.3482341665331657
2014,CZE,0.3556808398706205
2015,CZE,0.3659842710066637
2016,CZE,0.3456442658273168
2017,CZE,0.3278885129360187
2018,CZE,0.2875940026198224
2019,CZE,0.2810635727021618
2020,CZE,0.2748231323956435
2010,DEU,0.1670346306784882
2011,DEU,0.1696976495641983
2012,DEU,0.1695902419470756
2013,DEU,0.1634376346424317
2014,DEU,0.1601879334740962
2015,DEU,0.1525897070496915
2016,DEU,0.144198697447884
2017,DEU,0.1369233450552162
2018,DEU,0.1228335077607756
2019,DEU,0.1217090069352747
2020,DEU,0.1206049082140181
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.0
2011,DMA,0.0
2012,DMA,0.0
2013,DMA,0.0
2014,DMA,0.0
2015,DMA,0.0
2016,DMA,0.0
2017,DMA,0.0
2018,DMA,0.0
2019,DMA,0.0
2020,DMA,0.0
2010,DNK,0.3468860886725184
2011,DNK,0.3132759659613964
2012,DNK,0.2954944564467184
2013,DNK,0.2765038597049167
2014,DNK,0.2515310812649883
2015,DNK,0.1937060772113252
2016,DNK,0.2096551572166468
2017,DNK,0.1727633083639581
2018,DNK,0.2074003043594186
2019,DNK,0.204135315942045
2020,DNK,0.2009715321343636
2010,DOM,0.3949362383789587
2011,DOM,0.386426440093867
2012,DOM,0.3787835069734905
2013,DOM,0.3718813929594679
2014,DOM,0.3656173669624095
2015,DOM,0.3599068532848735
2016,DOM,0.4015234183394525
2017,DOM,0.4492447032578641
2018,DOM,0.5073788883144302
2019,DOM,0.487624194078711
2020,DOM,0.4693501414005219
2010,DZA,0.1687365439817826
2011,DZA,0.1661988427289124
2012,DZA,0.1638907021184726
2013,DZA,0.1617823142664993
2014,DZA,0.1598488303973655
2015,DZA,0.1580693470338287
2016,DZA,0.1824323925662255
2017,DZA,0.2107736046636477
2018,DZA,0.2454060318901101
2019,DZA,0.2427702692313573
2020,DZA,0.2401905232999943
2010,ECU,0.1480084786422822
2011,ECU,0.1496482450734107
2012,ECU,0.151217057329896
2013,ECU,0.1527194405360638
2014,ECU,0.1541595182821853
2015,ECU,0.1555410876462356
2016,ECU,0.182091293165496
2017,ECU,0.2133751790610258
2018,ECU,0.2519446968360397
2019,ECU,0.2527323427677327
2020,ECU,0.2535249289239704
2010,EGY,0.5634947602558953
2011,EGY,0.5456626537332151
2012,EGY,0.5299578908937747
2013,EGY,0.5160212160678117
2014,EGY,0.503569954818846
2015,EGY,0.4923786456374797
2016,EGY,0.5480984392645342
2017,EGY,0.6120012186826327
2018,EGY,0.6899157891939054
2019,EGY,0.6619228347167841
2020,EGY,0.6361129028237066
2010,ERI,0.0
2011,ERI,0.0
2012,ERI,0.0
2013,ERI,0.0
2014,ERI,0.0
2015,ERI,0.0
2016,ERI,0.0
2017,ERI,0.0
2018,ERI,0.0
2019,ERI,0.0
2020,ERI,0.0
2010,ESP,0.7551213988307293
2011,ESP,0.7369297137274524
2012,ESP,0.7070276987414635
2013,ESP,0.6879262533650055
2014,ESP,0.6848974022739058
2015,ESP,0.2822576830010133
2016,ESP,0.2751215894991686
2017,ESP,0.1429298980607474
2018,ESP,0.0799559164143237
2019,ESP,0.0791405719881116
2020,ESP,0.078341688528992
2010,EST,0.622387676498377
2011,EST,0.6260118393325153
2012,EST,0.6508927941057675
2013,EST,0.6602662978526753
2014,EST,0.6783411448178805
2015,EST,0.671946055176554
2016,EST,0.6835025483333677
2017,EST,0.6585707773174806
2018,EST,0.630853834186918
2019,EST,0.6129208144327795
2020,EST,0.5959791624770135
2010,ETH,0.0
2011,ETH,0.0
2012,ETH,0.0
2013,ETH,0.0
2014,ETH,0.0
2015,ETH,0.0
2016,ETH,0.0
2017,ETH,0.0
2018,ETH,0.0
2019,ETH,0.0
2020,ETH,0.0
2010,FIN,0.6391521947118374
2011,FIN,0.6346632836293645
2012,FIN,0.6313965362949125
2013,FIN,0.6262985188274101
2014,FIN,0.6195479491403977
2015,FIN,0.6089992331255812
2016,FIN,0.5722431479920734
2017,FIN,0.5315960695233445
2018,FIN,0.517510009846751
2019,FIN,0.5112925151268972
2020,FIN,0.5052226438954202
2010,FJI,1.0556183401652286
2011,FJI,1.057196439276567
2012,FJI,1.0586785091713888
2013,FJI,1.0600728023988226
2014,FJI,1.061387364549656
2015,FJI,1.0626286247864851
2016,FJI,1.232352382048274
2017,FJI,1.4305797511534468
2018,FJI,1.6734346444356538
2019,FJI,1.6630768496981918
2020,FJI,1.6528464862394638
2010,FRA,0.5326388529247529
2011,FRA,0.5472304056114454
2012,FRA,0.5388031865771857
2013,FRA,0.5199092685033511
2014,FRA,0.4947878592988344
2015,FRA,0.4676607621518313
2016,FRA,0.439443233066951
2017,FRA,0.3896010964572551
2018,FRA,0.3354873066509714
2019,FRA,0.3335800858410391
2020,FRA,0.3316944272730626
2010,FRO,1.0500108683259115
2011,FRO,1.2833241042574466
2012,FRO,1.3319542082923608
2013,FRO,1.5073215561174604
2014,FRO,1.5240875200938937
2015,FRO,1.5837918461009552
2016,FRO,1.7836639960465772
2017,FRO,1.5277480267095929
2018,FRO,1.2160623564440998
2019,FRO,1.1868251722050436
2020,FRO,1.158960851143564
2010,FSM,0.0
2011,FSM,0.0
2012,FSM,0.0
2013,FSM,0.0
2014,FSM,0.0
2015,FSM,0.0
2016,FSM,0.0
2017,FSM,0.0
2018,FSM,0.0
2019,FSM,0.0
2020,FSM,0.0
2010,GAB,0.9728295286855512
2011,GAB,0.9483989687963748
2012,GAB,0.926608277017649
2013,GAB,0.907051540520395
2014,GAB,0.8894020156911059
2015,GAB,0.873393611727933
2016,GAB,1.002807841355468
2017,GAB,1.1527786053744573
2018,GAB,1.3356322374176142
2019,GAB,1.3149974116636165
2020,GAB,1.2949904799954668
2010,GBR,0.3177235874803464
2011,GBR,0.3207332222452078
2012,GBR,0.3203412987948694
2013,GBR,0.3125868078910527
2014,GBR,0.2976648959730053
2015,GBR,0.278225874208394
2016,GBR,0.2642007856468931
2017,GBR,0.2498009289513533
2018,GBR,0.2323523718650383
2019,GBR,0.2308062018558887
2020,GBR,0.2292804735449048
2010,GEO,0.7550776436632838
2011,GEO,0.8211922372847309
2012,GEO,0.8739281411434416
2013,GEO,0.3013859142357285
2014,GEO,0.3193978737689568
2015,GEO,0.3256140143579576
2016,GEO,0.3283874941703734
2017,GEO,0.3573663268505724
2018,GEO,0.3569595541659265
2019,GEO,0.345895060284158
2020,GEO,0.3354958654528678
2010,GHA,1.1123112347907524
2011,GHA,1.0694302612374176
2012,GHA,1.0321682891153012
2013,GHA,0.9994887641077154
2014,GHA,0.9705953125082089
2015,GHA,0.944866048846672
2016,GHA,1.0464655921959949
2017,GHA,1.1631037258574024
2018,GHA,1.3056874508129797
2019,GHA,1.2479068083788305
2020,GHA,1.1950233874589042
2010,GIB,0.26392703644832
2011,GIB,0.2577829236047032
2012,GIB,0.2522831922152622
2013,GIB,0.247331533456647
2014,GIB,0.2428499035601111
2015,GIB,0.2387744037868623
2016,GIB,0.2734170692938808
2017,GIB,0.3134904005375867
2018,GIB,0.3623046608213499
2019,GIB,0.3558417807687103
2020,GIB,0.3496054326851036
2010,GIN,1.4230530372301622
2011,GIN,1.4107417209476132
2012,GIN,1.3994046549792367
2013,GIN,1.3889305209552862
2014,GIN,1.379224325427039
2015,GIN,1.3702047482379434
2016,GIN,1.490114533393101
2017,GIN,1.629610133952213
2018,GIN,1.8031132897403208
2019,GIN,1.7010555129945892
2020,GIN,1.6099319667518357
2010,GMB,0.0
2011,GMB,0.0
2012,GMB,0.0
2013,GMB,0.0
2014,GMB,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2019,GMB,0.0
2020,GMB,0.0
2010,GNB,0.0
2011,GNB,0.0
2012,GNB,0.0
2013,GNB,0.0
2014,GNB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2019,GNB,0.0
2020,GNB,0.0
2010,GNQ,0.1969129340805907
2011,GNQ,0.1964037675133674
2012,GNQ,0.1959293480992533
2013,GNQ,0.1954862788288369
2014,GNQ,0.19507147325182
2015,GNQ,0.194682346704019
2016,GNQ,0.2392965302869049
2017,GNQ,0.2952456196192086
2018,GNQ,0.3682188157275299
2019,GNQ,0.391525692593457
2020,GNQ,0.4179824198880842
2010,GRC,0.5356542513635166
2011,GRC,0.5554730539458969
2012,GRC,0.6037961473720997
2013,GRC,0.6028423843137306
2014,GRC,0.6182401756226535
2015,GRC,0.5824582575518266
2016,GRC,0.5575526639669807
2017,GRC,0.5717962415232662
2018,GRC,0.5148559680525259
2019,GRC,0.5135962350238732
2020,GRC,0.5123426514973579
2010,GRD,0.0
2011,GRD,0.0
2012,GRD,0.0
2013,GRD,0.0
2014,GRD,0.0
2015,GRD,0.0
2016,GRD,0.0
2017,GRD,0.0
2018,GRD,0.0
2019,GRD,0.0
2020,GRD,0.0
2010,GRL,1.0500108683259115
2011,GRL,1.2833241042574466
2012,GRL,1.3319542082923608
2013,GRL,1.5073215561174604
2014,GRL,1.5240875200938937
2015,GRL,1.5837918461009552
2016,GRL,1.7836639960465772
2017,GRL,1.5277480267095929
2018,GRL,1.2160623564440998
2019,GRL,1.1868251722050436
2020,GRL,1.158960851143564
2010,GTM,0.0750200883919764
2011,GTM,0.0751874815865736
2012,GTM,0.0753449130320888
2013,GTM,0.075493258766195
2014,GTM,0.0756332600219285
2015,GTM,0.075765612438315
2016,GTM,0.0859151549279749
2017,GTM,0.097594171173892
2018,GTM,0.1117921284332101
2019,GTM,0.108868432885
2020,GTM,0.1060937663959372
2010,GUM,0.3535476871706992
2011,GUM,0.349906383622566
2012,GUM,0.3465638953045733
2013,GUM,0.3434848921479416
2014,GUM,0.3406394029383514
2015,GUM,0.3380018283075306
2016,GUM,0.375381338183146
2017,GUM,0.4182649942275643
2018,GUM,0.4706082147782935
2019,GUM,0.4507172817071551
2020,GUM,0.4324396000358415
2010,GUY,0.0
2011,GUY,0.0
2012,GUY,0.0
2013,GUY,0.0
2014,GUY,0.0
2015,GUY,0.0
2016,GUY,0.0
2017,GUY,0.0
2018,GUY,0.0
2019,GUY,0.0
2020,GUY,0.0
2010,HKG,0.0
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2020,HKG,0.0
2010,HND,0.432977136344156
2011,HND,0.4281525010472383
2012,HND,0.4237310267475608
2013,HND,0.4196642061397346
2014,HND,0.4159110135616921
2015,HND,0.412436542902638
2016,HND,0.4690558946683339
2017,HND,0.534295893098936
2018,HND,0.6136359425711181
2019,HND,0.5990819093180517
2020,HND,0.5852022576759094
2010,HRV,0.2917547233381489
2011,HRV,0.3402422432525761
2012,HRV,0.3412142622585088
2013,HRV,0.5177475437442639
2014,HRV,0.5070135916512297
2015,HRV,0.5063099218183433
2016,HRV,0.5003754071848094
2017,HRV,0.4978401253480751
2018,HRV,0.4944227554605226
2019,HRV,0.48672313920363
2020,HRV,0.4792596569803621
2010,HTI,0.0
2011,HTI,0.0
2012,HTI,0.0
2013,HTI,0.0
2014,HTI,0.0
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2019,HTI,0.0
2020,HTI,0.0
2010,HUN,0.4981188699080951
2011,HUN,0.5581762982920071
2012,HUN,0.5712501147696021
2013,HUN,0.5809212814324939
2014,HUN,0.696985022873014
2015,HUN,0.6100075127387209
2016,HUN,0.6359611543482256
2017,HUN,0.5911091654556446
2018,HUN,0.577639574641972
2019,HUN,0.5618254553133551
2020,HUN,0.5468541527796478
2010,IDN,0.2711697321185161
2011,IDN,0.2616864227399
2012,IDN,0.2533882489053826
2013,IDN,0.2460661167570153
2014,IDN,0.23955738492034
2015,IDN,0.2337336478105628
2016,IDN,0.2605232663647255
2017,IDN,0.2912438886526582
2018,IDN,0.3286805826265332
2019,IDN,0.3156609033626186
2020,IDN,0.3036333921889325
2010,IMN,0.4011151497061025
2011,IMN,0.4207300536866232
2012,IMN,0.404704793906593
2013,IMN,0.4040701446979894
2014,IMN,0.4142461664068348
2015,IMN,0.3806408080918916
2016,IMN,0.3742750215621746
2017,IMN,0.2670627631197893
2018,IMN,0.081904036610657
2019,IMN,0.0771391910745084
2020,IMN,0.0728982649064415
2010,IND,0.0947436541550246
2011,IND,0.1035290248822325
2012,IND,0.1110027019533904
2013,IND,0.1174380408408296
