iso_code3,Region,Year,nemomod_entc_frac_min_share_production_pp_nuclear
LA,louisiana,2015,0.19470314073626177
LA,louisiana,2016,0.19628765537845586
LA,louisiana,2017,0.19767632010541003
LA,louisiana,2018,0.19111521490273686
LA,louisiana,2019,0.1935923787543852
LA,louisiana,2020,0.1942362252709722
LA,louisiana,2021,0.1864319619272133
LA,louisiana,2022,0.17918133956545085
LA,louisiana,2023,0.18322904288269057
LA,louisiana,2024,0.19140623927081843
