,iso_code3,Region,Year,occrate_trns_passenger_per_vehicle_water_borne
0,LA,louisiana,2010,15
1,LA,louisiana,2011,15
2,LA,louisiana,2012,15
3,LA,louisiana,2013,15
4,LA,louisiana,2014,15
5,LA,louisiana,2015,15
6,LA,louisiana,2016,15
7,LA,louisiana,2017,15
8,LA,louisiana,2018,15
9,LA,louisiana,2019,15
10,LA,louisiana,2020,15
11,LA,louisiana,2021,15
12,LA,louisiana,2022,15
13,LA,louisiana,2023,15
