Year,frac_trns_fuelmix_road_heavy_freight_natural_gas
2008,0.003345480614134656
2009,0.0033363464541046922
2010,0.0033328455998309194
2011,0.003328848873710718
2012,0.003341702017141373
2013,0.003342449103615922
2014,0.003337983260263053
2015,0.0033424694164048397
2016,0.0033375663443066003
2017,0.0033393760137391468
2018,0.0033390559291868135
2019,0.0033307712016397645
