Year,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,Iso_code3,Region
2015,0.006433453960595,LA,louisiana
2016,0.0081070125658694,LA,louisiana
2017,0.0106863953966296,LA,louisiana
2018,0.0085569817191754,LA,louisiana
2019,0.0111598246313272,LA,louisiana
2020,0.012881064834693,LA,louisiana
2021,0.0117597648047039,LA,louisiana
