Year,iso_code3,pij_lndu_grasslands_to_forests_secondary
2015,LA,0.0023794132238078645
2016,LA,0.0015183307716975032
2017,LA,0.0008921330468415335
2018,LA,0.0011394044389333139
2019,LA,0.0014808462852615315
