Year,iso_code3,pij_lndu_wetlands_to_forests_mangroves
2015,LA,0.0117832909931839
2016,LA,0.0031045314343882318
2017,LA,0.0036030508253737025
2018,LA,0.002630397576894449
2019,LA,0.005275069255452297
