iso_code3,Region,Year,frac_inen_energy_plastic_natural_gas
LA,louisiana,2021,0.403150186035329
LA,louisiana,2022,0.4044065928473579
LA,louisiana,2023,0.4070002921485162
LA,louisiana,2024,0.4101312773916281
LA,louisiana,2025,0.4137059742437425
LA,louisiana,2026,0.4177576599403106
LA,louisiana,2027,0.4222789528139019
LA,louisiana,2028,0.4272033378996422
LA,louisiana,2029,0.4324409709520082
LA,louisiana,2030,0.437914343710919
LA,louisiana,2031,0.4435750575369174
LA,louisiana,2032,0.4494035957051382
LA,louisiana,2033,0.4554006268989901
LA,louisiana,2034,0.4615771789807664
LA,louisiana,2035,0.4679474925644785
LA,louisiana,2036,0.4745253661632769
LA,louisiana,2037,0.4813231780433281
LA,louisiana,2038,0.4883523334238037
LA,louisiana,2039,0.4956241294034393
LA,louisiana,2040,0.5031504853926978
LA,louisiana,2041,0.5100227779312021
LA,louisiana,2042,0.5170903517875739
LA,louisiana,2043,0.5243896564560776
LA,louisiana,2044,0.5319321180482446
LA,louisiana,2045,0.5397300605028869
LA,louisiana,2046,0.5477967245209906
LA,louisiana,2047,0.5561463003260266
LA,louisiana,2048,0.5647939844027628
LA,louisiana,2049,0.57375606054921
LA,louisiana,2050,0.5830500014527348
