Year,frac_trns_fuelmix_public_electricity
2008,0.0030045067601402104
2009,0.0034999999999999996
2010,0.0036784025223331584
2011,0.0030848329048843185
2012,0.003003003003003003
2013,0.0034280117531831538
2014,0.0033947623666343357
2015,0.0014800197335964479
2016,0.001452784503631961
2017,0.0009078529278256923
2018,0.0008849557522123896
2019,0.0008936550491510277
