,iso_code3,Region,Year,occrate_trns_passenger_per_vehicle_public
0,LA,louisiana,2010,6.8
1,LA,louisiana,2011,6.8
2,LA,louisiana,2012,6.8
3,LA,louisiana,2013,6.8
4,LA,louisiana,2014,6.8
5,LA,louisiana,2015,6.8
6,LA,louisiana,2016,6.8
7,LA,louisiana,2017,6.8
8,LA,louisiana,2018,6.8
9,LA,louisiana,2019,6.8
10,LA,louisiana,2020,6.8
11,LA,louisiana,2021,6.8
12,LA,louisiana,2022,6.8
13,LA,louisiana,2023,6.8
