Year,iso_code3,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
2040,ALB,0.0674025450523791
2041,ALB,0.0674025450523791
2042,ALB,0.0674025450523791
2043,ALB,0.0674025450523791
2044,ALB,0.0674025450523791
2045,ALB,0.0674025450523791
2046,ALB,0.0674025450523791
2047,ALB,0.0674025450523791
2048,ALB,0.0674025450523791
2049,ALB,0.0674025450523791
2050,ALB,0.0674025450523791
2021,AND,0.3152543582565967
2022,AND,0.3152543582565967
2023,AND,0.3152543582565967
2024,AND,0.3152543582565967
2025,AND,0.3152543582565967
2026,AND,0.3152543582565967
2027,AND,0.3152543582565967
2028,AND,0.3152543582565967
2029,AND,0.3152543582565967
2030,AND,0.3152543582565967
2031,AND,0.3152543582565967
2032,AND,0.3152543582565967
2033,AND,0.3152543582565967
2034,AND,0.3152543582565967
2035,AND,0.3152543582565967
2036,AND,0.3152543582565967
2037,AND,0.3152543582565967
2038,AND,0.3152543582565967
2039,AND,0.3152543582565967
2040,AND,0.3152543582565967
2041,AND,0.3152543582565967
2042,AND,0.3152543582565967
2043,AND,0.3152543582565967
2044,AND,0.3152543582565967
2045,AND,0.3152543582565967
2046,AND,0.3152543582565967
2047,AND,0.3152543582565967
2048,AND,0.3152543582565967
2049,AND,0.3152543582565967
2050,AND,0.3152543582565967
2021,ARE,0.3428605517478096
2022,ARE,0.3428605517478096
2023,ARE,0.3428605517478096
2024,ARE,0.3428605517478096
2025,ARE,0.3428605517478096
2026,ARE,0.3428605517478096
2027,ARE,0.3428605517478096
2028,ARE,0.3428605517478096
2029,ARE,0.3428605517478096
2030,ARE,0.3428605517478096
2031,ARE,0.3428605517478096
2032,ARE,0.3428605517478096
2033,ARE,0.3428605517478096
2034,ARE,0.3428605517478096
2035,ARE,0.3428605517478096
2036,ARE,0.3428605517478096
2037,ARE,0.3428605517478096
2038,ARE,0.3428605517478096
2039,ARE,0.3428605517478096
2040,ARE,0.3428605517478096
2041,ARE,0.3428605517478096
2042,ARE,0.3428605517478096
2043,ARE,0.3428605517478096
2044,ARE,0.3428605517478096
2045,ARE,0.3428605517478096
2046,ARE,0.3428605517478096
2047,ARE,0.3428605517478096
2048,ARE,0.3428605517478096
2049,ARE,0.3428605517478096
2050,ARE,0.3428605517478096
2021,ARG,0.1871060920714093
2022,ARG,0.1871060920714093
2023,ARG,0.1871060920714093
2024,ARG,0.1871060920714093
2025,ARG,0.1871060920714093
2026,ARG,0.1871060920714093
2027,ARG,0.1871060920714093
2028,ARG,0.1871060920714093
2029,ARG,0.1871060920714093
2030,ARG,0.1871060920714093
2031,ARG,0.1871060920714093
2032,ARG,0.1871060920714093
2033,ARG,0.1871060920714093
2034,ARG,0.1871060920714093
2035,ARG,0.1871060920714093
2036,ARG,0.1871060920714093
2037,ARG,0.1871060920714093
2038,ARG,0.1871060920714093
2039,ARG,0.1871060920714093
2040,ARG,0.1871060920714093
2041,ARG,0.1871060920714093
2042,ARG,0.1871060920714093
2043,ARG,0.1871060920714093
2044,ARG,0.1871060920714093
2045,ARG,0.1871060920714093
2046,ARG,0.1871060920714093
2047,ARG,0.1871060920714093
2048,ARG,0.1871060920714093
2049,ARG,0.1871060920714093
2050,ARG,0.1871060920714093
2021,ARM,0.100646389425462
2022,ARM,0.100646389425462
2023,ARM,0.100646389425462
2024,ARM,0.100646389425462
2025,ARM,0.100646389425462
2026,ARM,0.100646389425462
2027,ARM,0.100646389425462
2028,ARM,0.100646389425462
2029,ARM,0.100646389425462
2030,ARM,0.100646389425462
2031,ARM,0.100646389425462
2032,ARM,0.100646389425462
2033,ARM,0.100646389425462
2034,ARM,0.100646389425462
2035,ARM,0.100646389425462
2036,ARM,0.100646389425462
2037,ARM,0.100646389425462
2038,ARM,0.100646389425462
2039,ARM,0.100646389425462
2040,ARM,0.100646389425462
2041,ARM,0.100646389425462
2042,ARM,0.100646389425462
2043,ARM,0.100646389425462
2044,ARM,0.100646389425462
2045,ARM,0.100646389425462
2046,ARM,0.100646389425462
2047,ARM,0.100646389425462
2048,ARM,0.100646389425462
2049,ARM,0.100646389425462
2050,ARM,0.100646389425462
2021,ASM,0.0
2022,ASM,0.0
2023,ASM,0.0
2024,ASM,0.0
2025,ASM,0.0
2026,ASM,0.0
2027,ASM,0.0
2028,ASM,0.0
2029,ASM,0.0
2030,ASM,0.0
2031,ASM,0.0
2032,ASM,0.0
2033,ASM,0.0
2034,ASM,0.0
2035,ASM,0.0
2036,ASM,0.0
2037,ASM,0.0
2038,ASM,0.0
2039,ASM,0.0
2040,ASM,0.0
2041,ASM,0.0
2042,ASM,0.0
2043,ASM,0.0
2044,ASM,0.0
2045,ASM,0.0
2046,ASM,0.0
2047,ASM,0.0
2048,ASM,0.0
2049,ASM,0.0
2050,ASM,0.0
2021,ATG,0.0
2022,ATG,0.0
2023,ATG,0.0
2024,ATG,0.0
2025,ATG,0.0
2026,ATG,0.0
2027,ATG,0.0
2028,ATG,0.0
2029,ATG,0.0
2030,ATG,0.0
2031,ATG,0.0
2032,ATG,0.0
2033,ATG,0.0
2034,ATG,0.0
2035,ATG,0.0
2036,ATG,0.0
2037,ATG,0.0
2038,ATG,0.0
2039,ATG,0.0
2040,ATG,0.0
2041,ATG,0.0
2042,ATG,0.0
2043,ATG,0.0
2044,ATG,0.0
2045,ATG,0.0
2046,ATG,0.0
2047,ATG,0.0
2048,ATG,0.0
2049,ATG,0.0
2050,ATG,0.0
2021,AUS,0.3103535195448191
2022,AUS,0.3103535195448191
2023,AUS,0.3103535195448191
2024,AUS,0.3103535195448191
2025,AUS,0.3103535195448191
2026,AUS,0.3103535195448191
2027,AUS,0.3103535195448191
2028,AUS,0.3103535195448191
2029,AUS,0.3103535195448191
2030,AUS,0.3103535195448191
2031,AUS,0.3103535195448191
2032,AUS,0.3103535195448191
2033,AUS,0.3103535195448191
2034,AUS,0.3103535195448191
2035,AUS,0.3103535195448191
2036,AUS,0.3103535195448191
2037,AUS,0.3103535195448191
2038,AUS,0.3103535195448191
2039,AUS,0.3103535195448191
2040,AUS,0.3103535195448191
2041,AUS,0.3103535195448191
2042,AUS,0.3103535195448191
2043,AUS,0.3103535195448191
2044,AUS,0.3103535195448191
2045,AUS,0.3103535195448191
2046,AUS,0.3103535195448191
2047,AUS,0.3103535195448191
2048,AUS,0.3103535195448191
2049,AUS,0.3103535195448191
2050,AUS,0.3103535195448191
2021,AUT,0.2018315023028527
2022,AUT,0.2018315023028527
2023,AUT,0.2018315023028527
2024,AUT,0.2018315023028527
2025,AUT,0.2018315023028527
2026,AUT,0.2018315023028527
2027,AUT,0.2018315023028527
2028,AUT,0.2018315023028527
2029,AUT,0.2018315023028527
2030,AUT,0.2018315023028527
2031,AUT,0.2018315023028527
2032,AUT,0.2018315023028527
2033,AUT,0.2018315023028527
2034,AUT,0.2018315023028527
2035,AUT,0.2018315023028527
2036,AUT,0.2018315023028527
2037,AUT,0.2018315023028527
2038,AUT,0.2018315023028527
2039,AUT,0.2018315023028527
2040,AUT,0.2018315023028527
2041,AUT,0.2018315023028527
2042,AUT,0.2018315023028527
2043,AUT,0.2018315023028527
2044,AUT,0.2018315023028527
2045,AUT,0.2018315023028527
2046,AUT,0.2018315023028527
2047,AUT,0.2018315023028527
2048,AUT,0.2018315023028527
2049,AUT,0.2018315023028527
2050,AUT,0.2018315023028527
2021,AZE,0.0
2022,AZE,0.0
2023,AZE,0.0
2024,AZE,0.0
2025,AZE,0.0
2026,AZE,0.0
2027,AZE,0.0
2028,AZE,0.0
2029,AZE,0.0
2030,AZE,0.0
2031,AZE,0.0
2032,AZE,0.0
2033,AZE,0.0
2034,AZE,0.0
2035,AZE,0.0
2036,AZE,0.0
2037,AZE,0.0
2038,AZE,0.0
2039,AZE,0.0
2040,AZE,0.0
2041,AZE,0.0
2042,AZE,0.0
2043,AZE,0.0
2044,AZE,0.0
2045,AZE,0.0
2046,AZE,0.0
2047,AZE,0.0
2048,AZE,0.0
2049,AZE,0.0
2050,AZE,0.0
2021,BDI,0.4799582212924206
2022,BDI,0.4799582212924206
2023,BDI,0.4799582212924206
2024,BDI,0.4799582212924206
2025,BDI,0.4799582212924206
2026,BDI,0.4799582212924206
2027,BDI,0.4799582212924206
2028,BDI,0.4799582212924206
2029,BDI,0.4799582212924206
2030,BDI,0.4799582212924206
2031,BDI,0.4799582212924206
2032,BDI,0.4799582212924206
2033,BDI,0.4799582212924206
2034,BDI,0.4799582212924206
2035,BDI,0.4799582212924206
2036,BDI,0.4799582212924206
2037,BDI,0.4799582212924206
2038,BDI,0.4799582212924206
2039,BDI,0.4799582212924206
2040,BDI,0.4799582212924206
2041,BDI,0.4799582212924206
2042,BDI,0.4799582212924206
2043,BDI,0.4799582212924206
2044,BDI,0.4799582212924206
2045,BDI,0.4799582212924206
2046,BDI,0.4799582212924206
2047,BDI,0.4799582212924206
2048,BDI,0.4799582212924206
2049,BDI,0.4799582212924206
2050,BDI,0.4799582212924206
2021,BEL,0.1591820458076305
2022,BEL,0.1591820458076305
2023,BEL,0.1591820458076305
2024,BEL,0.1591820458076305
2025,BEL,0.1591820458076305
2026,BEL,0.1591820458076305
2027,BEL,0.1591820458076305
2028,BEL,0.1591820458076305
2029,BEL,0.1591820458076305
2030,BEL,0.1591820458076305
2031,BEL,0.1591820458076305
2032,BEL,0.1591820458076305
2033,BEL,0.1591820458076305
2034,BEL,0.1591820458076305
2035,BEL,0.1591820458076305
2036,BEL,0.1591820458076305
2037,BEL,0.1591820458076305
2038,BEL,0.1591820458076305
2039,BEL,0.1591820458076305
2040,BEL,0.1591820458076305
2041,BEL,0.1591820458076305
2042,BEL,0.1591820458076305
2043,BEL,0.1591820458076305
2044,BEL,0.1591820458076305
2045,BEL,0.1591820458076305
2046,BEL,0.1591820458076305
2047,BEL,0.1591820458076305
2048,BEL,0.1591820458076305
2049,BEL,0.1591820458076305
2050,BEL,0.1591820458076305
2021,BEN,0.3761125353154828
2022,BEN,0.3761125353154828
2023,BEN,0.3761125353154828
2024,BEN,0.3761125353154828
2025,BEN,0.3761125353154828
2026,BEN,0.3761125353154828
2027,BEN,0.3761125353154828
2028,BEN,0.3761125353154828
2029,BEN,0.3761125353154828
2030,BEN,0.3761125353154828
2031,BEN,0.3761125353154828
2032,BEN,0.3761125353154828
2033,BEN,0.3761125353154828
2034,BEN,0.3761125353154828
2035,BEN,0.3761125353154828
2036,BEN,0.3761125353154828
2037,BEN,0.3761125353154828
2038,BEN,0.3761125353154828
2039,BEN,0.3761125353154828
2040,BEN,0.3761125353154828
2041,BEN,0.3761125353154828
2042,BEN,0.3761125353154828
2043,BEN,0.3761125353154828
2044,BEN,0.3761125353154828
2045,BEN,0.3761125353154828
2046,BEN,0.3761125353154828
2047,BEN,0.3761125353154828
2048,BEN,0.3761125353154828
2049,BEN,0.3761125353154828
2050,BEN,0.3761125353154828
2021,BFA,0.3157851723949891
2022,BFA,0.3157851723949891
2023,BFA,0.3157851723949891
2024,BFA,0.3157851723949891
2025,BFA,0.3157851723949891
2026,BFA,0.3157851723949891
2027,BFA,0.3157851723949891
2028,BFA,0.3157851723949891
2029,BFA,0.3157851723949891
2030,BFA,0.3157851723949891
2031,BFA,0.3157851723949891
2032,BFA,0.3157851723949891
2033,BFA,0.3157851723949891
2034,BFA,0.3157851723949891
2035,BFA,0.3157851723949891
2036,BFA,0.3157851723949891
2037,BFA,0.3157851723949891
2038,BFA,0.3157851723949891
2039,BFA,0.3157851723949891
2040,BFA,0.3157851723949891
2041,BFA,0.3157851723949891
2042,BFA,0.3157851723949891
2043,BFA,0.3157851723949891
2044,BFA,0.3157851723949891
2045,BFA,0.3157851723949891
2046,BFA,0.3157851723949891
2047,BFA,0.3157851723949891
2048,BFA,0.3157851723949891
2049,BFA,0.3157851723949891
2050,BFA,0.3157851723949891
2021,BGD,0.0595249372454331
2022,BGD,0.0595249372454331
2023,BGD,0.0595249372454331
2024,BGD,0.0595249372454331
2025,BGD,0.0595249372454331
2026,BGD,0.0595249372454331
2027,BGD,0.0595249372454331
2028,BGD,0.0595249372454331
2029,BGD,0.0595249372454331
2030,BGD,0.0595249372454331
2031,BGD,0.0595249372454331
2032,BGD,0.0595249372454331
2033,BGD,0.0595249372454331
2034,BGD,0.0595249372454331
2035,BGD,0.0595249372454331
2036,BGD,0.0595249372454331
2037,BGD,0.0595249372454331
2038,BGD,0.0595249372454331
2039,BGD,0.0595249372454331
2040,BGD,0.0595249372454331
2041,BGD,0.0595249372454331
2042,BGD,0.0595249372454331
2043,BGD,0.0595249372454331
2044,BGD,0.0595249372454331
2045,BGD,0.0595249372454331
2046,BGD,0.0595249372454331
2047,BGD,0.0595249372454331
2048,BGD,0.0595249372454331
2049,BGD,0.0595249372454331
2050,BGD,0.0595249372454331
2021,BGR,2.8796891527309163
2022,BGR,2.8796891527309163
2023,BGR,2.8796891527309163
2024,BGR,2.8796891527309163
2025,BGR,2.8796891527309163
2026,BGR,2.8796891527309163
2027,BGR,2.8796891527309163
2028,BGR,2.8796891527309163
2029,BGR,2.8796891527309163
2030,BGR,2.8796891527309163
2031,BGR,2.8796891527309163
2032,BGR,2.8796891527309163
2033,BGR,2.8796891527309163
2034,BGR,2.8796891527309163
2035,BGR,2.8796891527309163
2036,BGR,2.8796891527309163
2037,BGR,2.8796891527309163
2038,BGR,2.8796891527309163
2039,BGR,2.8796891527309163
2040,BGR,2.8796891527309163
2041,BGR,2.8796891527309163
2042,BGR,2.8796891527309163
2043,BGR,2.8796891527309163
2044,BGR,2.8796891527309163
2045,BGR,2.8796891527309163
2046,BGR,2.8796891527309163
2047,BGR,2.8796891527309163
2048,BGR,2.8796891527309163
2049,BGR,2.8796891527309163
2050,BGR,2.8796891527309163
2021,BHR,0.361852547863075
2022,BHR,0.361852547863075
2023,BHR,0.361852547863075
2024,BHR,0.361852547863075
2025,BHR,0.361852547863075
2026,BHR,0.361852547863075
2027,BHR,0.361852547863075
2028,BHR,0.361852547863075
2029,BHR,0.361852547863075
2030,BHR,0.361852547863075
2031,BHR,0.361852547863075
2032,BHR,0.361852547863075
2033,BHR,0.361852547863075
2034,BHR,0.361852547863075
2035,BHR,0.361852547863075
2036,BHR,0.361852547863075
2037,BHR,0.361852547863075
2038,BHR,0.361852547863075
2039,BHR,0.361852547863075
2040,BHR,0.361852547863075
2041,BHR,0.361852547863075
2042,BHR,0.361852547863075
2043,BHR,0.361852547863075
2044,BHR,0.361852547863075
2045,BHR,0.361852547863075
2046,BHR,0.361852547863075
2047,BHR,0.361852547863075
2048,BHR,0.361852547863075
2049,BHR,0.361852547863075
2050,BHR,0.361852547863075
2021,BHS,0.0
2022,BHS,0.0
2023,BHS,0.0
2024,BHS,0.0
2025,BHS,0.0
2026,BHS,0.0
2027,BHS,0.0
2028,BHS,0.0
2029,BHS,0.0
2030,BHS,0.0
2031,BHS,0.0
2032,BHS,0.0
2033,BHS,0.0
2034,BHS,0.0
2035,BHS,0.0
2036,BHS,0.0
2037,BHS,0.0
2038,BHS,0.0
2039,BHS,0.0
2040,BHS,0.0
2041,BHS,0.0
2042,BHS,0.0
2043,BHS,0.0
2044,BHS,0.0
2045,BHS,0.0
2046,BHS,0.0
2047,BHS,0.0
2048,BHS,0.0
2049,BHS,0.0
2050,BHS,0.0
2021,BIH,0.0
2022,BIH,0.0
2023,BIH,0.0
2024,BIH,0.0
2025,BIH,0.0
2026,BIH,0.0
2027,BIH,0.0
2028,BIH,0.0
2029,BIH,0.0
2030,BIH,0.0
2031,BIH,0.0
2032,BIH,0.0
2033,BIH,0.0
2034,BIH,0.0
2035,BIH,0.0
2036,BIH,0.0
2037,BIH,0.0
2038,BIH,0.0
2039,BIH,0.0
2040,BIH,0.0
2041,BIH,0.0
2042,BIH,0.0
2043,BIH,0.0
2044,BIH,0.0
2045,BIH,0.0
2046,BIH,0.0
2047,BIH,0.0
2048,BIH,0.0
2049,BIH,0.0
2050,BIH,0.0
2021,BLR,0.0
2022,BLR,0.0
2023,BLR,0.0
2024,BLR,0.0
2025,BLR,0.0
2026,BLR,0.0
2027,BLR,0.0
2028,BLR,0.0
2029,BLR,0.0
2030,BLR,0.0
2031,BLR,0.0
2032,BLR,0.0
2033,BLR,0.0
2034,BLR,0.0
2035,BLR,0.0
2036,BLR,0.0
2037,BLR,0.0
2038,BLR,0.0
2039,BLR,0.0
2040,BLR,0.0
2041,BLR,0.0
2042,BLR,0.0
2043,BLR,0.0
2044,BLR,0.0
2045,BLR,0.0
2046,BLR,0.0
2047,BLR,0.0
2048,BLR,0.0
2049,BLR,0.0
2050,BLR,0.0
2021,BLZ,0.0
2022,BLZ,0.0
2023,BLZ,0.0
2024,BLZ,0.0
2025,BLZ,0.0
2026,BLZ,0.0
2027,BLZ,0.0
2028,BLZ,0.0
2029,BLZ,0.0
2030,BLZ,0.0
2031,BLZ,0.0
2032,BLZ,0.0
2033,BLZ,0.0
2034,BLZ,0.0
2035,BLZ,0.0
2036,BLZ,0.0
2037,BLZ,0.0
2038,BLZ,0.0
2039,BLZ,0.0
2040,BLZ,0.0
2041,BLZ,0.0
2042,BLZ,0.0
2043,BLZ,0.0
2044,BLZ,0.0
2045,BLZ,0.0
2046,BLZ,0.0
2047,BLZ,0.0
2048,BLZ,0.0
2049,BLZ,0.0
2050,BLZ,0.0
2021,BMU,0.0
2022,BMU,0.0
2023,BMU,0.0
2024,BMU,0.0
2025,BMU,0.0
2026,BMU,0.0
2027,BMU,0.0
2028,BMU,0.0
2029,BMU,0.0
2030,BMU,0.0
2031,BMU,0.0
2032,BMU,0.0
2033,BMU,0.0
2034,BMU,0.0
2035,BMU,0.0
2036,BMU,0.0
2037,BMU,0.0
2038,BMU,0.0
2039,BMU,0.0
2040,BMU,0.0
2041,BMU,0.0
2042,BMU,0.0
2043,BMU,0.0
2044,BMU,0.0
2045,BMU,0.0
2046,BMU,0.0
2047,BMU,0.0
2048,BMU,0.0
2049,BMU,0.0
2050,BMU,0.0
2021,BOL,0.0
2022,BOL,0.0
2023,BOL,0.0
2024,BOL,0.0
2025,BOL,0.0
2026,BOL,0.0
2027,BOL,0.0
2028,BOL,0.0
2029,BOL,0.0
2030,BOL,0.0
2031,BOL,0.0
2032,BOL,0.0
2033,BOL,0.0
2034,BOL,0.0
2035,BOL,0.0
2036,BOL,0.0
2037,BOL,0.0
2038,BOL,0.0
2039,BOL,0.0
2040,BOL,0.0
2041,BOL,0.0
2042,BOL,0.0
2043,BOL,0.0
2044,BOL,0.0
2045,BOL,0.0
2046,BOL,0.0
2047,BOL,0.0
2048,BOL,0.0
2049,BOL,0.0
2050,BOL,0.0
2021,BRA,0.0837292317551637
2022,BRA,0.0837292317551637
2023,BRA,0.0837292317551637
2024,BRA,0.0837292317551637
2025,BRA,0.0837292317551637
2026,BRA,0.0837292317551637
2027,BRA,0.0837292317551637
2028,BRA,0.0837292317551637
2029,BRA,0.0837292317551637
2030,BRA,0.0837292317551637
2031,BRA,0.0837292317551637
2032,BRA,0.0837292317551637
2033,BRA,0.0837292317551637
2034,BRA,0.0837292317551637
2035,BRA,0.0837292317551637
2036,BRA,0.0837292317551637
2037,BRA,0.0837292317551637
2038,BRA,0.0837292317551637
2039,BRA,0.0837292317551637
2040,BRA,0.0837292317551637
2041,BRA,0.0837292317551637
2042,BRA,0.0837292317551637
2043,BRA,0.0837292317551637
2044,BRA,0.0837292317551637
2045,BRA,0.0837292317551637
2046,BRA,0.0837292317551637
2047,BRA,0.0837292317551637
2048,BRA,0.0837292317551637
2049,BRA,0.0837292317551637
2050,BRA,0.0837292317551637
2021,BRB,0.0
2022,BRB,0.0
2023,BRB,0.0
2024,BRB,0.0
2025,BRB,0.0
2026,BRB,0.0
2027,BRB,0.0
2028,BRB,0.0
2029,BRB,0.0
2030,BRB,0.0
2031,BRB,0.0
2032,BRB,0.0
2033,BRB,0.0
2034,BRB,0.0
2035,BRB,0.0
2036,BRB,0.0
2037,BRB,0.0
2038,BRB,0.0
2039,BRB,0.0
2040,BRB,0.0
2041,BRB,0.0
2042,BRB,0.0
2043,BRB,0.0
2044,BRB,0.0
2045,BRB,0.0
2046,BRB,0.0
2047,BRB,0.0
2048,BRB,0.0
2049,BRB,0.0
2050,BRB,0.0
2021,BRN,0.098792487996599
2022,BRN,0.098792487996599
2023,BRN,0.098792487996599
2024,BRN,0.098792487996599
2025,BRN,0.098792487996599
2026,BRN,0.098792487996599
2027,BRN,0.098792487996599
2028,BRN,0.098792487996599
2029,BRN,0.098792487996599
2030,BRN,0.098792487996599
2031,BRN,0.098792487996599
2032,BRN,0.098792487996599
2033,BRN,0.098792487996599
2034,BRN,0.098792487996599
2035,BRN,0.098792487996599
2036,BRN,0.098792487996599
2037,BRN,0.098792487996599
2038,BRN,0.098792487996599
2039,BRN,0.098792487996599
2040,BRN,0.098792487996599
2041,BRN,0.098792487996599
2042,BRN,0.098792487996599
2043,BRN,0.098792487996599
2044,BRN,0.098792487996599
2045,BRN,0.098792487996599
2046,BRN,0.098792487996599
2047,BRN,0.098792487996599
2048,BRN,0.098792487996599
2049,BRN,0.098792487996599
2050,BRN,0.098792487996599
2021,BTN,0.0
2022,BTN,0.0
2023,BTN,0.0
2024,BTN,0.0
2025,BTN,0.0
2026,BTN,0.0
2027,BTN,0.0
2028,BTN,0.0
2029,BTN,0.0
2030,BTN,0.0
2031,BTN,0.0
2032,BTN,0.0
2033,BTN,0.0
2034,BTN,0.0
2035,BTN,0.0
2036,BTN,0.0
2037,BTN,0.0
2038,BTN,0.0
2039,BTN,0.0
2040,BTN,0.0
2041,BTN,0.0
2042,BTN,0.0
2043,BTN,0.0
2044,BTN,0.0
2045,BTN,0.0
2046,BTN,0.0
2047,BTN,0.0
2048,BTN,0.0
2049,BTN,0.0
2050,BTN,0.0
2021,BWA,0.0916500153238405
2022,BWA,0.0916500153238405
2023,BWA,0.0916500153238405
2024,BWA,0.0916500153238405
2025,BWA,0.0916500153238405
2026,BWA,0.0916500153238405
2027,BWA,0.0916500153238405
2028,BWA,0.0916500153238405
2029,BWA,0.0916500153238405
2030,BWA,0.0916500153238405
2031,BWA,0.0916500153238405
2032,BWA,0.0916500153238405
2033,BWA,0.0916500153238405
2034,BWA,0.0916500153238405
2035,BWA,0.0916500153238405
2036,BWA,0.0916500153238405
2037,BWA,0.0916500153238405
2038,BWA,0.0916500153238405
2039,BWA,0.0916500153238405
2040,BWA,0.0916500153238405
2041,BWA,0.0916500153238405
2042,BWA,0.0916500153238405
2043,BWA,0.0916500153238405
2044,BWA,0.0916500153238405
2045,BWA,0.0916500153238405
2046,BWA,0.0916500153238405
2047,BWA,0.0916500153238405
2048,BWA,0.0916500153238405
2049,BWA,0.0916500153238405
2050,BWA,0.0916500153238405
2021,CAF,0.87039376213976
2022,CAF,0.87039376213976
2023,CAF,0.87039376213976
2024,CAF,0.87039376213976
2025,CAF,0.87039376213976
2026,CAF,0.87039376213976
2027,CAF,0.87039376213976
2028,CAF,0.87039376213976
2029,CAF,0.87039376213976
2030,CAF,0.87039376213976
2031,CAF,0.87039376213976
2032,CAF,0.87039376213976
2033,CAF,0.87039376213976
2034,CAF,0.87039376213976
2035,CAF,0.87039376213976
2036,CAF,0.87039376213976
2037,CAF,0.87039376213976
2038,CAF,0.87039376213976
2039,CAF,0.87039376213976
2040,CAF,0.87039376213976
2041,CAF,0.87039376213976
2042,CAF,0.87039376213976
2043,CAF,0.87039376213976
2044,CAF,0.87039376213976
2045,CAF,0.87039376213976
2046,CAF,0.87039376213976
2047,CAF,0.87039376213976
2048,CAF,0.87039376213976
2049,CAF,0.87039376213976
2050,CAF,0.87039376213976
2021,CAN,0.2120456482695293
2022,CAN,0.2120456482695293
2023,CAN,0.2120456482695293
2024,CAN,0.2120456482695293
2025,CAN,0.2120456482695293
2026,CAN,0.2120456482695293
2027,CAN,0.2120456482695293
2028,CAN,0.2120456482695293
2029,CAN,0.2120456482695293
2030,CAN,0.2120456482695293
2031,CAN,0.2120456482695293
2032,CAN,0.2120456482695293
2033,CAN,0.2120456482695293
2034,CAN,0.2120456482695293
2035,CAN,0.2120456482695293
2036,CAN,0.2120456482695293
2037,CAN,0.2120456482695293
2038,CAN,0.2120456482695293
2039,CAN,0.2120456482695293
2040,CAN,0.2120456482695293
2041,CAN,0.2120456482695293
2042,CAN,0.2120456482695293
2043,CAN,0.2120456482695293
2044,CAN,0.2120456482695293
2045,CAN,0.2120456482695293
2046,CAN,0.2120456482695293
2047,CAN,0.2120456482695293
2048,CAN,0.2120456482695293
2049,CAN,0.2120456482695293
2050,CAN,0.2120456482695293
2021,CHE,0.1350059863404643
2022,CHE,0.1350059863404643
2023,CHE,0.1350059863404643
2024,CHE,0.1350059863404643
2025,CHE,0.1350059863404643
2026,CHE,0.1350059863404643
2027,CHE,0.1350059863404643
2028,CHE,0.1350059863404643
