Year,iso_code3,pij_lndu_forests_secondary_to_grasslands
2015,LA,0.0014584200344280754
2016,LA,0.00010631897630731579
2017,LA,0.0002677022923087052
2018,LA,0.00021471336204846337
2019,LA,0.0005112813953303917
