"iso_code3","frac_waso_recycled_metal","Year"
"LA",0.346,2010
"LA",0.346,2011
"LA",0.346,2012
"LA",0.346,2013
"LA",0.346,2014
"LA",0.346,2015
"LA",0.346,2016
"LA",0.346,2017
"LA",0.346,2018
"LA",0.346,2019
"LA",0.346,2020
