Year,iso_code3,pij_lndu_forests_primary_to_forests_mangroves
2015,LA,0.000734979375719714
2016,LA,0.0002579466286385141
2017,LA,0.000327472306093593
2018,LA,8.807423986826327e-05
2019,LA,0.0003517663719426884
