Year,frac_scoe_heat_energy_commercial_municipal_electricity,Iso_code3,Region
2015,0.6859670285484519,LA,louisiana
2016,0.6882853668423186,LA,louisiana
2017,0.6872174270448007,LA,louisiana
2018,0.6549980552314274,LA,louisiana
2019,0.6608210442407333,LA,louisiana
2020,0.6560755689136968,LA,louisiana
2021,0.6434271314573708,LA,louisiana
