Year,frac_trns_fuelmix_rail_passenger_diesel
2008,0.22198041349292708
2009,0.23134328358208955
2010,0.23358449946178683
2011,0.2328042328042328
2012,0.232409381663113
2013,0.23382045929018785
2014,0.23149113660062562
2015,0.48275862068965514
2016,0.4847826086956522
2017,0.49137931034482757
2018,0.48394004282655245
2019,0.47770700636942676
