Year,iso_code3,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
2013,CAN,0.1075504263625311
2014,CAN,0.1190496368090123
2015,CAN,0.1336984186897009
2016,CAN,0.1478420932409726
2017,CAN,0.1837113612376759
2018,CAN,0.2388446863014934
2019,CAN,0.2362675997126519
2020,CAN,0.2337455319831856
2010,CHE,0.0790390208299795
2011,CHE,0.0874323051103889
2012,CHE,0.0992443276632649
2013,CHE,0.105192690411638
2014,CHE,0.1129489138693162
2015,CHE,0.1175542993995996
2016,CHE,0.1203874884013261
2017,CHE,0.1335021545084698
2018,CHE,0.1426785543187863
2019,CHE,0.1410737645692937
2020,CHE,0.139504673328963
2010,CHL,0.1251717226952039
2011,CHL,0.3324913167496988
2012,CHL,0.3706834371698553
2013,CHL,0.2535176673491148
2014,CHL,0.2918153811192452
2015,CHL,0.3271119957970466
2016,CHL,0.3687597267451733
2017,CHL,0.4879998632553719
2018,CHL,0.6040835789803423
2019,CHL,0.5961926335503306
2020,CHL,0.588505183583923
2010,CHN,0.5937772158383308
2011,CHN,0.7392928813982721
2012,CHN,0.8509093425766538
2013,CHN,0.9690094160544216
2014,CHN,1.017855483133025
2015,CHN,1.0653849360697667
2016,CHN,1.1175752968141093
2017,CHN,1.1873316234592153
2018,CHN,1.2490387632036075
2019,CHN,1.180906335211018
2020,CHN,1.1198223877427402
2010,CIV,0.6583904400432151
2011,CIV,0.4864875410800757
2012,CIV,0.3468354159039598
2013,CIV,0.3232922859394836
2014,CIV,0.4134744628393954
2015,CIV,0.5034043271151873
2016,CIV,0.4693928576294828
2017,CIV,0.4396863604348556
2018,CIV,0.4135161369983276
2019,CIV,0.3902862201644294
2020,CIV,0.3695274374432489
2010,CMR,0.7154644095570973
2011,CMR,0.5295479461377558
2012,CMR,0.3781133744767336
2013,CMR,0.3529418102471509
2014,CMR,0.4519771481493481
2015,CMR,0.5509362293933551
2016,CMR,0.53223427261336
2017,CMR,0.5147603345859363
2018,CMR,0.4983973077811421
2019,CMR,0.4830425162214078
2020,CMR,0.46860555886282
2010,COD,1.1358603246430206
2011,COD,0.8123331519140141
2012,COD,0.5626816352260059
2013,COD,0.5111977082753489
2014,COD,0.6389330717213325
2015,COD,0.7619413036407183
2016,COD,0.731909617540471
2017,COD,0.7041555398478507
2018,COD,0.6784294354107685
2019,COD,0.6545168645916088
2020,COD,0.6322325917757277
2010,COG,0.2044183859941936
2011,COG,0.1525081198247344
2012,COG,0.1096962151603613
2013,COG,0.1030888701208329
2014,COG,0.1328460594389579
2015,COG,0.162878672843632
2016,COG,0.1696165698785466
2017,COG,0.1769359838966832
2018,COG,0.1849155921281426
2019,COG,0.1936489351302121
2020,COG,0.2032481006583322
2010,COL,0.1850885155107021
2011,COL,0.1371831012943527
2012,COL,0.0980776133947447
2013,COL,0.091655468148912
2014,COL,0.1175004151328221
2015,COL,0.1433694498892063
2016,COL,0.1414492133742434
2017,COL,0.1395797348774807
2018,COL,0.1377590281048277
2019,COL,0.1359852090662342
2020,COL,0.1342564895729605
2010,COM,0.0
2011,COM,0.0
2012,COM,0.0
2013,COM,0.0
2014,COM,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2019,COM,0.0
2020,COM,0.0
2010,CPV,0.0
2011,CPV,0.0
2012,CPV,0.0
2013,CPV,0.0
2014,CPV,0.0
2015,CPV,0.0
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2019,CPV,0.0
2020,CPV,0.0
2010,CRI,0.0925790615167148
2011,CRI,0.0687677392502584
2012,CRI,0.0492637035468759
2013,CRI,0.046123252350133
2014,CRI,0.0592303463778338
2015,CRI,0.0723853524196991
2016,CRI,0.0708967561316236
2017,CRI,0.0694681517337241
2018,CRI,0.0680959842622569
2019,CRI,0.06677697419016
2020,CRI,0.0655080912580845
2010,CUB,0.0500268380238627
2011,CUB,0.0377604052416132
2012,CUB,0.0274589294154463
2013,CUB,0.026071651409815
2014,CUB,0.0339243148367278
2015,CUB,0.0419754468681234
2016,CUB,0.0418511306867601
2017,CUB,0.0417275486906666
2018,CUB,0.0416046943950758
2019,CUB,0.0414825613913659
2020,CUB,0.0413611433459467
2010,CUW,0.0
2011,CUW,0.0
2012,CUW,0.0
2013,CUW,0.0
2014,CUW,0.0
2015,CUW,0.0
2016,CUW,0.0
2017,CUW,0.0
2018,CUW,0.0
2019,CUW,0.0
2020,CUW,0.0
2010,CYM,0.0500268380238627
2011,CYM,0.0377604052416132
2012,CYM,0.0274589294154463
2013,CYM,0.026071651409815
2014,CYM,0.0339243148367278
2015,CYM,0.0419754468681234
2016,CYM,0.0418511306867601
2017,CYM,0.0417275486906666
2018,CYM,0.0416046943950758
2019,CYM,0.0414825613913659
2020,CYM,0.0413611433459467
2010,CYP,0.7693954535396363
2011,CYP,0.9483206553958622
2012,CYP,0.980036053736948
2013,CYP,1.0097970519249544
2014,CYP,1.0384105988773649
2015,CYP,1.0659446009700086
2016,CYP,1.1143279080776567
2017,CYP,1.130011667280867
2018,CYP,1.1428548601916384
2019,CYP,1.1137120735985824
2020,CYP,1.086018610752444
2010,CZE,0.6776415712859604
2011,CZE,0.7907526228513176
2012,CZE,0.8151677950329218
2013,CZE,0.8656662147049794
2014,CZE,0.9152399767450908
2015,CZE,0.967860319109442
2016,CZE,1.1836422755391005
2017,CZE,1.3703892266509408
2018,CZE,1.5614175523466685
2019,CZE,1.5259622653625229
2020,CZE,1.4920814022700817
2010,DEU,0.0396073290498606
2011,DEU,0.0442976919155401
2012,DEU,0.0496211695751854
2013,DEU,0.0546412195842739
2014,DEU,0.0598619242185514
2015,DEU,0.0657552446924188
2016,DEU,0.0727692412493063
2017,DEU,0.0810445415781212
2018,DEU,0.0895076782704952
2019,DEU,0.0886882645784278
2020,DEU,0.0878837177172116
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.0
2011,DMA,0.0
2012,DMA,0.0
2013,DMA,0.0
2014,DMA,0.0
2015,DMA,0.0
2016,DMA,0.0
2017,DMA,0.0
2018,DMA,0.0
2019,DMA,0.0
2020,DMA,0.0
2010,DNK,0.0550951733033334
2011,DNK,0.0510021004483091
2012,DNK,0.0500948605214579
2013,DNK,0.0545894377534794
2014,DNK,0.0523122392671775
2015,DNK,0.0533144078264783
2016,DNK,0.0653022911233268
2017,DNK,0.0671789487733287
2018,DNK,0.0664797846029214
2019,DNK,0.0654332300793471
2020,DNK,0.0644191155306029
2010,DOM,0.1853197573321049
2011,DOM,0.1359317305616927
2012,DOM,0.0962693968680337
2013,DOM,0.0891946574919917
2014,DOM,0.1134486885413229
2015,DOM,0.1374278971984066
2016,DOM,0.1313695254270627
2017,DOM,0.1258227547835946
2018,DOM,0.120725407115393
2019,DOM,0.1160249878449535
2020,DOM,0.1116768714766286
2010,DZA,0.0791778797683102
2011,DZA,0.058463123543737
2012,DZA,0.0416534998350842
2013,DZA,0.0388030149628591
2014,DZA,0.0496000507150678
2015,DZA,0.0603576660178736
2016,DZA,0.0596878162340908
2017,DZA,0.0590326712511487
2018,DZA,0.0583917521179169
2019,DZA,0.0577646004598009
2020,DZA,0.0571507773854813
2010,ECU,0.0694514474518542
2011,ECU,0.0526411859573295
2012,ECU,0.0384324412327884
2013,ECU,0.0366293098587781
2014,ECU,0.0478346953789252
2015,ECU,0.0593922657360126
2016,ECU,0.0595762164716988
2017,ECU,0.0597613102182326
2018,ECU,0.0599475576622699
2019,ECU,0.0601349696241035
2020,ECU,0.0603235570597593
2010,EGY,0.2644141003044719
2011,EGY,0.1919456421095251
2012,EGY,0.1346909911053693
2013,EGY,0.1237661737361636
2014,EGY,0.1562544793279625
2015,EGY,0.1880113146284698
2016,EGY,0.1793256050309646
2017,EGY,0.1714069792417586
2018,EGY,0.1641581165113644
2019,EGY,0.1574974910342729
2020,EGY,0.1513562925384324
2010,ERI,0.0
2011,ERI,0.0
2012,ERI,0.0
2013,ERI,0.0
2014,ERI,0.0
2015,ERI,0.0
2016,ERI,0.0
2017,ERI,0.0
2018,ERI,0.0
2019,ERI,0.0
2020,ERI,0.0
2010,ESP,0.4007221242633821
2011,ESP,0.4076486600553982
2012,ESP,0.4492966586684919
2013,ESP,0.464102710826421
2014,ESP,0.4392079656220822
2015,ESP,0.3116921363375878
2016,ESP,0.2948970110147916
2017,ESP,0.2854659572695048
2018,ESP,0.2229402538257814
2019,ESP,0.2206668374047473
2020,ESP,0.2184393189278102
2010,EST,0.1422258614479442
2011,EST,0.153713193869287
2012,EST,0.163228654473631
2013,EST,0.1928246501004812
2014,EST,0.1985677701452787
2015,EST,0.2150524578755326
2016,EST,0.2250248947487886
2017,EST,0.2335207684356187
2018,EST,0.2677340654590439
2019,EST,0.2601233004536746
2020,EST,0.2529332714677123
2010,ETH,0.0
2011,ETH,0.0
2012,ETH,0.0
2013,ETH,0.0
2014,ETH,0.0
2015,ETH,0.0
2016,ETH,0.0
2017,ETH,0.0
2018,ETH,0.0
2019,ETH,0.0
2020,ETH,0.0
2010,FIN,0.0950827481556079
2011,FIN,0.1003820031517533
2012,FIN,0.1012296483308315
2013,FIN,0.1004996108402083
2014,FIN,0.0990593100824403
2015,FIN,0.1003927410495418
2016,FIN,0.1135767590458214
2017,FIN,0.1255684663643193
2018,FIN,0.1472788290657554
2019,FIN,0.1455093843697316
2020,FIN,0.143781952029212
2010,FJI,0.4953380443685172
2011,FJI,0.3718857588089102
2012,FJI,0.2690675976081961
2013,FJI,0.2542554180426358
2014,FJI,0.32934166611165
2015,FJI,0.4057571940698562
2016,FJI,0.40319822617941
2017,FJI,0.4006713330255252
2018,FJI,0.3981759153150226
2019,FJI,0.3957113885921252
2020,FJI,0.393277182782099
2010,FRA,0.188351820163651
2011,FRA,0.2028792397793702
2012,FRA,0.2145314765699517
2013,FRA,0.2276174287805727
2014,FRA,0.2455072227246924
2015,FRA,0.2622013237555052
2016,FRA,0.2836519543228239
2017,FRA,0.3040876448490238
2018,FRA,0.3334189051781791
2019,FRA,0.3315234430793932
2020,FRA,0.3296494102834858
2010,FRO,0.0083797137954081
2011,FRO,0.0075565757028819
2012,FRO,0.0096175070838293
2013,FRO,0.0079003599866981
2014,FRO,0.0090238519796997
2015,FRO,0.0125475704366703
2016,FRO,0.0216696469774902
2017,FRO,0.0238730520806438
2018,FRO,0.0336362991991625
2019,FRO,0.0328275983364193
2020,FRO,0.032056870885447
2010,FSM,0.0
2011,FSM,0.0
2012,FSM,0.0
2013,FSM,0.0
2014,FSM,0.0
2015,FSM,0.0
2016,FSM,0.0
2017,FSM,0.0
2018,FSM,0.0
2019,FSM,0.0
2020,FSM,0.0
2010,GAB,0.4564902032239428
2011,GAB,0.3336146168119827
2012,GAB,0.2355013392448765
2013,GAB,0.2175536705540624
2014,GAB,0.2759756520535906
2015,GAB,0.3334991914377158
2016,GAB,0.3280963903685331
2017,GAB,0.322865853021834
2018,GAB,0.3177994699552751
2019,GAB,0.312889632873236
2020,GAB,0.3081291965035189
2010,GBR,0.1141507381429824
2011,GBR,0.1262932122048759
2012,GBR,0.1406514917790098
2013,GBR,0.1540085252322534
2014,GBR,0.1641376488022821
2015,GBR,0.1713193527819535
2016,GBR,0.187161858854332
2017,GBR,0.2034611491772422
2018,GBR,0.2165711125379171
2019,GBR,0.215129957638716
2020,GBR,0.2137078560475504
2010,GEO,0.3775388218316419
2011,GEO,0.9738497685748412
2012,GEO,2.056301508572804
2013,GEO,1.4818140783256653
2014,GEO,1.570372838441468
2015,GEO,1.6009354785312395
2016,GEO,1.6145717574217782
2017,GEO,1.7570510509429274
2018,GEO,1.7550511521715546
2019,GEO,1.7006507235830357
2020,GEO,1.649521348679602
2010,GHA,0.5219405533456066
2011,GHA,0.37618933618217
2012,GHA,0.2623298426271786
2013,GHA,0.2397244469264343
2014,GHA,0.3011694162938343
2015,GHA,0.3607904379061915
2016,GHA,0.3423802416776692
2017,GHA,0.325757676031285
2018,GHA,0.3106744280895612
2019,GHA,0.2969261393764396
2020,GHA,0.2843430923849961
2010,GIB,0.1238450354804667
2011,GIB,0.0906793041749471
2012,GIB,0.0641188203108311
2013,GIB,0.0593217455871956
2014,GIB,0.0753547448536062
2015,GIB,0.0911743216356997
2016,GIB,0.0894559746670387
2017,GIB,0.0878012003430022
2018,GIB,0.0862065348007245
2019,GIB,0.0846687613343061
2020,GIB,0.0831848887369177
2010,GIN,0.6677529403328988
2011,GIN,0.4962511352549059
2012,GIN,0.3556644833772656
2013,GIN,0.3331308688017825
2014,GIN,0.4279643634185001
2015,GIN,0.52320302169961
2016,GIN,0.4875322943318705
2017,GIN,0.4564150132230293
2018,GIN,0.429031602648195
2019,GIN,0.404748041671148
2020,GIN,0.3830661643837004
2010,GMB,0.0
2011,GMB,0.0
2012,GMB,0.0
2013,GMB,0.0
2014,GMB,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2019,GMB,0.0
2020,GMB,0.0
2010,GNB,0.0
2011,GNB,0.0
2012,GNB,0.0
2013,GNB,0.0
2014,GNB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2019,GNB,0.0
2020,GNB,0.0
2010,GNQ,0.0923993707712624
2011,GNQ,0.0690882114652243
2012,GNQ,0.0497962480407102
2013,GNQ,0.0468867875040393
2014,GNQ,0.060529416221626
2015,GNQ,0.0743380867991188
2016,GNQ,0.0782925096432771
2017,GNQ,0.0826912816205072
2018,GNQ,0.0876137568375195
2019,GNQ,0.0931593806762653
2020,GNQ,0.0994544779741265
2010,GRC,0.6808776735740992
2011,GRC,0.8349745013038187
2012,GRC,1.0470472515162377
2013,GRC,1.4056285388298668
2014,GRC,1.5265192037419633
2015,GRC,1.542198645161788
2016,GRC,1.7095998265096448
2017,GRC,1.6401070804140208
2018,GRC,1.6622218358069765
2019,GRC,1.6581547648639432
2020,GRC,1.654107547700154
2010,GRD,0.0
2011,GRD,0.0
2012,GRD,0.0
2013,GRD,0.0
2014,GRD,0.0
2015,GRD,0.0
2016,GRD,0.0
2017,GRD,0.0
2018,GRD,0.0
2019,GRD,0.0
2020,GRD,0.0
2010,GRL,0.0083797137954081
2011,GRL,0.0075565757028819
2012,GRL,0.0096175070838293
2013,GRL,0.0079003599866981
2014,GRL,0.0090238519796997
2015,GRL,0.0125475704366703
2016,GRL,0.0216696469774902
2017,GRL,0.0238730520806438
2018,GRL,0.0336362991991625
2019,GRL,0.0328275983364193
2020,GRL,0.032056870885447
2010,GTM,0.0352024079548657
2011,GTM,0.026448413295675
2012,GTM,0.0191492286768848
2013,GTM,0.0181068295961948
2014,GTM,0.023468506159827
2015,GTM,0.0289305606789931
2016,GTM,0.0281095230540972
2017,GTM,0.0273338008287042
2018,GTM,0.0265997431254675
2019,GTM,0.0259040809921007
2020,GTM,0.0252438787318673
2010,GUM,0.1658986043867928
2011,GUM,0.1230852147765193
2012,GUM,0.0880806493651925
2013,GUM,0.0823838436458348
2014,GUM,0.1056981899606577
2015,GUM,0.1290636152367691
2016,GUM,0.1228164152258748
2017,GUM,0.1171460723997472
2018,GUM,0.111976213643002
2019,GUM,0.1072433779185305
2020,GUM,0.1028943981866532
2010,GUY,0.0
2011,GUY,0.0
2012,GUY,0.0
2013,GUY,0.0
2014,GUY,0.0
2015,GUY,0.0
2016,GUY,0.0
2017,GUY,0.0
2018,GUY,0.0
2019,GUY,0.0
2020,GUY,0.0
2010,HKG,0.0
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2020,HKG,0.0
2010,HND,0.2031700640127385
2011,HND,0.1506095456579358
2012,HND,0.1076929977343773
2013,HND,0.1006552217399498
2014,HND,0.1290544901514492
2015,HND,0.1574859776393426
2016,HND,0.1534646419511169
2017,HND,0.1496435589992439
2018,HND,0.1460081340266197
2019,HND,0.1425451568924285
2020,HND,0.139242641676782
2010,HRV,0.1595751767490766
2011,HRV,0.162508250081319
2012,HRV,0.1630215323883047
2013,HRV,0.2793712561990903
2014,HRV,0.2785238832950896
2015,HRV,0.2822783565427127
2016,HRV,0.2843219181930539
2017,HRV,0.2871089411960859
2018,HRV,0.2895650814225673
2019,HRV,0.2850557015776349
2020,HRV,0.280684616683568
2010,HTI,0.0
2011,HTI,0.0
2012,HTI,0.0
2013,HTI,0.0
2014,HTI,0.0
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2019,HTI,0.0
2020,HTI,0.0
2010,HUN,0.0797836907909134
2011,HUN,0.0904165114748025
2012,HUN,0.0802468129086425
2013,HUN,0.120645744232661
2014,HUN,0.1633159055047931
2015,HUN,0.2128600205421149
2016,HUN,0.2383671204162841
2017,HUN,0.3124412234961503
2018,HUN,0.3916411704807438
2019,HUN,0.3809191554459872
2020,HUN,0.3707685724435039
2010,IDN,0.1272435986423414
2011,IDN,0.0920524207740189
2012,IDN,0.0643996727148144
2013,IDN,0.0590182362669219
2014,IDN,0.0743330978186828
2015,IDN,0.0892495456700704
2016,IDN,0.085237411628947
2017,IDN,0.0815704830272664
2018,IDN,0.0782060450651866
2019,IDN,0.0751081510091665
2020,IDN,0.0722463327862746
2010,IMN,0.145703960512563
2011,IMN,0.1290054740112992
2012,IMN,0.1312668069680621
2013,IMN,0.1486405742471613
2014,IMN,0.1972862026302199
2015,IMN,0.224701699156277
2016,IMN,0.2574829204137646
2017,IMN,0.2901304586162492
2018,IMN,0.2859409561292029
2019,IMN,0.2693060679747767
2020,IMN,0.2545002716605495
2010,IND,0.0
2011,IND,0.0
2012,IND,0.0
