iso_code3,Region,Year,frac_inen_energy_wood_furnace_gas
LA,louisiana,2021,0.0239566179820864
LA,louisiana,2022,0.0241799490708018
LA,louisiana,2023,0.024312672071959
LA,louisiana,2024,0.0241606677860908
LA,louisiana,2025,0.0238452768631031
LA,louisiana,2026,0.0234967758905843
LA,louisiana,2027,0.0231836411551268
LA,louisiana,2028,0.0229192852184447
LA,louisiana,2029,0.022689969762214
LA,louisiana,2030,0.0224767493859492
LA,louisiana,2031,0.0222664034276897
LA,louisiana,2032,0.0220556351122381
LA,louisiana,2033,0.021844733341608
LA,louisiana,2034,0.0216359510422954
LA,louisiana,2035,0.0214314090899521
LA,louisiana,2036,0.0212322764105735
LA,louisiana,2037,0.0210388093506826
LA,louisiana,2038,0.0208507310754923
LA,louisiana,2039,0.0206675995642475
LA,louisiana,2040,0.0204890241172272
LA,louisiana,2041,0.0203147336585233
LA,louisiana,2042,0.0201445575486021
LA,louisiana,2043,0.0199783787343652
LA,louisiana,2044,0.0198160946957715
LA,louisiana,2045,0.0196575974612984
LA,louisiana,2046,0.0195027695600128
LA,louisiana,2047,0.019351488159892
LA,louisiana,2048,0.0192036308834436
LA,louisiana,2049,0.0190590799306688
LA,louisiana,2050,0.0189177237908224
