Year,frac_trns_fuelmix_public_diesel
2008,0.8587881822734101
2009,0.8475
2010,0.8528638991066738
2011,0.8529562982005142
2012,0.8563563563563564
2013,0.8506366307541626
2014,0.8438409311348206
2015,0.8431179082387765
2016,0.8397094430992735
2017,0.8397639582387653
2018,0.8389380530973453
2019,0.8324396782841823
