Year,iso_code3,pij_lndu_forests_mangroves_to_forests_mangroves
2015,LA,0.9922286580556857
2016,LA,0.991747794580913
2017,LA,0.9923283614005046
2018,LA,0.9915315480217499
2019,LA,0.9919511528521132
