iso_code3,Region,Year,nemomod_entc_residual_capacity_pp_gas_gw
LA,louisiana,2015,10.435
LA,louisiana,2016,10.4734
LA,louisiana,2017,10.4734
LA,louisiana,2018,10.389299999999999
LA,louisiana,2019,11.389299999999999
LA,louisiana,2020,11.363299999999999
LA,louisiana,2021,11.363299999999999
LA,louisiana,2022,10.733699999999999
LA,louisiana,2023,10.733699999999999
LA,louisiana,2024,10.710199999999999
