"Year","Region","iso_code3","cost_enfu_fuel_biomass_usd_per_tonne"
2015,"louisiana","LA",119.614457331337
2016,"louisiana","LA",119.614457331337
2017,"louisiana","LA",119.614457331337
2018,"louisiana","LA",119.614457331337
2019,"louisiana","LA",119.614457331337
2020,"louisiana","LA",119.614457331337
2021,"louisiana","LA",119.614457331337
2022,"louisiana","LA",119.614457331337
2023,"louisiana","LA",119.614457331337
