"Year","Region","iso_code3","yf_agrc_fruits_tonne_ha"
2011,"louisiana","LA",20.8537285714286
2012,"louisiana","LA",21.430875
2013,"louisiana","LA",21.0555285714286
2014,"louisiana","LA",20.2750642857143
2015,"louisiana","LA",20.0375892857143
2016,"louisiana","LA",20.4799928571429
2017,"louisiana","LA",19.9948214285714
2018,"louisiana","LA",18.9489285714286
2019,"louisiana","LA",20.2386071428571
