Year,frac_scoe_heat_energy_commercial_municipal_diesel,Iso_code3,Region
2015,0.0257338158423803,LA,louisiana
2016,0.029995946493717,LA,louisiana
2017,0.0295930949445129,LA,louisiana
2018,0.0264488525865422,LA,louisiana
2019,0.0255081705858907,LA,louisiana
2020,0.0334907685702018,LA,louisiana
2021,0.0293994120117597,LA,louisiana
