Year,iso_code3,pij_lndu_croplands_to_forests_secondary
2015,LA,0.002655806961724615
2016,LA,0.001155188242780522
2017,LA,0.000525120301634483
2018,LA,0.0009722936356300385
2019,LA,0.0013257852999492535
