Year,iso_code3,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration
2010,CAN,1.0248488081247382
2011,CAN,1.097915206686493
2012,CAN,1.1206510858774723
2013,CAN,1.0698021706482308
2014,CAN,1.0669095401962772
2015,CAN,1.0368903766834097
2016,CAN,1.0414239037230175
2017,CAN,1.0671527391030828
2018,CAN,1.1110168669400322
2019,CAN,1.0990292162532858
2020,CAN,1.087297492887813
2010,CHE,0.6512743573801384
2011,CHE,0.6864218810500188
2012,CHE,0.7047653744326976
2013,CHE,0.7033593545983193
2014,CHE,0.6928387171027661
2015,CHE,0.6740717813859954
2016,CHE,0.660667174934501
2017,CHE,0.6466498400622007
2018,CHE,0.6430527141707034
2019,CHE,0.6358199214849934
2020,CHE,0.6287480220976358
2010,CHL,1.1690144815998509
2011,CHL,1.8123618561880133
2012,CHL,1.893472722779139
2013,CHL,1.5035547809705196
2014,CHL,1.5906432413320069
2015,CHL,1.670907246529441
2016,CHL,1.7888392513744225
2017,CHL,1.930135659864885
2018,CHL,2.067691793195572
2019,CHL,2.0406822142665604
2020,CHL,2.0143691712386853
2010,CHN,0.9012689883260376
2011,CHN,1.0081266564521891
2012,CHN,1.228116576914758
2013,CHN,1.3323879470748297
2014,CHN,1.3455966102826875
2015,CHN,1.3663425631873127
2016,CHN,1.3924054624641933
2017,CHN,1.4250272365237893
2018,CHN,1.4538847820314085
2019,CHN,1.3745784361120792
2020,CHN,1.3034765421862633
2010,CIV,4.258406685086273
2011,CIV,4.137139369024923
2012,CIV,4.026691198482609
2013,CIV,3.925676120594617
2014,CIV,4.375238355351278
2015,CIV,5.013275772828009
2016,CIV,5.486892150199867
2017,CIV,5.791694629925653
2018,CIV,6.228923669094753
2019,CIV,5.879004123395485
2020,CIV,5.566308048286621
2010,CMR,4.627555779930567
2011,CMR,4.503329426877283
2012,CMR,4.389822439339442
2013,CMR,4.285704757372687
2014,CMR,4.782660045447857
2015,CMR,5.486633821085713
2016,CMR,6.221466639175812
2017,CMR,6.78059381490869
2018,CMR,7.507515328267691
2019,CMR,7.276221275917631
2020,CMR,7.058752848678975
2010,COD,7.346636764520232
2011,COD,6.908163522031531
2012,COD,6.532623930452959
2013,COD,6.207376005571578
2014,COD,6.760960623037515
2015,COD,7.587979656229893
2016,COD,8.555539314078219
2017,COD,9.275370195143893
2018,COD,10.21939579431976
2019,COD,9.85919322511264
2020,COD,9.52351822045102
2010,COG,1.3221586736787223
2011,COG,1.296944587612511
2012,COG,1.2735513844539643
2013,COG,1.2517886905459406
2014,COG,1.405729519000574
2015,COG,1.622067384281504
2016,COG,1.982705621858302
2017,COG,2.330659568321533
2018,COG,2.7854418429558887
2019,COG,2.9169949410309983
2020,COG,3.06159019669206
2010,COL,1.197134916856464
2011,COL,1.1666189930566937
2012,COL,1.1386619143422465
2013,COL,1.1129547834551292
2014,COL,1.2433472293721566
2015,COL,1.4277798936807409
2016,COL,1.653447750390317
2017,COL,1.838590547624076
2018,COL,2.0751075450083274
2019,COL,2.0483879512284995
2020,COL,2.022347706076904
2010,COM,0.0
2011,COM,0.0
2012,COM,0.0
2013,COM,0.0
2014,COM,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2019,COM,0.0
2020,COM,0.0
2010,CPV,0.0
2011,CPV,0.0
2012,CPV,0.0
2013,CPV,0.0
2014,CPV,0.0
2015,CPV,0.0
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2019,CPV,0.0
2020,CPV,0.0
2010,CRI,0.5987925224231213
2011,CRI,0.5848079053046029
2012,CRI,0.5719420263719218
2013,CRI,0.5600657862733639
2014,CRI,0.626754351915864
2015,CRI,0.7208673625980928
2016,CRI,0.8287362354255754
2017,CRI,0.915057584884574
2018,CRI,1.0257512805835365
2019,CRI,1.0058826160034735
2020,CRI,0.986769032337888
2010,CUB,0.3235688528796837
2011,CUB,0.3211183376252001
2012,CUB,0.3187928518301791
2013,CUB,0.3165830687910856
2014,CUB,0.3589748803342526
2015,CUB,0.4180227978424907
2016,CUB,0.4892120304794823
2017,CUB,0.5496490989739957
2018,CUB,0.6267045835167121
2019,CUB,0.6248648557086722
2020,CUB,0.6230358975419981
2010,CUW,0.0
2011,CUW,0.0
2012,CUW,0.0
2013,CUW,0.0
2014,CUW,0.0
2015,CUW,0.0
2016,CUW,0.0
2017,CUW,0.0
2018,CUW,0.0
2019,CUW,0.0
2020,CUW,0.0
2010,CYM,0.3235688528796837
2011,CYM,0.3211183376252001
2012,CYM,0.3187928518301791
2013,CYM,0.3165830687910856
2014,CYM,0.3589748803342526
2015,CYM,0.4180227978424907
2016,CYM,0.4892120304794823
2017,CYM,0.5496490989739957
2018,CYM,0.6267045835167121
2019,CYM,0.6248648557086722
2020,CYM,0.6230358975419981
2010,CYP,1.421261497734713
2011,CYP,1.4304475801140613
2012,CYP,1.4060133133032466
2013,CYP,1.4547901436640545
2014,CYP,1.4638395491316474
2015,CYP,1.441670203968558
2016,CYP,1.4228838457054125
2017,CYP,1.433375206938031
2018,CYP,1.448691889917188
2019,CYP,1.4117502623689024
2020,CYP,1.3766458091033351
2010,CZE,1.550654249096418
2011,CZE,1.6005052334650949
2012,CZE,1.609390613372424
2013,CZE,1.5908302592750398
2014,CZE,1.5749097624281585
2015,CZE,1.642349620155951
2016,CZE,1.6984327295921713
2017,CZE,1.7201200452275562
2018,CZE,1.7246366670260502
2019,CZE,1.6854751449329433
2020,CZE,1.6480526254333412
2010,DEU,0.6890696979751514
2011,DEU,0.7014977660790377
2012,DEU,0.6931758552984826
2013,DEU,0.6776006576553764
2014,DEU,0.6772103176709525
2015,DEU,0.6738880172446147
2016,DEU,0.6608821394997079
2017,DEU,0.6366209461244563
2018,DEU,0.5919694478918867
2019,DEU,0.5865501600692008
2020,DEU,0.5812291957626754
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.0
2011,DMA,0.0
2012,DMA,0.0
2013,DMA,0.0
2014,DMA,0.0
2015,DMA,0.0
2016,DMA,0.0
2017,DMA,0.0
2018,DMA,0.0
2019,DMA,0.0
2020,DMA,0.0
2010,DNK,0.5788482527389666
2011,DNK,0.489754502592661
2012,DNK,0.5185610071964117
2013,DNK,0.4235641199470257
2014,DNK,0.3611727717373899
2015,DNK,0.2483722248544232
2016,DNK,0.2801182789030244
2017,DNK,0.2075620213248969
2018,DNK,0.2661145248677873
2019,DNK,0.2619252309124492
2020,DNK,0.2578657921986733
2010,DOM,1.1986305401780366
2011,DOM,1.15597725873672
2012,DOM,1.1176688742968968
2013,DOM,1.0830736694282663
2014,DOM,1.2004733183349854
2015,DOM,1.3686094538521547
2016,DOM,1.5356228375553165
2017,DOM,1.6573790112368791
2018,DOM,1.818524722775113
2019,DOM,1.7477208310762224
2020,DOM,1.682223788637225
2010,DZA,0.5121150108639052
2011,DZA,0.4971763368608589
2012,DZA,0.4835889925498597
2013,DZA,0.4711775549655425
2014,DZA,0.5248499450407418
2015,DZA,0.6010866516144797
2016,DZA,0.6977111004177855
2017,DZA,0.7775979243705415
2018,DZA,0.8795733235022264
2019,DZA,0.870126340867503
2020,DZA,0.8608801308816934
2010,ECU,0.4492053807519057
2011,ECU,0.4476659544334121
2012,ECU,0.4461931364825978
2013,ECU,0.4447826867592357
2014,ECU,0.5061695729872834
2015,ECU,0.5914724810560594
2016,ECU,0.6964065772663355
2017,ECU,0.7871958033740294
2018,ECU,0.9030089185404298
2019,ECU,0.9058319638749928
2020,ECU,0.9086727157415028
2010,EGY,1.710205265600676
2011,EGY,1.632325186019668
2012,EGY,1.563736074194962
2013,EGY,1.502868925580281
2014,EGY,1.6534288281699057
2015,EGY,1.8723568761231295
2016,EGY,2.0961977228404365
2017,EGY,2.257829568298689
2018,EGY,2.472765317220168
2019,EGY,2.372434221683964
2020,EGY,2.279927418064372
2010,ERI,0.0
2011,ERI,0.0
2012,ERI,0.0
2013,ERI,0.0
2014,ERI,0.0
2015,ERI,0.0
2016,ERI,0.0
2017,ERI,0.0
2018,ERI,0.0
2019,ERI,0.0
2020,ERI,0.0
2010,ESP,1.0242027101234867
2011,ESP,1.0097118620092012
2012,ESP,1.010629653460575
2013,ESP,0.9984430083305836
2014,ESP,0.979436859419755
2015,ESP,0.6606422351840239
2016,ESP,0.6747095773015325
2017,ESP,0.5828765487305984
2018,ESP,0.4405113964781215
2019,ESP,0.4360193147422291
2020,ESP,0.4316179235258936
2010,EST,0.8206347059396114
2011,EST,0.8206445679680406
2012,EST,0.8013811930398937
2013,EST,0.8560932437356588
2014,EST,0.8567731339868367
2015,EST,0.8323754174703782
2016,EST,0.8363140386275629
2017,EST,0.7494563761945577
2018,EST,0.6932167847484252
2019,EST,0.6735109993174523
2020,EST,0.6548945831832149
2010,ETH,0.0
2011,ETH,0.0
2012,ETH,0.0
2013,ETH,0.0
2014,ETH,0.0
2015,ETH,0.0
2016,ETH,0.0
2017,ETH,0.0
2018,ETH,0.0
2019,ETH,0.0
2020,ETH,0.0
2010,FIN,0.7857852666244008
2011,FIN,0.769205662019823
2012,FIN,0.7442702716494556
2013,FIN,0.6927619052278371
2014,FIN,0.6400871385907412
2015,FIN,0.5758963139936035
2016,FIN,0.5451242365069967
2017,FIN,0.5097437652703751
2018,FIN,0.4619219050858643
2019,FIN,0.4563722597626625
2020,FIN,0.4509543810172831
2010,FJI,3.203799259897776
2011,FJI,3.162555265703931
2012,FJI,3.123821017837161
2013,FJI,3.0873741988446293
2014,FJI,3.484974526066295
2015,FJI,4.040833005237622
2016,FJI,4.713120825705001
2017,FJI,5.277775906516322
2018,FJI,5.9978492836437685
2019,FJI,5.960725341007116
2020,FJI,5.924058131835622
2010,FRA,0.8763331996245886
2011,FRA,0.8840964804237207
2012,FRA,0.892684052714361
2013,FRA,0.8929305273718453
2014,FRA,0.8899797011946291
2015,FRA,0.8611550752600688
2016,FRA,0.8639138340206163
2017,FRA,0.8279265171580881
2018,FRA,0.7794923122279855
2019,FRA,0.775060955423747
2020,FRA,0.7706796976888496
2010,FRO,0.503732621066007
2011,FRO,0.5526795170593048
2012,FRO,0.6100481272326269
2013,FRO,0.6598435790766852
2014,FRO,0.6748659253908168
2015,FRO,0.6527139161187494
2016,FRO,0.6706854826438112
2017,FRO,0.7345149702668881
2018,FRO,0.787412218740874
2019,FRO,0.7684808572120713
2020,FRO,0.7504384379607388
2010,FSM,0.0
2011,FSM,0.0
2012,FSM,0.0
2013,FSM,0.0
2014,FSM,0.0
2015,FSM,0.0
2016,FSM,0.0
2017,FSM,0.0
2018,FSM,0.0
2019,FSM,0.0
2020,FSM,0.0
2010,GAB,2.9525353609770955
2011,GAB,2.837092614650713
2012,GAB,2.734124374886153
2013,GAB,2.6417123141259906
2014,GAB,2.920275331511527
2015,GAB,3.32123368658945
2016,GAB,3.835229841289995
2017,GAB,4.252896116970245
2018,GAB,4.78711337246527
2019,GAB,4.713154952221954
2020,GAB,4.64144700189891
2010,GBR,0.5791749771527732
2011,GBR,0.6071829182628962
2012,GBR,0.6321069277670724
2013,GBR,0.6470036643218817
2014,GBR,0.6503308913102642
2015,GBR,0.6420887462614325
2016,GBR,0.6408348005689052
2017,GBR,0.6344236732697531
2018,GBR,0.6184176242082201
2019,GBR,0.6143024142966308
2020,GBR,0.6102416110016511
2010,GEO,0.579791762098593
2011,GEO,1.537103418507317
2012,GEO,2.197672237287184
2013,GEO,1.3687943604872672
2014,GEO,1.45059864805488
2015,GEO,1.4788302171429588
2016,GEO,1.4914264413090257
2017,GEO,1.623038672766724
2018,GEO,1.6211913247872063
2019,GEO,1.5709400812361054
2020,GEO,1.523710404236277
2010,GHA,3.375861941786557
2011,GHA,3.199152348742293
2012,GHA,3.0455981755270862
2013,GHA,2.9109279700113917
2014,GHA,3.1868666147730385
2015,GHA,3.593020242596905
2016,GHA,4.002198601036437
2017,GHA,4.290988140093038
2018,GHA,4.679786599117087
2019,GHA,4.472691803204524
2020,GHA,4.283149409745473
2010,GIB,0.8010179311713017
2011,GIB,0.7711459640843497
2012,GIB,0.7444069390345792
2013,GIB,0.7203325476170405
2014,GIB,0.7973768566302042
2015,GIB,0.907981908157333
2016,GIB,1.045681205125848
2017,GIB,1.1565465528502803
2018,GIB,1.2985561655831364
2019,GIB,1.2753921998733004
2020,GIB,1.2530401599179457
2010,GIN,4.318962527717123
2011,GIN,4.220170244716998
2012,GIN,4.1291951397624205
2013,GIN,4.045144736709902
2014,GIN,4.528565106156351
2015,GIN,5.2104459407769
2016,GIN,5.698930146416387
2017,GIN,6.012049978923163
2018,GIN,6.46263799933166
2019,GIN,6.096847080992157
2020,GIN,5.770246142530279
2010,GMB,0.0
2011,GMB,0.0
2012,GMB,0.0
2013,GMB,0.0
2014,GMB,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2019,GMB,0.0
2020,GMB,0.0
2010,GNB,0.0
2011,GNB,0.0
2012,GNB,0.0
2013,GNB,0.0
2014,GNB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2019,GNB,0.0
2020,GNB,0.0
2010,GNQ,0.5976303293321723
2011,GNQ,0.5875330523802842
2012,GNQ,0.5781248458639252
2013,GNQ,0.5693375006364348
2014,GNQ,0.6405004352009473
2015,GNQ,0.7403140171104177
2016,GNQ,0.9151875468275228
2017,GNQ,1.0892368617482893
2018,GNQ,1.3197534235722497
2019,GNQ,1.403288890047013
2020,GNQ,1.4981139096609992
2010,GRC,2.16766310405426
2011,GRC,2.203866156848433
2012,GRC,2.148342513375938
2013,GRC,2.273270422251017
2014,GRC,2.1597847711259903
2015,GRC,2.1750608051454448
2016,GRC,2.090190512579632
2017,GRC,1.9148443115745557
2018,GRC,1.7121935958034316
2019,GRC,1.7080042555647628
2020,GRC,1.7038353659741017
2010,GRD,0.0
2011,GRD,0.0
2012,GRD,0.0
2013,GRD,0.0
2014,GRD,0.0
2015,GRD,0.0
2016,GRD,0.0
2017,GRD,0.0
2018,GRD,0.0
2019,GRD,0.0
2020,GRD,0.0
2010,GRL,0.503732621066007
2011,GRL,0.5526795170593048
2012,GRL,0.6100481272326269
2013,GRL,0.6598435790766852
2014,GRL,0.6748659253908168
2015,GRL,0.6527139161187494
2016,GRL,0.6706854826438112
2017,GRL,0.7345149702668881
2018,GRL,0.787412218740874
2019,GRL,0.7684808572120713
2020,GRL,0.7504384379607388
2010,GTM,0.2276858009253464
2011,GTM,0.2249199679793398
2012,GTM,0.222318732727267
2013,GTM,0.2198678328984375
2014,GTM,0.2483353194325363
2015,GTM,0.2881121361007052
2016,GTM,0.3285817722018188
2017,GTM,0.3600499353478459
2018,GTM,0.4006803445485675
2019,GTM,0.3902013657865537
2020,GTM,0.3802565303099729
2010,GUM,1.073016398254574
2011,GUM,1.0467291393983014
2012,GUM,1.0225991060616313
2013,GUM,1.000371220203872
2014,GUM,1.118460309821897
2015,GUM,1.285311731323698
2016,GUM,1.4356426719039266
2017,GUM,1.543086915655884
2018,GUM,1.6867329154562334
2019,GUM,1.6154407227646286
2020,GUM,1.5499306735876086
2010,GUY,0.0
2011,GUY,0.0
2012,GUY,0.0
2013,GUY,0.0
2014,GUY,0.0
2015,GUY,0.0
2016,GUY,0.0
2017,GUY,0.0
2018,GUY,0.0
2019,GUY,0.0
2020,GUY,0.0
2010,HKG,0.0
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2020,HKG,0.0
2010,HND,1.3140845807537809
2011,HND,1.2807988704001187
2012,HND,1.2502946289207153
2013,HND,1.222237168118299
2014,HND,1.3656082398900886
2015,HND,1.5683628534192295
2016,HND,1.7939002185972412
2017,HND,1.9711546404488385
2018,HND,2.1993664943990647
2019,HND,2.147202579487164
2020,HND,2.0974557529767184
2010,HRV,1.054188297790839
2011,HRV,1.0456660237061264
2012,HRV,1.0335672866153045
2013,HRV,0.6957481265001619
2014,HRV,0.6886453470182163
2015,HRV,0.6817017279975709
2016,HRV,0.6730078684953776
2017,HRV,0.6652107959687056
2018,HRV,0.6574534478244572
2019,HRV,0.6472149642613287
2020,HRV,0.637290477440544
2010,HTI,0.0
2011,HTI,0.0
2012,HTI,0.0
2013,HTI,0.0
2014,HTI,0.0
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2019,HTI,0.0
2020,HTI,0.0
2010,HUN,0.9257190738660974
2011,HUN,0.9494212323961472
2012,HUN,0.983701026858894
2013,HUN,1.0097429619025555
2014,HUN,1.104504967003368
2015,HUN,1.1862028721025015
2016,HUN,1.134660496750515
2017,HUN,1.1386469401647612
2018,HUN,1.1639312047937909
2019,HUN,1.1320660976042112
2020,HUN,1.1018992479623892
2010,IDN,0.8229994982166654
2011,IDN,0.7828231141218434
2012,IDN,0.7476676030575837
2013,IDN,0.7166471244786317
2014,IDN,0.7865661610404752
2015,IDN,0.8888135332646213
2016,IDN,0.9963689708439372
2017,IDN,1.0744734530003826
2018,IDN,1.178042245862263
2019,IDN,1.1313776936763618
2020,IDN,1.088269225990328
2010,IMN,0.6612881989098042
2011,IMN,0.6667988660216633
2012,IMN,0.6387719775238658
2013,IMN,0.6276913193329612
2014,IMN,0.6472432694185442
2015,IMN,0.5879539983707581
2016,IMN,0.563421845714764
2017,IMN,0.5207804829784042
2018,IMN,0.4406128220603144
2019,IMN,0.4149797504164343
2020,IMN,0.3921651673459556
2010,IND,0.4855612272604858
2011,IND,0.5305862521442934
2012,IND,0.5688888470547502
2013,IND,0.6018699598088671
2014,IND,0.6305665482088
