"iso_code3","Region","Year","frac_wali_ww_industrial_treatment_path_untreated_no_sewerage"
"LA","louisiana",2011,0.218010263201457
"LA","louisiana",2012,0.218010263201457
"LA","louisiana",2013,0.218010263201457
"LA","louisiana",2014,0.218010263201457
"LA","louisiana",2015,0.218010263201457
"LA","louisiana",2016,0.218010263201457
"LA","louisiana",2017,0.218010263201457
"LA","louisiana",2018,0.218010263201457
"LA","louisiana",2019,0.218010263201457
"LA","louisiana",2020,0.218010263201457
