Year,iso_code3,pij_lndu_forests_secondary_to_wetlands
2015,LA,0.001960428128744426
2016,LA,0.0007364686257059782
2017,LA,0.0003685115628479161
2018,LA,0.0008977062224465378
2019,LA,0.000989796602223652
