Year,frac_scoe_heat_energy_residential_electricity,Iso_code3,Region
2015,0.727027027027027,LA,louisiana
2016,0.7525179856115107,LA,louisiana
2017,0.7596081386586285,LA,louisiana
2018,0.7273936170212766,LA,louisiana
2019,0.7289655172413794,LA,louisiana
2020,0.7464080459770116,LA,louisiana
2021,0.7233449477351916,LA,louisiana
