iso_code3,Region,Year,frac_inen_energy_recycled_textiles_natural_gas
LA,louisiana,2000,0.4422540450065091
LA,louisiana,2001,0.4199011997177134
LA,louisiana,2002,0.3901917551947617
LA,louisiana,2003,0.3924950014281634
LA,louisiana,2004,0.4204913662278003
LA,louisiana,2005,0.4067441860465116
LA,louisiana,2006,0.2974218127048817
LA,louisiana,2007,0.2898857171625635
LA,louisiana,2008,0.2974916785544461
LA,louisiana,2009,0.3125148609019576
LA,louisiana,2010,0.3161893185444047
LA,louisiana,2011,0.3373444662737393
LA,louisiana,2012,0.3529411764705882
LA,louisiana,2013,0.3574617894556071
LA,louisiana,2014,0.3510249213234669
LA,louisiana,2015,0.3845789598295319
LA,louisiana,2016,0.3829787234042554
LA,louisiana,2017,0.4241875622340907
LA,louisiana,2018,0.4248063395957617
LA,louisiana,2019,0.4311050477489768
LA,louisiana,2020,0.4320467077521894
