,iso_code3,Region,Year,occrate_trns_passenger_per_vehicle_road_heavy_regional
0,LA,louisiana,2010,42.8
1,LA,louisiana,2011,42.8
2,LA,louisiana,2012,42.8
3,LA,louisiana,2013,42.8
4,LA,louisiana,2014,42.8
5,LA,louisiana,2015,42.8
6,LA,louisiana,2016,42.8
7,LA,louisiana,2017,42.8
8,LA,louisiana,2018,42.8
9,LA,louisiana,2019,42.8
10,LA,louisiana,2020,42.8
11,LA,louisiana,2021,42.8
12,LA,louisiana,2022,42.8
13,LA,louisiana,2023,42.8
