"year","location_code","prodinit_ippu_glass_tonne"
2010,"HUN",89877.6548039768
2011,"HUN",96980.7987965914
2012,"HUN",90565.0252966123
2013,"HUN",100679.286796283
2014,"HUN",103761.793358075
2015,"HUN",95047.4195794402
2016,"HUN",102634.799820105
2017,"HUN",113643.736043161
2018,"HUN",126281.499771127
2019,"HUN",120794.76862603
2020,"HUN",107947.654103993
2010,"IDN",234824.505955312
2011,"IDN",235166.956779299
2012,"IDN",253579.83909584
2013,"IDN",247631.309305839
2014,"IDN",222003.180366285
2015,"IDN",236563.248467908
2016,"IDN",242668.46082046
2017,"IDN",243184.334654585
2018,"IDN",225403.706746898
2019,"IDN",258527.034766341
2020,"IDN",251183.647428859
2010,"IND",325188.579522116
2011,"IND",346381.082666622
2012,"IND",332127.541378711
2013,"IND",395169.481307392
2014,"IND",448113.128606036
2015,"IND",585318.769969697
2016,"IND",585981.315735657
2017,"IND",664831.309993609
2018,"IND",749810.049261792
2019,"IND",814190.187215443
2020,"IND",637546.249711882
2010,"IRL",33221.4395407871
2011,"IRL",36176.2643285965
2012,"IRL",30164.2136199276
2013,"IRL",31193.4109300917
2014,"IRL",29691.8177159262
2015,"IRL",30290.9583606146
2016,"IRL",27816.5751250575
2017,"IRL",31631.9979068924
2018,"IRL",33680.0697963662
2019,"IRL",26317.2206743953
2020,"IRL",24873.5613414907
2010,"IRN",222759.106588583
2011,"IRN",267470.866862094
2012,"IRN",149514.459117818
2013,"IRN",179547.364224412
2014,"IRN",188612.499280436
2015,"IRN",180554.992378753
2016,"IRN",214437.390223848
2017,"IRN",218407.628292832
2018,"IRN",135616.081954688
2019,"IRN",74429.8479154532
2020,"IRN",54654.6896343192
2010,"IRQ",42070.2419219355
2011,"IRQ",51459.3036961687
2012,"IRQ",30832.4109212737
2013,"IRQ",65264.0195314589
2014,"IRQ",47819.1185035767
2015,"IRQ",50403.2723690859
2016,"IRQ",70731.2348775545
2017,"IRQ",78858.7094865722
2018,"IRQ",81587.5923661272
2019,"IRQ",41409.2030826788
2020,"IRQ",46445.9458964185
2010,"ISL",3790.0702709231
2011,"ISL",2865.31701856405
2012,"ISL",2273.83417520737
2013,"ISL",2690.12859617868
2014,"ISL",2938.03441369134
2015,"ISL",3097.57876026812
2016,"ISL",3787.81265004563
2017,"ISL",4997.02519878601
2018,"ISL",4626.79338618762
2019,"ISL",4841.93228575079
2020,"ISL",4368.92039214342
2010,"ISR",64431.7116605809
2011,"ISR",70592.1599135747
2012,"ISR",70230.5730820671
2013,"ISR",72872.7567995111
2014,"ISR",73455.831251866
2015,"ISR",83040.7165046226
2016,"ISR",84813.3284267386
2017,"ISR",96394.4525739166
2018,"ISR",85994.8650586664
2019,"ISR",97248.6155880627
2020,"ISR",103851.54157249
2010,"ITA",1353322.69050299
2011,"ITA",1380264.17047267
2012,"ITA",1143082.17680444
2013,"ITA",1194625.12201863
2014,"ITA",1164198.4364901
2015,"ITA",1052350.86826617
2016,"ITA",1059617.63894182
2017,"ITA",1071902.20238527
2018,"ITA",1122039.12687865
2019,"ITA",1071315.61924956
2020,"ITA",990781.483833486
2010,"JAM",6821.24166698071
2011,"JAM",6176.29272795894
2012,"JAM",7478.36070288271
2013,"JAM",6157.30069101623
2014,"JAM",4611.85901631038
2015,"JAM",5943.71776390242
2016,"JAM",5582.97987596999
2017,"JAM",6115.48269826848
2018,"JAM",6409.13054586766
2019,"JAM",6600.71488356777
2020,"JAM",6893.55115918622
2010,"JOR",11200.7162967454
2011,"JOR",13480.0039800518
2012,"JOR",12085.376618084
2013,"JOR",12960.5951163832
2014,"JOR",11463.9903163934
2015,"JOR",13598.0307338672
2016,"JOR",12086.2362164209
2017,"JOR",12313.9268647185
2018,"JOR",11742.1369862547
2019,"JOR",13046.6326584786
2020,"JOR",13249.0427477296
2010,"JPN",4496358.87023772
2011,"JPN",4557759.37171007
2012,"JPN",4150623.07109839
2013,"JPN",3029957.66901334
2014,"JPN",2239326.97981866
2015,"JPN",2026948.49410032
2016,"JPN",2307252.28439479
2017,"JPN",2217659.82474217
2018,"JPN",2144907.96792669
2019,"JPN",2145004.15905142
2020,"JPN",2129007.03069222
2010,"KAZ",75986.9052031884
2011,"KAZ",86583.562760776
2012,"KAZ",96108.7640601171
2013,"KAZ",112712.528604331
2014,"KAZ",97269.7342261976
2015,"KAZ",70078.2751975105
2016,"KAZ",56136.1731800119
2017,"KAZ",74322.5753182334
2018,"KAZ",57779.5366916232
2019,"KAZ",57440.0612702273
2020,"KAZ",54671.1880265336
2010,"KEN",22549.8850035737
2011,"KEN",20506.9533150149
2012,"KEN",24603.5812996043
2013,"KEN",30691.4562729534
2014,"KEN",32245.9484773456
2015,"KEN",38293.89144936
2016,"KEN",37373.9988996693
2017,"KEN",33448.0235252914
2018,"KEN",38083.4905260914
2019,"KEN",43204.2859195314
2020,"KEN",43653.0259654477
2010,"KGZ",9626.50654033394
2011,"KGZ",9495.99449183808
2012,"KGZ",11487.0121133055
2013,"KGZ",12641.4874999062
2014,"KGZ",8489.39233097136
2015,"KGZ",5649.93397275649
2016,"KGZ",5319.52886566588
2017,"KGZ",7893.12152606203
2018,"KGZ",9126.1468140976
2019,"KGZ",8699.19276825549
2020,"KGZ",7825.1175238049
2010,"KHM",2490.33833968305
2011,"KHM",3493.41551400317
2012,"KHM",3719.60966102258
2013,"KHM",2469.21324054505
2014,"KHM",3618.75195252207
2015,"KHM",4339.86139604232
2016,"KHM",4312.5883178126
2017,"KHM",5082.84640044457
2018,"KHM",6124.39306587032
2019,"KHM",10771.6332685614
2020,"KHM",11843.2957761617
2010,"KIR",18.0702653447688
2011,"KIR",16.1918644412171
2012,"KIR",111.837885562096
2013,"KIR",14.1864843574023
2014,"KIR",18.9772231274066
2015,"KIR",6.87715719575854
2016,"KIR",16.6984269316938
2017,"KIR",7.84797797893447
2018,"KIR",13.1421083984294
2019,"KIR",4.90786404061987
2020,"KIR",41.5888789272805
2010,"KOR",649006.334051512
2011,"KOR",609637.956308254
2012,"KOR",601435.015217551
2013,"KOR",571520.371513767
2014,"KOR",541211.933255722
2015,"KOR",648764.563782974
2016,"KOR",700957.561543929
2017,"KOR",707508.731400692
2018,"KOR",721716.573260115
2019,"KOR",735323.243038288
2020,"KOR",783618.506536801
2010,"KWT",29490.889829098
2011,"KWT",39297.67154368
2012,"KWT",30909.3512865544
2013,"KWT",39465.8023994702
2014,"KWT",34417.5627655052
2015,"KWT",33290.6569068517
2016,"KWT",27439.8161476807
2017,"KWT",31679.7812435816
2018,"KWT",35869.4246970079
2019,"KWT",33734.4587153397
2020,"KWT",33559.5415534769
2010,"LAO",1643.75329132213
2011,"LAO",2020.08941153773
2012,"LAO",1763.85646935398
2013,"LAO",2593.66858714169
2014,"LAO",2660.75223480752
2015,"LAO",2533.45886945411
2016,"LAO",2789.92008731478
2017,"LAO",2286.49985013313
2018,"LAO",2286.49985013313
2019,"LAO",2286.49985013313
2020,"LAO",2286.49985013313
2010,"LBN",16402.0103974804
2011,"LBN",16207.756582107
2012,"LBN",16642.328834096
2013,"LBN",18661.446579683
2014,"LBN",19090.0066764286
2015,"LBN",20469.994842965
2016,"LBN",20200.4884809817
2017,"LBN",21904.9423972976
2018,"LBN",21877.8340455538
2019,"LBN",17807.2130659654
2020,"LBN",15571.1850169871
2010,"LBY",21237.9381170729
2011,"LBY",9517.23302414313
2012,"LBY",23145.3945576429
2013,"LBY",19226.6864581151
2014,"LBY",13432.8312852231
2015,"LBY",12082.1664060039
2016,"LBY",9701.13790918356
2017,"LBY",9464.76388721731
2018,"LBY",12879.2606707374
2019,"LBY",15559.584248841
2020,"LBY",14624.699656418
2010,"LKA",26338.1379427691
2011,"LKA",26338.1379427691
2012,"LKA",26338.1379427691
2013,"LKA",26338.1379427691
2014,"LKA",26338.1379427691
2015,"LKA",29025.1652009275
2016,"LKA",26605.5202763352
2017,"LKA",26383.469661639
2018,"LKA",26663.0645991236
2019,"LKA",23523.4090480003
2020,"LKA",25828.1988705888
2010,"LSO",482.099621629702
2011,"LSO",489.81650167848
2012,"LSO",437.439192452613
2013,"LSO",555.62430969944
2014,"LSO",380.274663927572
2015,"LSO",380.290370421852
2016,"LSO",345.271811638267
2017,"LSO",276.235004059519
2018,"LSO",365.981365255502
2019,"LSO",324.068835982282
2020,"LSO",313.494778313362
2010,"LTU",19800.6393486339
2011,"LTU",24277.894631772
2012,"LTU",22290.0597706958
2013,"LTU",22033.9702730889
2014,"LTU",26635.9152431754
2015,"LTU",25447.2350075106
2016,"LTU",27077.3949036059
2017,"LTU",32154.348520015
2018,"LTU",33202.6870674115
2019,"LTU",30557.8783901827
2020,"LTU",31930.0906119552
2010,"LUX",19704.8511194332
2011,"LUX",19757.3387793567
2012,"LUX",16814.0033434084
2013,"LUX",15267.7201207334
2014,"LUX",15333.0266859389
2015,"LUX",13599.630712183
2016,"LUX",14357.0234969086
2017,"LUX",15152.1518232346
2018,"LUX",16152.8558833494
2019,"LUX",14459.8785993899
2020,"LUX",10893.8215740203
2010,"LVA",22532.5535481066
2011,"LVA",24792.8970748591
2012,"LVA",23524.8247674621
2013,"LVA",27644.5028105363
2014,"LVA",29133.1459679002
2015,"LVA",28098.2874000384
2016,"LVA",29832.3766958087
2017,"LVA",32791.9407784121
2018,"LVA",33009.835310294
2019,"LVA",32427.3750512498
2020,"LVA",27297.8644180083
2010,"MAC",9019.46629809676
2011,"MAC",8212.29807495663
2012,"MAC",7773.35605796057
2013,"MAC",10729.3116573374
2014,"MAC",14320.1739491538
2015,"MAC",18512.3816600245
2016,"MAC",14892.5013010541
2017,"MAC",13920.3307841928
2018,"MAC",10938.9540426588
2019,"MAC",10656.8564689474
2020,"MAC",5479.06845161734
2010,"MAR",24914.5535948859
2011,"MAR",28750.1134899743
2012,"MAR",26617.8065266362
2013,"MAR",30483.9640932713
2014,"MAR",39893.296854098
2015,"MAR",39423.0394520237
2016,"MAR",46285.2572795078
2017,"MAR",44043.8497020381
2018,"MAR",48479.0533565915
2019,"MAR",58151.2081475534
2020,"MAR",57118.2716021534
2010,"MDA",10783.933078875
2011,"MDA",11128.9366072838
2012,"MDA",10234.9718988524
2013,"MDA",14023.1374934782
2014,"MDA",14086.1925934798
2015,"MDA",11586.7672750136
2016,"MDA",12474.1281696317
2017,"MDA",12969.6955955885
2018,"MDA",16585.082893034
2019,"MDA",17062.2512194845
2020,"MDA",18413.3760932998
2010,"MDG",2504.19474742407
2011,"MDG",3081.28784869442
2012,"MDG",4477.51396570948
2013,"MDG",5261.39358550817
2014,"MDG",6369.00135171142
2015,"MDG",5994.94662854831
2016,"MDG",6696.80970945577
2017,"MDG",6898.17380268032
2018,"MDG",6763.74830425478
2019,"MDG",5875.03953663626
2020,"MDG",5775.98078926521
2010,"MDV",1044.02640541484
2011,"MDV",1044.02640541484
2012,"MDV",1044.02640541484
2013,"MDV",1044.02640541484
2014,"MDV",701.112012279402
2015,"MDV",846.457924552957
2016,"MDV",1072.27995819627
2017,"MDV",1092.92297955785
2018,"MDV",1210.09052813212
2019,"MDV",1412.34188538014
2020,"MDV",972.979549805138
2010,"MEX",588534.76703762
2011,"MEX",572647.020866644
2012,"MEX",541434.036597313
2013,"MEX",566474.452196014
2014,"MEX",547226.620884845
2015,"MEX",545738.738287517
2016,"MEX",512507.04078475
2017,"MEX",504807.68549269
2018,"MEX",517800.477085705
2019,"MEX",528082.236764549
2020,"MEX",464580.939430365
2010,"MHL",197.854292775193
2011,"MHL",36.4646247832732
2012,"MHL",99.7639423750177
2013,"MHL",9.80658616264098
2014,"MHL",5.09262130745948
2015,"MHL",10.0615598906341
2016,"MHL",24.0232638412527
2017,"MHL",41.3192592483955
2018,"MHL",14.5590637953492
2019,"MHL",70.1636028030319
2020,"MHL",178.772870526465
2010,"MKD",3800.45430004696
2011,"MKD",3767.84182861586
2012,"MKD",3473.74540206507
2013,"MKD",3922.87300861199
2014,"MKD",3589.79735093525
2015,"MKD",3805.58052149188
2016,"MKD",5145.77987953527
2017,"MKD",5290.40530801915
2018,"MKD",6094.21922902608
2019,"MKD",5579.86014602656
2020,"MKD",12973.8607725868
2010,"MLI",1399.36712289426
2011,"MLI",1383.04772689887
2012,"MLI",1125.56527583041
2013,"MLI",676.447602456299
2014,"MLI",665.109288330114
2015,"MLI",481.539718606656
2016,"MLI",909.115989597189
2017,"MLI",1020.55228947708
2018,"MLI",990.352290229004
2019,"MLI",992.850155088164
2020,"MLI",639.917810307884
2010,"MLT",1656.16548727448
2011,"MLT",1975.30445303496
2012,"MLT",2075.66880021088
2013,"MLT",2248.85770658672
2014,"MLT",1719.41926846554
2015,"MLT",1541.11991108371
2016,"MLT",1578.65285265762
2017,"MLT",1811.21850358466
2018,"MLT",2030.24245820609
2019,"MLT",1910.27090010288
2020,"MLT",1525.73614571958
2010,"MMR",29732.0674474085
2011,"MMR",53031.817919156
2012,"MMR",59836.5838519062
2013,"MMR",32916.7228016669
2014,"MMR",28293.1324987235
2015,"MMR",25767.1268808792
2016,"MMR",23949.4597706581
2017,"MMR",19409.2113599656
2018,"MMR",21034.8022718603
2019,"MMR",25155.9550740292
2020,"MMR",23986.3291304357
2010,"MNE",2230.93221042331
2011,"MNE",2290.32096228657
2012,"MNE",1899.8091969881
2013,"MNE",2331.99826994985
2014,"MNE",2097.56476636125
2015,"MNE",1922.38682004683
2016,"MNE",1900.94758724582
2017,"MNE",2256.39268915829
2018,"MNE",2137.4347978743
2019,"MNE",2287.60621598279
2020,"MNE",1513.88722444955
2010,"MNG",3471.8590715969
2011,"MNG",2973.56879076157
2012,"MNG",3833.42257959388
2013,"MNG",3351.7688139999
2014,"MNG",3620.95802678958
2015,"MNG",4780.01027406418
2016,"MNG",3899.16675188708
2017,"MNG",4290.95035848839
2018,"MNG",3847.63745797343
2019,"MNG",4355.53638537129
2020,"MNG",4091.36077889363
2010,"MNP",37.9480900053905
2011,"MNP",8.29812338592119
2012,"MNP",7.25696060307841
2013,"MNP",15.6894352792865
2014,"MNP",19.6053459319273
2015,"MNP",15.9425026193058
2016,"MNP",14.006571614806
2017,"MNP",39.3837803094854
2018,"MNP",27.0983427077537
2019,"MNP",6.18713923163654
2020,"MNP",19.1416291688591
2010,"MOZ",6664.01924528523
2011,"MOZ",5605.35760582524
2012,"MOZ",4364.27607063702
2013,"MOZ",5594.58317642999
2014,"MOZ",5344.02647445048
2015,"MOZ",7971.35055196721
2016,"MOZ",4928.44959868447
2017,"MOZ",5472.07547467245
2018,"MOZ",4920.76010135608
2019,"MOZ",5413.67612953631
2020,"MOZ",6083.77775091041
2010,"MRT",694.789300747303
2011,"MRT",564.962614830907
2012,"MRT",614.583614757086
2013,"MRT",973.263253249169
2014,"MRT",782.329117579647
2015,"MRT",944.135255260779
2016,"MRT",1437.88415429178
2017,"MRT",1440.62226761497
2018,"MRT",1301.65010510815
2019,"MRT",1361.31180024058
2020,"MRT",1463.42975143102
2010,"MUS",3572.56023290441
2011,"MUS",3509.48090414445
2012,"MUS",2867.8966158863
2013,"MUS",3241.23924718507
2014,"MUS",3920.80208361245
2015,"MUS",3179.79492063743
2016,"MUS",2560.69736843522
2017,"MUS",3144.57621299444
2018,"MUS",3476.94994118936
2019,"MUS",3574.69490744901
2020,"MUS",2966.53077322914
2010,"MYS",169737.919535927
2011,"MYS",221772.209063632
2012,"MYS",180104.609841982
2013,"MYS",176686.066436985
2014,"MYS",174990.484750101
2015,"MYS",179359.184050669
2016,"MYS",186322.631362424
2017,"MYS",181144.714918903
2018,"MYS",238050.975205189
2019,"MYS",248324.083578327
2020,"MYS",216328.977320849
2010,"NAM",7238.68793838992
2011,"NAM",9755.21892628272
2012,"NAM",7175.43177997692
2013,"NAM",5331.15686213065
2014,"NAM",4445.06416210568
2015,"NAM",3753.03672094884
2016,"NAM",3752.72180321706
2017,"NAM",4900.87282504747
2018,"NAM",5565.77835924984
2019,"NAM",5766.51042193799
2020,"NAM",3448.9870271811
2010,"NCL",1105.5776971611
2011,"NCL",1344.14552286934
2012,"NCL",1167.45517083954
2013,"NCL",1129.65659439011
2014,"NCL",1201.71401330405
2015,"NCL",983.928457148435
2016,"NCL",856.496855841288
2017,"NCL",970.643340033262
2018,"NCL",1094.95220644839
2019,"NCL",1094.95220644839
2020,"NCL",1094.95220644839
2010,"NER",247.100035125204
2011,"NER",420.513687381728
2012,"NER",282.828169676465
2013,"NER",382.873113414338
2014,"NER",424.558436476565
2015,"NER",353.921996627196
2016,"NER",235.562229566809
2017,"NER",313.988973392
2018,"NER",669.251797857727
2019,"NER",993.971254968587
2020,"NER",406.26009308606
2010,"NGA",135527.564238647
2011,"NGA",59268.1697131279
2012,"NGA",76682.6992671274
2013,"NGA",89470.3751202726
2014,"NGA",95127.3202978016
2015,"NGA",103114.394368413
2016,"NGA",63335.4582053042
2017,"NGA",51420.0399120883
2018,"NGA",35522.2020392427
2019,"NGA",378892.245870932
2020,"NGA",66248.8600552747
2010,"NIC",1725.427235984
2011,"NIC",1870.40793981711
2012,"NIC",2058.49758234055
2013,"NIC",2226.96743282833
2014,"NIC",2502.87342099311
2015,"NIC",2996.4025639497
2016,"NIC",3129.75344093452
2017,"NIC",3445.59211543944
2018,"NIC",3145.17133732205
2019,"NIC",2648.66151780243
2020,"NIC",2570.04318161036
2010,"NLD",289505.431802021
2011,"NLD",299048.616163697
2012,"NLD",243677.804486787
2013,"NLD",250924.33546533
2014,"NLD",241450.467541054
2015,"NLD",211794.751463009
2016,"NLD",228416.417150798
2017,"NLD",248401.061460268
2018,"NLD",269209.589025693
2019,"NLD",261673.974312689
2020,"NLD",252584.395515172
2010,"NOR",99454.6552323788
2011,"NOR",115225.506554466
2012,"NOR",110149.261653064
2013,"NOR",107942.237970407
2014,"NOR",103367.471767274
2015,"NOR",88029.7188923563
2016,"NOR",84870.2344820292
2017,"NOR",91264.0849032813
2018,"NOR",97204.2808223276
2019,"NOR",87078.0080228927
2020,"NOR",83858.706269373
2010,"NPL",5194.08882259842
2011,"NPL",7734.20274118315
2012,"NPL",7506.18924406113
2013,"NPL",9213.14164734392
2014,"NPL",8509.39538024577
2015,"NPL",6835.77417769663
2016,"NPL",11825.3466402364
2017,"NPL",12551.6795146148
2018,"NPL",12732.9128928084
2019,"NPL",12883.3877782268
2020,"NPL",8525.89119371438
2010,"NRU",110.605391749374
2011,"NRU",2.1585764520062
2012,"NRU",4.58779431311547
2013,"NRU",5.19468033530845
2014,"NRU",4.88729440116372
2015,"NRU",3.08835322669442
2016,"NRU",1.85168457104215
2017,"NRU",6.68973494690154
2018,"NRU",1.79338873425249
2019,"NRU",0.400362317194573
2020,"NRU",7.2902408434287
2010,"NZL",57626.2458766327
2011,"NZL",53635.5318187902
2012,"NZL",46327.0515839734
2013,"NZL",49402.1289162521
2014,"NZL",48145.470799546
2015,"NZL",50876.7870245594
2016,"NZL",53609.2774862927
2017,"NZL",54675.6958833684
2018,"NZL",56633.2222422134
2019,"NZL",60037.378650289
2020,"NZL",62502.2948533615
2010,"OMN",16893.5085006481
2011,"OMN",18473.0743721201
2012,"OMN",19445.0688049717
2013,"OMN",16240.9738481118
2014,"OMN",18058.3407578044
2015,"OMN",17604.9089081826
2016,"OMN",21746.4825475765
2017,"OMN",23720.2590353553
2018,"OMN",27074.3622084411
2019,"OMN",27127.0290702177
2020,"OMN",19638.4040345506
2010,"PAK",67887.319560145
2011,"PAK",72918.1655889584
2012,"PAK",61381.3836363858
2013,"PAK",72676.7787594355
2014,"PAK",96351.2177454374
2015,"PAK",124069.532168194
2016,"PAK",121423.382653117
2017,"PAK",122114.027627289
2018,"PAK",86463.4200501243
2019,"PAK",73656.9335283861
2020,"PAK",73611.6634188787
2010,"PAN",12048.0902203175
2011,"PAN",12016.2972587932
2012,"PAN",15022.8282782191
2013,"PAN",14503.9120842274
2014,"PAN",10255.5643102031
2015,"PAN",13968.0408546468
2016,"PAN",13332.9497873922
2017,"PAN",14619.5041052135
2018,"PAN",10535.8068187571
2019,"PAN",11312.0508925034
2020,"PAN",11799.5525574343
2010,"PER",50061.5882353566
2011,"PER",50554.8461783827
2012,"PER",57865.6650074994
2013,"PER",65085.5771207313
2014,"PER",66601.4752629829
2015,"PER",72764.1102957194
2016,"PER",70201.0658287004
2017,"PER",71386.4490428062
2018,"PER",79583.3540969824
2019,"PER",78440.0908814858
2020,"PER",66995.5216394048
2010,"PHL",99797.1662272526
2011,"PHL",138159.697326806
2012,"PHL",139124.763241493
2013,"PHL",134039.963210042
2014,"PHL",110489.981089279
2015,"PHL",97697.0656038269
2016,"PHL",86464.7037311817
2017,"PHL",78922.1447484158
2018,"PHL",81221.2161637671
2019,"PHL",91760.9828031812
2020,"PHL",85192.407244587
2010,"POL",446537.740070098
2011,"POL",486183.255644383
2012,"POL",399947.563092927
2013,"POL",427469.734374951
2014,"POL",441271.5002957
2015,"POL",419087.216339387
2016,"POL",407463.155432409
2017,"POL",455899.621372666
2018,"POL",523455.484675615
2019,"POL",486368.526831658
2020,"POL",439340.578373781
2010,"PRT",228094.64421369
2011,"PRT",229567.903993983
2012,"PRT",170707.108930393
2013,"PRT",194756.585113128
2014,"PRT",171662.999987876
2015,"PRT",158935.984415163
2016,"PRT",170896.40726993
2017,"PRT",179896.747984321
2018,"PRT",188006.569235307
2019,"PRT",154985.535480011
2020,"PRT",163878.76260931
2010,"PRY",7043.16922922186
2011,"PRY",9406.70096391986
2012,"PRY",10754.7281536856
2013,"PRY",9969.11157673146
2014,"PRY",10131.4336242137
2015,"PRY",11561.7766875378
2016,"PRY",10706.6315674835
2017,"PRY",9815.45981243169
2018,"PRY",12318.5924346722
2019,"PRY",9208.43588441504
2020,"PRY",9124.09880350419
2010,"PSE",4014.57055082219
2011,"PSE",5326.36576132433
2012,"PSE",5295.40414163923
2013,"PSE",6343.59836215828
2014,"PSE",6554.83910463955
2015,"PSE",6713.55007905067
2016,"PSE",7197.78729551903
2017,"PSE",8069.49487551235
2018,"PSE",6540.38174511822
2019,"PSE",6415.0614186741
2020,"PSE",6748.2659678828
2010,"PYF",940.197325832185
2011,"PYF",940.197325832185
2012,"PYF",940.197325832185
2013,"PYF",940.197325832185
2014,"PYF",940.197325832185
2015,"PYF",940.197325832185
2016,"PYF",940.197325832185
2017,"PYF",1074.31833504682
2018,"PYF",940.197325832185
2019,"PYF",915.156119092125
2020,"PYF",831.117523357612
2010,"QAT",40754.4948120693
2011,"QAT",27512.5261531638
2012,"QAT",16090.8344468768
2013,"QAT",39534.4567359113
2014,"QAT",30453.5522554477
2015,"QAT",28542.7112320405
2016,"QAT",22641.9904164754
2017,"QAT",21407.0863402784
2018,"QAT",26731.9585792168
2019,"QAT",18835.9539610567
2020,"QAT",15134.1203627557
2010,"ROU",84778.5570180586
2011,"ROU",91170.2242681871
2012,"ROU",75462.4918683919
2013,"ROU",80525.9396213954
2014,"ROU",80142.01389247
2015,"ROU",79222.1649191405
2016,"ROU",86767.4196807968
2017,"ROU",98672.5582033713
2018,"ROU",117417.280220366
2019,"ROU",116456.79527813
2020,"ROU",119546.899634456
2010,"RUS",369456.047356411
2011,"RUS",504330.753099939
2012,"RUS",507249.433278366
2013,"RUS",544260.721296723
2014,"RUS",486632.333183853
2015,"RUS",326410.797117726
2016,"RUS",381830.417862583
2017,"RUS",452802.388654341
2018,"RUS",430267.852985733
2019,"RUS",434362.457201938
2020,"RUS",423474.090792338
2010,"RWA",1518.62362271562
2011,"RWA",2653.10527551508
2012,"RWA",2207.56094629506
2013,"RWA",3006.22702137473
2014,"RWA",2361.2969955926
2015,"RWA",1981.95264870572
2016,"RWA",1896.38508385069
2017,"RWA",2251.02207573193
2018,"RWA",2437.30704849
2019,"RWA",2974.96622397101
2020,"RWA",1976.81757223778
2010,"SAU",130741.857126866
2011,"SAU",160520.87855861
2012,"SAU",178090.622635944
2013,"SAU",175649.409537991
2014,"SAU",168127.169369195
2015,"SAU",178475.156995937
2016,"SAU",157032.487374
2017,"SAU",149024.750236435
2018,"SAU",167531.780208466
2019,"SAU",188100.9234045
2020,"SAU",166376.041938422
2010,"SDN",45976.759068154
2011,"SDN",27825.8366592444
2012,"SDN",46788.3380026102
2013,"SDN",41846.9551473171
2014,"SDN",653746.867098489
2015,"SDN",668338.556696046
2016,"SDN",614201.154700179
2017,"SDN",586763.846765003
2018,"SDN",587409.304597371
2019,"SDN",935834.705651396
2020,"SDN",1739703.85073281
2010,"SEN",5362.48941708152
2011,"SEN",6005.86850569905
2012,"SEN",5903.10165073629
2013,"SEN",6844.71450966851
2014,"SEN",8538.24337450216
2015,"SEN",9805.14585395536
2016,"SEN",10025.902161606
2017,"SEN",9613.29221995136
2018,"SEN",9897.9029362758
2019,"SEN",9645.99860498976
2020,"SEN",11728.2672742846
2010,"SGP",46808.6930337025
2011,"SGP",60314.3396510956
2012,"SGP",52455.4662799059
2013,"SGP",47917.5039842267
2014,"SGP",45342.3510049901
2015,"SGP",47465.9853390361
2016,"SGP",52614.2247709691
2017,"SGP",44904.6015120212
2018,"SGP",50816.4056822758
2019,"SGP",56873.6291980914
2020,"SGP",62273.4456410446
2010,"SLB",74.662782021297
2011,"SLB",114.100993225227
2012,"SLB",102.961197146793
2013,"SLB",75.7349519434261
2014,"SLB",139.867740859449
2015,"SLB",96.2265173609632
2016,"SLB",227.431372778086
2017,"SLB",309.448157248717
2018,"SLB",200.461838356396
2019,"SLB",152.693504963249
2020,"SLB",395.967500211682
2010,"SLE",684.816507963185
2011,"SLE",22761.3199244647
2012,"SLE",585.464046334889
2013,"SLE",623.856951829004
2014,"SLE",816.666802179764
2015,"SLE",849.609175945908
2016,"SLE",673.091652877646
2017,"SLE",616.204243892494
2018,"SLE",744.35882176607
2019,"SLE",748.245404655942
2020,"SLE",904.443793569152
2010,"SLV",4215.8402493807
2011,"SLV",4755.5362763306
2012,"SLV",4949.615179725
2013,"SLV",4802.90810664844
2014,"SLV",4670.75686928133
2015,"SLV",4850.22797342753
2016,"SLV",5439.5646939778
2017,"SLV",5444.62232709263
2018,"SLV",6234.19263835195
2019,"SLV",5893.27057727725
2020,"SLV",5821.27029202642
2010,"SMR",82.2148975204655
2011,"SMR",82.2148975204655
2012,"SMR",82.2148975204655
2013,"SMR",82.2148975204655
2014,"SMR",82.2148975204655
2015,"SMR",54.064557091004
2016,"SMR",62.998887367437
2017,"SMR",89.0755230024402
2018,"SMR",104.427858391274
2019,"SMR",110.87362768807
2020,"SMR",71.8489315825677
2010,"SOM",911.764388027336
2011,"SOM",911.764388027336
2012,"SOM",911.764388027336
2013,"SOM",320.666330767675
2014,"SOM",376.309955765073
2015,"SOM",621.973391544629
2016,"SOM",1039.53214435674
2017,"SOM",1475.37156732607
2018,"SOM",1350.23012472371
2019,"SOM",1075.65398230443
2020,"SOM",1034.37760743037
2010,"SRB",21483.0135945667
2011,"SRB",24654.468503721
2012,"SRB",20277.0372844732
2013,"SRB",23627.1203346736
2014,"SRB",22344.384486287
2015,"SRB",21627.6695118335
2016,"SRB",27574.421436171
2017,"SRB",32574.1307850208
2018,"SRB",35558.9763237685
2019,"SRB",37401.6437782582
2020,"SRB",34841.2719753776
2010,"SSD",81.2772964272242
2011,"SSD",81.2772964272242
2012,"SSD",7.46468776001877
2013,"SSD",16.2904023551457
2014,"SSD",127.079319196587
2015,"SSD",174.274776397145
2016,"SSD",81.2772964272242
2017,"SSD",81.2772964272242
2018,"SSD",81.2772964272242
2019,"SSD",81.2772964272242
2020,"SSD",81.2772964272242
2010,"SUR",1419.80230988818
2011,"SUR",1419.80230988818
2012,"SUR",1419.80230988818
2013,"SUR",1419.80230988818
2014,"SUR",1419.80230988818
2015,"SUR",1419.80230988818
2016,"SUR",1419.80230988818
2017,"SUR",1419.80230988818
2018,"SUR",1419.80230988818
2019,"SUR",1419.80230988818
