Year,iso_code3,frac_lndu_initial_forests_mangroves
2015,LA,0.2045525584149946
2016,LA,0.2045525584149946
2017,LA,0.2045525584149946
2018,LA,0.2045525584149946
2019,LA,0.2045525584149946
