Year,iso_code3,frac_lndu_initial_forests_primary
2015,LA,0.23268772037574234
2016,LA,0.23268772037574234
2017,LA,0.23268772037574234
2018,LA,0.23268772037574234
2019,LA,0.23268772037574234
