Year,frac_agrc_initial_area_cropland_sugar_cane
2008,0.09809944756462131
2009,0.09767717761568971
2010,0.10058132301658258
2011,0.09823189094062425
2012,0.11069953094708469
2013,0.11087681317728271
2014,0.09848228411278592
2015,0.09467283269960373
2016,0.10381279008677087
2017,0.10178834534124549
2018,0.11121432528823222
2019,0.12241036341997891
2020,0.12867888016367546
2021,0.13082439491116513
2022,0.13616393345814468
2023,0.1413040359557883
