iso_alpha_3,year,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_mining_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne
CRI,2038,14114557.34,347168.366422358,291131.320578199,33567.7278490069,106903.8145638,1903064.4779571,768453.209986861,1000391.35923414,909122.375860564,11873.3170098679,32625.9204605792
CRI,2039,15088209.41,361131.255411358,288422.362854886,33989.4424901842,112401.491075718,1972446.59014631,879538.300173489,1015294.02925003,957086.684467681,11827.1703517024,32581.8009014162
CRI,2040,16129026.07,375655.722838302,285738.611804397,34416.455173558,118181.893205549,2044358.24221585,1006681.48876013,1030418.70195672,1007581.5378741,11781.2030464556,32537.7410044933
CRI,2041,17241640.47,390764.355027712,283079.832880305,34848.8324589494,124259.560509203,2118891.65637985,1152204.08208762,1045768.68449278,1060740.44487348,11735.4143970571,32493.7406891302
CRI,2042,18431005.36,406480.646711593,280445.793718623,35286.6417423772,130649.780259361,2196142.41709897,1318762.94697192,1061347.33326268,1116703.95803836,11689.8037091456,32449.7998747555
CRI,2043,19702415.17,422829.037564999,277836.264117494,35729.951266563,137368.625897845,2276209.59366159,1509399.01823208,1077158.05467072,1175620.04534227,11644.3702910587,32405.918480907
CRI,2044,21061529.52,439834.950211035,275251.016017074,36178.830131568,144432.997465451,2359195.86723395,1727592.81830846,1093204.30586586,1237644.48138823,11599.1134538222,32362.0964272311
CRI,2045,22514398.46,457524.829754402,272689.823479602,36633.3483055647,151860.664110947,2445207.66254236,1977328.00261571,1109489.59549766,1302941.25927801,11554.0325111394,32318.3336334829
CRI,2046,24067489.37,475926.184904946,270152.462669653,37093.5766357423,159670.308786151,2534355.28435629,2263164.09080495,1126017.48448345,1371683.02421125,11509.1267793813,32274.6300195262
CRI,2047,25727715.79,495067.630755175,267638.711834574,37559.5868593503,167881.575239516,2626753.05894734,2590319.71181993,1142791.586787,1444051.5299607,11464.3955775757,32230.9855053329
CRI,2048,27502468.15,514978.933278263,265148.351285108,38031.4516148799,176515.117426427,2722519.48070562,2964767.88258707,1159815.57020872,1520238.11943062,11419.8382273969,32187.4000109834
CRI,2049,29399646.68,535691.055615729,262681.163376192,38509.2444533874,185592.651460488,2821777.36410136,3393345.05988227,1177093.15718762,1600444.23056902,11375.4540531559,32143.8734566658
CRI,2050,31427696.61,557236.206226782,260236.932487933,38993.0398499575,195137.010236481,2924654.00118683,3883875.95637994,1194628.12561534,1684881.9289711,11331.2423817896,32100.4057626765
CUB,2010,2920817.571,158998.269918917,73065.9872699663,22970.9222869926,9849.47037824476,1004423.98041571,2015310.36920642,216899.8507903,112370.110792082,6009.08285364625,23448.7171651075
CUB,2011,2626392.8,138923.568378441,67489.7857184703,17961.192691319,0.0,1060013.43725817,1121113.20488265,165407.668600826,100834.190091708,5192.78761660722,20837.408378482
CUB,2012,4338635.183,146310.655344888,80364.4960989867,20100.2941605475,0.0,842823.149400883,680985.917467309,217170.079791,116449.879991998,7460.78312649693,26672.6683143342
CUB,2013,4441800.743,162265.885137576,90031.2817606979,20276.071520512,0.0,988718.632539235,475045.391054488,197520.960973916,117803.905674051,6251.53029955005,25356.3457025187
CUB,2014,1227117.868,152856.297611311,89822.5322499725,14352.5855613372,0.0,766479.787777832,331368.513226581,171076.083205598,116306.710076511,6804.5780381995,24238.0220092011
CUB,2015,1835803.177,211921.123737626,143817.836900742,24679.2515772375,0.0,1165458.5779439,199971.349400217,299451.432236236,186003.095032227,10384.1326704551,38120.9736172323
CUB,2016,2086809.124,175051.776765389,167425.475502547,28508.6212181106,0.0,1086316.69339049,256596.630779161,298091.283231234,190744.333218144,9878.74443285777,45179.0130775811
CUB,2017,1845907.847,194681.590167465,160029.553614816,24124.2271188636,0.0,1268793.99624649,171823.993870608,287972.688730631,198062.254117902,6869.60761026874,35526.0626419979
CUB,2018,2867952.932,180282.283399018,123128.222745551,26803.8555141544,0.0,1291046.44243895,5993582.32447173,242318.243204649,164609.583571745,6806.3153760862,22664.5491767063
CUB,2019,2377600.826,149156.512168826,149773.402020128,28063.2512493619,0.0,1324619.9485148,8996547.20618926,220221.600975248,194632.65539662,6029.57308320429,22997.197159663
CUB,2020,2116336.302,173916.059158507,134650.006696692,24124.7573397607,0.0,1223800.0238522,9231785.31873656,251201.258194865,182971.381520074,5926.74956678274,28764.3393120504
CUB,2021,2116336.0,173916.1,134650.0,24124.76,0.0,1223800.0,9231785.0,251201.3,182971.4,5926.75,28764.34
CUB,2022,2252059.77,177775.812354992,145938.5235939,24984.0833070689,0.0,1271138.54256952,39257611.3835074,262606.770976823,195190.238819736,6080.65999924443,30268.4462195128
CUB,2023,2396487.706,181721.18313645,158173.43237109,25874.0156873917,0.0,1320308.21572623,166940635.157609,274530.092650291,208225.052278692,6238.56684125553,31851.2031405392
CUB,2024,2550178.02,185754.113358065,171434.067523331,26795.6474353403,0.0,1371379.85053179,709905026.940438,286994.777363258,222130.331202198,6400.57431884847,33516.7234598877
CUB,2025,2713724.723,189876.54622264,185806.421894184,27750.1076815434,0.0,1424427.01790667,3018828500.31993,300025.405006174,236964.205315498,6566.78892020298,35269.3349299826
CUB,2026,2887759.918,194090.468058391,201383.6976272,28738.5657762321,0.0,1479526.1346123,12837386929.94,313647.671487707,252788.686249659,6737.31989885852,37113.5916042628
CUB,2027,3072956.249,198397.90927603,218266.910565124,29762.2327218618,0.0,1536756.57333273,54590217089.6856,327888.43940611,269669.926775432,6912.27934552706,39054.2856706112
CUB,2028,3270029.495,202800.945347085,236565.54531954,30822.3626567629,0.0,1596200.77701446,232141620266.09,342775.791021257,287678.497348751,7091.78226177076,41096.4599035606
CUB,2029,3479741.341,207301.697803931,256398.265258964,31920.2543916397,0.0,1657944.37762911,987168301075.459,358339.083631807,306889.681123965,7275.94663559297,43245.4207676341
CUB,2030,3702902.32,211902.335262019,277893.682019535,33057.2530007991,0.0,1722076.31952998,4197873925111.73,374609.007466692,327383.788668061,7464.89351899223,45506.7522058679
CUB,2031,3940374.943,216605.074464787,301191.189528434,34234.7514700589,0.0,1788688.98758034,17851206802259.3,391617.646205097,349246.493691521,7658.74710753027,47886.3301493448
CUB,2032,4193077.038,221412.18135176,326441.867948534,35454.1924033545,0.0,1857878.34023781,75911185038399.4,409398.540244276,372569.191199298,7857.63482196621,50390.3377854412
CUB,2033,4461985.293,226325.972150364,353809.463406194,36717.0697901351,0.0,1929744.0477867,322807756235550.0,427986.75283995,397449.379559138,8061.6873920108,53025.2816244596
CUB,2034,4748139.034,231348.814491954,383471.449855551,38024.9308357139,0.0,2004389.63591746,1372720600173988.0,447418.939249737,423991.068084432,8271.03894225557,55798.0084063975
CUB,2035,5052644.24,236483.128552626,415620.179965327,39379.3778568164,0.0,2081922.63485992,5837411926270540.0,467733.41901594,452305.211835485,8485.82708033347,58715.7228917807
CUB,2036,5376677.816,241731.388219337,450464.132491429,40782.0702446468,0.0,2162454.73428529,2.482324370498017e+16,488970.251530248,482510.175456817,8706.19298736893,61786.0065827925
CUB,2037,5721492.146,247096.122281908,488229.26422433,42234.7264978799,0.0,2246101.9442,1.0555935332638365e+17,511171.315029354,514732.227989559,8932.28151077683,65016.8374233414
CUB,2038,6088419.932,252579.915651481,529160.475278387,43739.1263280671,0.0,2332984.76206321,4.4888481163518426e+17,534380.389177266,549106.070727429,9164.24125947125,68416.61052926
CUB,2039,6478879.341,258185.410606018,573523.197225208,45297.1128400382,0.0,2423228.34636863,1.9088557078758868e+18,558643.241397158,585775.400322966,9402.22470154675,71994.1600024982
CUB,2040,6894379.492,263915.308063439,621605.114369848,46910.5947899675,0.0,2516962.69694081,8.11729427916503e+18,584007.717123014,624893.50949802,9646.38826449625,75758.7818859954
CUB,2041,7336526.284,269772.368883018,673718.029331994,48581.5489238732,0.0,2614322.84220558,3.4518306513532195e+19,610523.834149029,666623.927869718,9896.89243803151,79720.2583188786
CUB,2042,7807028.606,275759.415195654,730199.8850301,50312.0223994142,0.0,2715449.03370437,1.46787025772918e+20,638243.88126282,711141.105570819,10153.9018795736,83888.8829547503
CUB,2043,8307704.941,281879.331763677,791416.956180678,52104.1352939504,0.0,2820486.94813269,6.24203013169621e+20,667222.521356952,758631.14252227,10417.585522483,88275.487709117
CUB,2044,8840490.393,288135.067370818,857766.224524222,53960.0832019405,0.0,2929587.89719377,2.65438583279695e+21,697516.899222111,809292.566406612,10688.1166871,92891.4709054569
CUB,2045,9407444.166,294529.636243035,929677.953180681,55882.1399248594,0.0,3042909.0455697,1.12876163695136e+22,729186.754234491,863337.162594501,10965.6731946692,97748.8268930647
CUB,2046,10010757.53,301066.119500873,1007618.47682872,57872.6602569297,0.0,3160613.63732397,4.79999108385304e+22,762294.538159596,920990.859493744,11250.4374842219,102860.177213633
CUB,2047,10652762.27,307747.666644047,1092093.22580259,59934.0828700815,0.0,3282871.23106172,2.04116738652604e+23,796905.538304778,982494.673022001,11542.5967324939,108238.803397554
CUB,2048,11335939.73,314577.497068981,1183650.00371726,62068.9333016738,0.0,3409857.94418631,8.67994174787746e+23,833088.006263362,1048105.71415141,11842.3429769579,113898.681475163
CUB,2049,12062930.37,321558.901620023,1282882.5398768,64279.8270486389,0.0,3541756.70660409,3.69109310896707e+24,870913.292504221,1118098.26373708,12149.8732420502,119854.518292594
CUB,2050,12836544.01,328695.244175084,1390434.33950251,66569.4727718401,0.0,3678757.52424297,1.5696151811613e+25,910455.987072228,1192764.91912273,12465.3896686758,126121.789726619
CUW,2010,183910.4666,4107.01899112719,3559.15392401202,565.831420621282,11643.7915945854,19855.5903905268,37793.0235153457,6446.28562769654,3950.30355961749,130.346195349661,2302.88706918063
CUW,2011,304920.2387,2775.37547726589,4296.93774534175,1123.50169310888,7287.79604345595,21600.0501767913,36876.3224748066,6505.01065565167,3346.63549656559,95.2857232041797,2677.53444429
CUW,2012,234924.3472,2522.49548801723,3690.93819565976,674.679385639202,54825.1203347799,23816.8083373018,128490.980599174,6894.12933074178,3564.49876301324,131.511568306625,3386.81983266477
CUW,2013,152832.3118,3053.6031108205,2985.67007166455,384.644781002024,4788.85712857818,20620.9264447079,7955.32267408745,6560.71725108036,2945.9215743229,138.683033916833,2413.77983577833
CUW,2014,153892.1722,3677.13768353877,3944.32968180796,418.992657803996,5501.64025721449,15218.8195925365,4389.09553150942,6441.16116334372,6571.31155061468,131.826935557861,2118.11068005124
CUW,2015,138154.8527,5764.40890090375,3672.64535676034,807.159061451329,6929.82780871418,17844.6784581552,34094.7256357468,6944.50334795253,5074.48917999144,150.432684828625,2089.29931364036
CUW,2016,135851.8154,6528.11599584984,3028.80584536752,302.537972190845,0.0,19139.6067258014,21194.6978636057,6196.68369343088,3169.61322242864,135.044067627249,1737.88837393426
CUW,2017,166797.5285,4427.99628149431,3294.75057148224,249.304393152704,2173.29958935543,20748.2429983937,31550.0198284904,5581.79395167487,2979.65513038591,129.639354006256,1696.77700390548
CUW,2018,183910.4666,4107.01899112719,3559.15392401202,565.831420621282,11643.7915945854,19855.5903905268,37793.0235153457,6446.28562769654,3950.30355961749,130.346195349661,2302.88706918063
CUW,2019,183910.4666,4107.01899112719,3559.15392401202,565.831420621282,11643.7915945854,19855.5903905268,37793.0235153457,6446.28562769654,3950.30355961749,130.346195349661,2302.88706918063
CUW,2020,183910.4666,4107.01899112719,3559.15392401202,565.831420621282,11643.7915945854,19855.5903905268,37793.0235153457,6446.28562769654,3950.30355961749,130.346195349661,2302.88706918063
CUW,2021,183910.5,4107.019,3559.154,565.8314,11643.79,19855.59,37793.02,6446.286,3950.304,130.3462,2302.887
CUW,2022,189379.5758,4232.41559452154,3601.91219554794,658.652315962395,inf,20015.3443065635,68593.9662534405,6464.62642499289,4199.98527959317,131.917758012022,2341.93311369819
CUW,2023,195011.2893,4361.64083115982,3645.18407026978,766.699892092638,inf,20176.3839659402,124497.386194015,6483.01903060403,4465.44781080123,133.508263984054,2381.64126552284
CUW,2024,200810.477,4494.81160703243,3688.97579529342,892.471961745026,inf,20338.7193198348,225961.553409434,6501.46396529329,4747.68905688189,135.117946367853,2422.02268052145
CUW,2025,206782.1192,4632.04838839082,3733.29361588415,1038.87611139089,inf,20502.3607931594,410118.036852883,6519.96137794291,5047.76952634266,136.747036369574,2463.08877406543
CUW,2026,212931.3444,4773.47531959402,3778.14385233523,1209.2968979198,inf,20667.3188947029,744360.275516853,6538.51141785871,5366.81675775287,138.395767982976,2504.85115507713
CUW,2027,219263.4334,4919.22033540956,3823.53290086935,1407.67409249648,inf,20833.6042178058,1351006.71021275,6557.11423477133,5706.02955641794,140.064378023035,2547.32162931151
CUW,2028,225783.8242,5069.41527674329,3869.46723455071,1638.59375980738,inf,21001.2274410408,2452064.12952723,6575.76997883739,6066.68249883526,141.753106159957,2590.51220269351
CUW,2029,232498.1164,5224.19600990257,3915.95340420823,1907.3942782579,inf,21170.1993288983,4450472.71035929,6594.47880064073,6450.13072185676,143.462194953605,2634.435084712
CUW,2030,239412.0762,5383.70254950095,3962.99803936977,2220.28975208514,inf,21340.5307324778,8077564.98174115,6613.24085119362,6857.81501455333,145.191889888337,2679.10269187125
CUW,2031,246531.6413,5548.07918511534,4010.60784920757,2584.51366841509,inf,21512.2325901845,14660702.4198523,6632.05628193796,7291.26723191356,146.942439408266,2724.52765120097
CUW,2032,253862.926,5717.47461181031,4058.78962349509,3008.4861203144,inf,21685.3159284322,26609033.2828411,6650.92524474655,7752.11605071838,148.714094952947,2770.72280382576
CUW,2033,261412.2262,5892.04206464761,4107.55023357527,3502.00846168276,inf,21859.7918623509,48295138.3890433,6669.84789192425,8242.09308921925,150.50711099349,2817.70120859523
CUW,2034,269186.0252,6071.9394573026,4156.89663334055,4076.48989399891,inf,22035.6715965009,87655209.6885423,6688.82437620928,8763.03941361411,152.321745069113,2865.47614577553
CUW,2035,277190.9992,6257.32952491289,4206.8358602245,4745.21122313056,inf,22212.9664255923,159093358.914268,6707.8548507744,9316.91245576899,154.158257824134,2914.06112080357
CUW,2036,285434.0226,6448.37997128852,4257.37503620552,5523.63188371252,inf,22391.6877352103,288752909.730734,6726.93946922816,9905.79336817826,156.016913045405,2963.46986810483
CUW,2037,293922.1747,6645.26362061678,4308.52136882248,6429.74732885269,inf,22571.8470025463,524083742.068052,6746.07838561616,10531.8948437995,157.897977700204,3013.71635497595
CUW,2038,302662.7449,6848.15857379894,4360.28215220262,7484.50504726646,inf,22753.455797135,951206929.676242,6765.27175442225,11197.5694301454,159.80172197458,3064.81478553311
CUW,2039,311663.2396,7057.24836956027,4412.66476810181,8712.28882528309,inf,22936.5257815975,1726431389.55952,6784.51973056983,11905.3183688732,161.728419312163,3116.77960472737
CUW,2040,320931.3884,7272.72215047913,4465.67668695724,10141.4824488461,inf,23121.06871239,3133456296.2771,6803.82246942307,12657.8009940849,163.678346453434,3169.62550242812
CUW,2041,330475.1506,7494.77483408529,4519.32546895285,11805.1258771154,inf,23307.0964405589,5687192911.37523,6823.18012678816,13457.8447246532,165.651783475483,3223.36741757571
CUW,2042,340302.7223,7723.6072891823,4573.61876509745,13741.6790570295,inf,23494.6209125021,10322200200.981,6842.59285891459,14308.4556881177,167.649013832229,3278.02054240454
CUW,2043,350422.5435,7959.42651755335,4628.56431831592,15995.9110366169,inf,23683.6541707355,18734693661.6165,6862.06082249638,15212.830016071,169.670324395142,3333.60032673774
CUW,2044,360843.3048,8202.44584121503,4684.16996455342,18619.934931494,inf,23874.2083546674,34003288035.5545,6881.58417467338,16174.3658534765,171.716005494441,3390.12248235463
CUW,2045,371573.9557,8452.88509538838,4740.44363389285,21674.412670802,inf,24066.2957013768,61715639343.3719,6901.1630730325,17196.6761270413,173.7863509608,3447.6029874323
CUW,2046,382623.7115,8710.97082736177,4797.39335168589,25229.9573737838,inf,24259.9285464006,112013289290.688,6920.79767560903,18283.6021206228,175.88165816755,3506.05809106244
CUW,2047,394002.0616,8976.93650142553,4855.02723969741,29368.7657770057,inf,24455.1193245245,203303038115.036,6940.48814088787,19439.227908676,178.002228073392,3565.50431784476
CUW,2048,405718.7778,9251.0227100637,4913.3535172638,34186.5184505171,inf,24651.8805705824,368993050454.415,6960.23462780484,20667.8957019753,180.148365265626,3625.95847255837
CUW,2049,417783.9221,9533.47739159389,4972.38050246515,39794.5917319616,inf,24850.2249202612,669718822433.99,6980.03729574792,21974.2221632723,182.320378003901,3687.43764491221
CUW,2050,430207.8562,9824.55605445229,5032.11661331147,46322.6325139157,inf,25050.1651109119,1215533193836.61,6999.89630455861,23363.1157541936,184.518578264491,3749.9592143762
CYM,2010,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2011,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2012,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2013,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2014,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2015,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2016,229942.4406,835.818091281637,4289.13287765618,1111.70497687873,999.208855423025,34351.9746457764,11185.788834978,45588.6012769648,3246.60193668735,151.066632825897,1511.67221410569
CYM,2017,302138.535,626.662007346784,4044.67776676249,1082.13089250948,0.0,30406.3152144874,43596.8396612064,95326.9521322755,2664.3895368266,145.250433672765,1569.33741534572
CYM,2018,160599.0231,813.907412037735,4694.32386729039,1348.11873240195,0.0,31389.202499411,425.97391213988,46590.0288258364,3185.62607313598,148.819307728931,1382.23103943046
CYM,2019,185954.8243,478.024759349741,4265.08541128955,1075.73336136763,1757.20580938642,33500.3372600558,277.742039738817,16599.6114110375,3435.93436531872,135.934359270567,1592.4239776012
CYM,2020,271077.38,1424.67818639229,4152.44446528231,940.836921235834,2239.62961230568,42112.0436091514,442.59972682701,23837.81273871,3700.45777146811,174.262430631325,1502.69642404536
CYM,2021,271077.4,1424.678,4152.444,940.8369,2239.63,42112.04,442.5997,23837.81,3700.458,174.2624,1502.696
CYM,2022,283578.3415,1654.93754378514,4146.53743492864,930.65230179502,inf,43130.2473867382,537.885736590289,24724.8218230649,3764.05503034671,177.424366572444,1504.89619203372
CYM,2023,296655.7734,1922.41213370994,4140.63927153853,920.577952285214,inf,44173.0735352938,653.685634281446,25644.8396132995,3828.74505574132,180.643706580611,1507.09960550742
CYM,2024,310336.2811,2233.1165461281,4134.74949787888,910.612658023915,inf,45241.1136912341,794.415764163343,26599.0915323138,3894.54686068001,183.921461057367,1509.30624513783
CYM,2025,324647.6758,2594.03767857382,4128.86810201586,900.755238483564,inf,46334.9774922913,965.443285356807,27588.8514419678,3961.4795524942,187.258689924974,1511.51611564856
CYM,2026,339619.0515,3013.29166609232,4122.99507203265,891.004525915864,inf,47455.2893163444,1173.29083747751,28615.4406048903,4029.56256689886,190.656472337832,1513.72922177015
CYM,2027,355280.8436,3500.30639105193,4117.13039602934,881.359365213438,inf,48602.688637814,1425.885300761,29680.2294482761,4098.81567363621,194.115907031446,1515.94556824006
CYM,2028,371664.8912,4066.03349058729,4111.27406212299,871.818613772997,inf,49777.8303926745,1732.8601110509,30784.639393313,4169.25898221634,197.638112677719,1518.16515980268
CYM,2029,388804.5017,4723.19462914474,4105.42605844753,862.381141359977,inf,50981.3853522923,2105.92265932522,31930.1447526835,4240.91294775664,201.224228246699,1520.38800120937
CYM,2030,406734.5184,5486.56757412972,4099.58637315378,853.045829974652,inf,52214.0405063016,2559.30078762667,33118.2746986729,4313.79837692142,204.875413374885,1522.61409721843
CYM,2031,425491.3916,6373.31850771996,4093.75499440943,843.811573719688,inf,53476.4994547392,3110.285409838,34350.6153045102,4387.93643396373,208.592848740214,1524.84345259511
CYM,2032,445113.2522,7403.38804763355,4087.93191039898,834.677278669136,inf,54769.4828096589,3779.88995174815,35628.8116616694,4463.34864687096,212.377736443857,1527.07607211168
CYM,2033,465639.99,8599.93965740957,4082.11710932374,825.641862738838,inf,56093.7286064578,4593.65176010351,36954.5700759555,4540.05691361605,216.231300398944,1529.31196054736
CYM,2034,487113.334,9989.88052972943,4076.31057940181,816.704255558246,inf,57449.9927251464,5582.60604474552,38329.6603453071,4618.08350851621,220.15478672633,1531.55112268838
CYM,2035,509576.9377,11604.4666560286,4070.51230886804,807.863398343612,inf,58839.0493218061,6784.46949799411,39755.9181223575,4697.45108870081,224.149464157562,1533.79356332799
CYM,2036,533076.4676,13480.0056887693,4064.72228597402,799.118243772571,inf,60261.6912704772,8245.07873209791,41235.2473649067,4778.18270069055,228.216624445137,1536.03928726643
CYM,2037,557659.6962,15658.6734018365,4058.94049898806,790.467755860061,inf,61718.7306157317,10020.1383938114,42769.6228775766,4860.30178708957,232.35758278022,1538.28829931099
CYM,2038,583376.5993,18189.4621090304,4053.16693619514,781.910909835604,inf,63210.9990361892,12177.3456256113,44361.0929480419,4943.83219339272,236.573678217933,1540.54060427601
CYM,2039,610279.457,21129.2823680099,4047.40158589693,773.446692021904,inf,64739.3483192385,14798.9718961547,46011.7820813555,5028.79817490967,240.866274110365,1542.79620698284
CYM,2040,638422.9605,24544.2427440145,4041.6444364117,765.074099714763,inf,66304.6508472392,17985.0006657079,47723.8938360195,5115.22440380815,245.236758547433,1545.05511225992
CYM,2041,667864.3232,28511.1364117686,4035.89547607437,756.792141064298,inf,67907.8000954768,21856.9405506853,49499.713765587,5203.13597627817,249.686544805751,1547.31732494276
CYM,2042,698663.3969,33119.1680252068,4030.15469323644,748.599834957441,inf,69549.7111421597,26562.4594135864,51341.6124697215,5292.55841981933,254.217071805636,1549.58284987393
CYM,2043,730882.7933,38471.9596876229,4024.42207626599,740.496210901713,inf,71231.3211907456,32281.0161130399,53252.0487587874,5383.51770065349,258.829804576412,1551.85169190311
CYM,2044,764588.0119,44689.8811310596,4018.69761354762,732.480308910258,inf,72953.5901048979,39230.704697372,55233.5729361961,5476.0402312647,263.526234730151,1554.12385588707
CYM,2045,799847.5724,51912.756504337,4012.98129348248,724.551179388116,inf,74717.5009563758,47676.5720652365,57288.8302028881,5570.15287806885,268.307880944015,1556.39934668969
CYM,2046,836733.1544,60303.0086380248,4007.27310448822,716.707883019731,inf,76524.0605861729,57940.7263118564,59420.5641884983,5665.88296921496,273.176289451348,1558.67816918198
CYM,2047,875319.7432,70049.3114923281,4001.57303499893,708.949490657678,inf,78374.3001792213,70414.6212725161,61631.6206139159,5763.25830252076,278.13303454168,1560.96032824207
CYM,2048,915685.7821,81370.8329215121,3995.88107346518,701.275083212589,inf,80269.2758529934,85573.9857706491,63924.9510901297,5862.30715354443,283.179719069801,1563.24582875524
CYM,2049,957913.3317,94522.1631630997,3990.19720835397,693.68375154428,inf,82210.0692603334,103996.966941488,66303.6170584293,5963.05828379526,288.317974974074,1565.53467561394
CYM,2050,1002088.237,109799.039880169,3984.52142814869,686.174596354042,inf,84197.7882068657,126386.179580506,68770.7938772224,6065.54094908528,293.549463804154,1567.82687371774
CYP,2010,1836184.978,64123.0438250764,76505.6804432352,6905.37220789925,26693.9363649902,394793.708382083,74560.6411544928,137783.17255289,47071.4510567793,2117.59825215896,20886.7116704407
CYP,2011,1511925.998,75741.811919304,84931.4032485784,7136.19786779843,15760.0363650023,430671.206129664,70773.3854098138,169692.892859418,49059.3765012549,1962.30413849295,21134.6980547181
CYP,2012,2028826.475,72134.6705262792,86278.7896697978,6034.82679286383,578.496733347732,352313.010256002,276705.237878659,135113.556200343,45409.3199622351,2023.15672604544,18704.5939433636
CYP,2013,3656640.327,64276.5987567949,74588.1080398283,5020.26354564109,171752.347139435,358168.842349506,42850.5977066773,121237.693050865,37924.9309817634,2042.52826458314,18306.2072318172
CYP,2014,3227180.568,52355.9759558847,56438.1997778497,3689.25039389318,3013.94368300791,189436.705073425,51140.6930227393,90546.5168854705,29004.0247311339,1603.93943039361,14380.3618283848
CYP,2015,3368693.863,51278.8720498863,45359.6746025415,3869.96904033163,2045.85478504347,177992.635739815,146692.748787007,81096.3985371972,36350.3633518975,1592.61047969408,13718.4093424074
CYP,2016,2982295.905,50379.5664052109,42118.1615368195,4188.83656352641,247.898047651624,160420.399059582,43069.2400481962,72163.8932623839,32664.1053441372,1491.59795940526,15226.9312493323
CYP,2017,2110188.812,40935.9790947384,38324.4504734712,4621.46298158947,0.0,229961.273244954,124208.081057998,71080.7885219494,35744.6892999887,1477.47979223484,14522.6060355063
CYP,2018,2622117.513,42783.8432238111,40251.3264204321,4680.56400235111,789.089813977626,394484.69420937,32722.035340611,75957.9936267608,36828.9126489761,1656.91074735297,14175.7953844197
CYP,2019,2629781.543,54832.4675528891,40132.5727265256,4540.03422282847,0.0,250237.520360871,237492.563886565,70915.8649514675,38281.8075200332,1594.27239930577,13179.336820006
CYP,2020,2390910.25,37834.920474282,30076.8096323159,3340.46920363528,75366.0353773217,219652.966617186,1031923.59844019,56770.8163855654,27404.0983637615,1397.93869744179,10391.9599731141
CYP,2021,2390910.0,37834.92,30076.81,3340.469,75366.04,219653.0,1031924.0,56770.82,27404.1,1397.939,10391.96
CYP,2022,2544308.943,36436.478475163,27628.8467041441,3139.72391830556,inf,218694.663428044,2488959.56593179,52485.87204804,26306.8620881292,1346.64280322294,9740.53448589638
CYP,2023,2707549.843,35089.7256732937,25380.1240956436,2951.04258808569,inf,217740.508037248,6003271.28823768,48524.343397598,25253.5566912925,1297.22887727728,9129.94392500901
CYP,2024,2881264.154,33792.7510932847,23314.4258972508,2773.70003965042,inf,216790.515585297,14479651.1174688,44861.8230066341,24242.4247872612,1249.62815381674,8557.6285566775
CYP,2025,3066123.842,32543.7148493246,21416.8556808474,2607.01487027585,inf,215844.66790947,34924341.4826856,41475.7423297394,23271.7777836282,1203.77409889994,8021.18908019362
CYP,2026,3262843.984,31340.8450608395,19673.7294444095,2450.34662605262,inf,214902.946926286,84236119.924722,38345.2362501753,22339.9946978553,1159.60261999256,7518.37659628418
CYP,2027,3472185.539,30182.4353389064,18072.4769321746,2303.09334107179,inf,213965.334631163,203174164.457474,35451.0145084846,21445.5194502289,1117.05197638197,7047.08317911754
CYP,2028,3694958.287,29066.8423655728,16601.5509863989,2164.68922449314,inf,213031.813098074,490047988.201292,32775.2428354132,20586.8582652035,1076.06269287911,6605.33303930872
CYP,2029,3932023.962,27992.4835626493,15250.344277011,2034.60248660874,inf,212102.364479198,1181976219.17819,30301.4330566819,19762.5771767936,1036.577476687,6191.27424087634
CYP,2030,4184299.589,26957.8348466661,14009.1128086708,1912.33329554905,inf,211176.971004587,2850879539.02366,28014.3414924296,18971.2996338475,998.541137319685,5803.17093742643
CYP,2031,4452761.025,25961.4284668118,12868.9056536191,1797.41185678042,inf,210255.614981822,6876207840.86052,25899.875025264,18211.7042012036,961.900509459711,5439.39609501516
CYP,2032,4738446.74,25001.8509227843,11821.5004035978,1689.39660801508,inf,209338.278795673,16585139295.9607,23945.0042581071,17482.5223528912,926.604378646275,5098.42467118284
