iso_code3,Region,Year,frac_inen_energy_paper_furnace_gas
LA,louisiana,2021,0.0291505140664945
LA,louisiana,2022,0.0304922585511427
LA,louisiana,2023,0.0314391587085332
LA,louisiana,2024,0.0318054169460677
LA,louisiana,2025,0.0318289249326004
LA,louisiana,2026,0.0316101223804855
LA,louisiana,2027,0.031381682539239
LA,louisiana,2028,0.0312844090221143
LA,louisiana,2029,0.0313377833878467
LA,louisiana,2030,0.0314766755340472
LA,louisiana,2031,0.0316238333331499
LA,louisiana,2032,0.0317317431562719
LA,louisiana,2033,0.0317907551625954
LA,louisiana,2034,0.0318154923304331
LA,louisiana,2035,0.0318268267883857
LA,louisiana,2036,0.0318397119399514
LA,louisiana,2037,0.031859535793739
LA,louisiana,2038,0.0318844998376163
LA,louisiana,2039,0.0319100628707615
LA,louisiana,2040,0.0319324661942785
LA,louisiana,2041,0.0319501968467823
LA,louisiana,2042,0.031963718901707
LA,louisiana,2043,0.03197442596396
LA,louisiana,2044,0.0319836626213887
LA,louisiana,2045,0.0319922247633915
LA,louisiana,2046,0.0320003360049423
LA,louisiana,2047,0.0320078841463077
LA,louisiana,2048,0.0320146878660697
LA,louisiana,2049,0.0320137412758533
LA,louisiana,2050,0.0311420445240629
