iso_code3,Region,Year,frac_inen_energy_mining_electricity
LA,louisiana,2021,0.1223926237202259
LA,louisiana,2022,0.1245904177943946
LA,louisiana,2023,0.1259445358829775
LA,louisiana,2024,0.1271925026277651
LA,louisiana,2025,0.1284485957832148
LA,louisiana,2026,0.1297145413122542
LA,louisiana,2027,0.1309576903703918
LA,louisiana,2028,0.1321598075243747
LA,louisiana,2029,0.1333279943727231
LA,louisiana,2030,0.134460523845432
LA,louisiana,2031,0.1355582699153888
LA,louisiana,2032,0.1366233307383141
LA,louisiana,2033,0.1376582516355596
LA,louisiana,2034,0.1381031876995229
LA,louisiana,2035,0.1382843487602604
LA,louisiana,2036,0.1384581723251736
LA,louisiana,2037,0.1386261357113153
LA,louisiana,2038,0.1387892224203672
LA,louisiana,2039,0.1389480552782628
LA,louisiana,2040,0.1391030066008302
LA,louisiana,2041,0.139254284686546
LA,louisiana,2042,0.1394019984986708
LA,louisiana,2043,0.139546203673003
LA,louisiana,2044,0.1396869334237087
LA,louisiana,2045,0.1398242178358752
LA,louisiana,2046,0.1399580946570109
LA,louisiana,2047,0.1400886141889231
LA,louisiana,2048,0.1402158403405867
LA,louisiana,2049,0.1403398493952018
LA,louisiana,2050,0.1404607276043404
