"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Heavily indebted poor countries (HIPC)","HPC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","145.7000006883","160.1999982148","164.5999997781","189.2000023051","245.200002983","263.7000007931","296.1000010671","317.7000005395","355.7999991105","435.5000033606","441.0000011027","466.6000015512","472.8000008016","435.6999998241","473.5999946744","508.7000010534","463.8000062854","507.7000012921","488.1999927907","513.0000008196","480.4000028221","401.7000051292","408.6999993027","422.1000022815","481.2999979183","488.2999998254","496.1999954951","504.2999965324","453.9999955296","427.8999992313","402.358","318.929000095367","","","","","","","","","664.206385216808","772.913921664435","981.170513825706","1105.34181598919","1205.64157289699","1409.54022344994","1656.10942148881","2232.62065745406","2251.87040227301","2628.86208256093","3034.79788759516","",
"Croatia","HRV","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1000000238","1.7999999523","2.2999999523","2.4000000954","2.2999999523","2","3.374","3.219","3.775","3.997","3.953","3.906","3.582","3.999","3.336","2.218","2.326","1.921","1.516001","1.67474","1.738189","1.47223","0.97639","0.77532","0.65658","0.58275","0.52979","0.4406","0.17935","",
"Haiti","HTI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1.7999999523","1.8999999762","1.8999999762","2","1.7999999523","1.8999999762","1.8999999762","2.7999999523","2.7999999523","2.7999999523","5","4.8000001907","4.8000001907","4.8000001907","4.8000001907","3.9000000954","3.9000000954","3.9000000954","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","",
"Hungary","HUN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","6.1999998093","7.5999999046","5.9000000954","5.8000001907","6","5.5999999046","5.1999998093","5.5","5.9000000954","7.8000001907","9.1999998093","9.6999998093","9.1999998093","8.8000001907","8.6000003815","10.3000001907","8.8000001907","7.3000001907","5.8000001907","5.8000001907","6.3000001907","5","6.5","10.5","17.7000007629","28.5","29.2999992371","34.9000015259","37","39.9000015259","50.852","32.294","25.151","28.37","23.996","21.429","20","27.161","11.755","9.804","5.60895570713066","5.85295","0.467678756906942","0","","","","","0","0","0","",
"IBRD only","IBD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1987.5999929458","2264.6999936851","2667.6000202226","2958.1999815852","3253.0999953673","3411.6000349074","3803.1999787239","4236.4000064879","4495.2000307144","4837.9999591408","5390.7000496093","5249.6000359431","5544.9000458792","6353.9000315742","6826.0999941453","7162.6000031606","7556.4000570848","7763.1999375817","8676.7000750969","10221.9000855762","11542.9998976439","12144.7001060398","12525.4999963489","14466.2000401095","14299.4738410063","15180.5189415248","17167.824","16727.489","17723.792","19075.058","22228.608","22979.967","23965.826","27357.005","28692.881","30844.416","38431.2973820381","38401.6245423159","37859.0888345316","39556.6995580717","42547.5681912905","44193.1304611531","46825.7018575841","52670.0440726109","56808.0901096218","57882.8300724096","43118.365212647","",
"IDA & IBRD total","IBT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2358.6999970747","2693.7999977551","3152.300027505","3465.9999870958","3829.200000495","4097.8000333982","4525.2999770118","5005.6000062898","5276.8000361397","5611.4999636485","6268.0000486453","6215.7000286729","6505.1000562834","7459.2000251341","8011.199976079","8370.7000142857","8725.4000633206","8878.1999315916","9844.6000796327","11382.0000775831","12930.5999082252","13562.7000987009","13910.1999977449","15879.5000580773","15649.1738282241","16560.4189302209","18627.697","18122.9230000954","18860.473","20230.393","23565.768","24416.51","25504.911","28655.998","30033.78","32206.223","40166.4573612757","40147.9433776252","39803.6868164163","41697.299386573","44664.8023495325","46345.7463173601","49241.2309169665","55754.8651449556","59885.6339372007","61404.6847456815","46577.4707243541","",
"IDA total","IDA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","233.399998985","242.3999995814","235.9999996723","289.3000005781","371.1000041289","429.10000407","484.7000072824","507.8000055106","576.1000051277","686.1999984908","722.0999982879","769.1999998019","781.6000054253","773.5000045077","877.299999036","966.099992729801","960.2000104042","1105.2999935599","1185.0999819337","1208.1000111251","1169.0000062358","1114.9999940099","1167.9000045358","1160.0999920069","1387.6000105813","1417.9999926611","1384.700001396","1413.3000179678","1349.6999872178","1379.8999886961","1459.873","1395.43400009537","1136.681","1155.335","1337.16","1436.543","1539.085","1298.993","1340.899","1361.807","1735.15997923767","1746.31883530935","1944.5979818847","2140.59982850129","2117.23415824198","2152.61585620708","2415.52905938233","3084.82107234477","3077.54382757883","3521.85467327182","3459.10551170716","",
"IDA blend","IDB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","96.6999984979","93.6000017226","80.5","111.9999983907","136.4000018836","171.3000030518","189.8000055328","206.6000054851","254.3000041992","274.3999967128","323.5999948531","355.9999988674","362.1000064014","378.6000054479","434.300005585","470.6999904216","472.0000007749","560.099995613","630.0999889374","621.4000120162","613.1000024079","592.9999877812","665.900007069","686.3999908565","759.4000061155","809.599992931","793.800005734","723.6000190974","786.0999864638","799.7999836206","836.818","879.678","703.265","693.35","831.251","904.077","964.051","848.285","849.324","775.633","900.859807778356","807.578006600242","801.88500620382","801.11403075158","692.12605892206","671.638792939681","688.680837841243","775.929255926539","765.047312353649","730.104234819972","305.439223664","",
"Indonesia","IDN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","14.1999998093","17.6000003815","19.8999996185","27.7000007629","41.2999992371","42.9000015259","43.5999984741","52.0999984741","58.9000015259","79.8000030518","121.9000015259","156","177.8999938965","189","169.8000030518","153.1000061035","222","340.200012207","455","438.200012207","458.6000061035","475.5","504.1000061035","615.5","733.700012207","782.5999755859","749.4000244141","710","429.3999938965","362","408.542","408.372","405.498","424.362","434.101","439.773","469.222","484.52","394.583","276.918","665.663628453711","754.297938393013","880.340263956616","768.23502","902.116486410853","758.705163350469","974.556289","1052.36048","1131.913455454","981.74186","674.799378544","",
"IDA only","IDX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","136.7000004871","148.7999978588","155.4999996723","177.3000021874","234.7000022453","257.8000010182","294.9000017496","301.2000000255","321.8000009285","411.800001778","398.5000034348","413.2000009345","419.4999990239","394.8999990598","442.999993451","495.4000023082","488.2000096293","545.1999979469","554.9999929963","586.6999991089","555.9000038279","522.0000062287","501.9999974668","473.7000011504","628.2000044658","608.3999997301","590.899995662","689.6999988704","563.600000754","580.1000050755","623.055","515.756000095367","433.416","461.985","505.909","532.466","575.034","","","","834.300171459314","938.740828709105","1142.71297568088","1339.48579774971","1425.10809931992","1480.9770632674","1726.84822154109","2308.89181641823","2312.49651522518","2791.75043845185","3153.66628804316","",
"Isle of Man","IMN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","96.3000030518","108.4000015259","131.1000061035","176.5","144.6999969482","211.3000030518","250.6999969482","275.8999938965","297.700012207","297.6000061035","366","411.3999938965","409.8999938965","461.6000061035","545.5","489.700012207","539.700012207","645.200012207","646.299987793","680.5999755859","662.9000244141","493.1000061035","429.3999938965","372.3999938965","563.5999755859","653.9000244141","565","528","531.299987793","531.200012207","547.652","515.37","546.34","579.85","708.475","774.04","842.55","967.684","1233.937","1235.158","1630.96414222155","1702.702702","1579.229879","1733.76172","1851.32674","1833.847614","1893.8815","2407.098107","2703.96417383","1938.232596","875.122843","",
"Not classified","INX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","57.7000007629","64.8000030518","78.3000030518","86.8000030518","88.1999969482","68.6999969482","74.9000015259","85.8000030518","85.6999969482","98.4000015259","89.3000030518","83.9000015259","75.8000030518","84.9000015259","98.0999984741","81.5","75","80.8000030518","95.8000030518","117.5","128.3000030518","115.4000015259","109.5","97.4000015259","101.1999969482","107","102.0999984741","122.0999984741","129.6000061035","138","167.595","158.778","116.063","121.788","124.11","106.997","130.503","125.283","122.241","120.852","138.475121701","123.452121701029","123.110099893906","118.253832","126.164748","138.58","118.207","154.38504","168.7117","174.5404","131.775022","",
"Iran, Islamic Rep.","IRN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","8","11.1000003815","11.8999996185","15","18.7999992371","38.5","70.8000030518","77.1999969482","87.3000030518","33.2999992371","20.2999992371","35.5999984741","42.0999984741","74.6999969482","90.3000030518","104.3000030518","132","137.8000030518","120.5999984741","92.3000030518","113.6999969482","86.0999984741","66.5","60","78.8000030518","107.9000015259","109.5999984741","120.1999969482","102.3000030518","107.0999984741","73.719","152.139","75.457","157.374","89.034","98.218","91.86","95.425","97.324","95.769","96.5379373693632","85.8763078604792","66.2338138748408","84.4590590839086","96.4385837752481","95.9107033490603","139.17528859407","325.668724283288","169.797251","152.258660678818","202.106472273","",
"Iraq","IRQ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.7999999523","2","2.2999999523","2.2999999523","4.9000000954","6.3000001907","13.8000001907","30","38.2000007629","46.5999984741","52","49.2000007629","53.7000007629","44.2999992371","52","54.5999984741","59.2000007629","59.5","70.4000015259","72.9000015259","42.7999992371","","","","","","","","","","","","","","","","","","","","11.718644551","14.5213731897664","15.3356283184479","10.619112","10.619112","1.218202664","0.9519664068","15.587857428","16.199317","0","0","",
"Iceland","ISL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","10.6999998093","17.7000007629","17.5","29.2000007629","28","20.6000003815","27.3999996185","28.2000007629","34.2000007629","38.4000015259","22.6000003815","25","19.1000003815","23.2000007629","24.7000007629","17.8999996185","20.1000003815","25.7999992371","34.2999992371","33.0999984741","35.5","31.1000003815","30.7999992371","35.2999992371","40.7999992371","45.0999984741","52.9000015259","55.5999984741","54","55.4000015259","99.598","101.24","92.146","75.356","117.325","121.548","138.614","141.386","127.4","133.082","79.124198","82.068191","98.30421","99.153358","96.01941","107.696809","128.008190221","166.75235","163.646108143","138.653502","135.059286","",
"Israel","ISR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","98.4000015259","114.9000015259","105","129.5","143.6000061035","131","126.9000015259","174.1000061035","201","286.3999938965","295","298.200012207","297.1000061035","354.6000061035","529.5999755859","592.0999755859","571","642.700012207","754.4000244141","816.799987793","831.5","863.299987793","844.299987793","861.799987793","956.5","1071.3000488281","1112.9000244141","1135.8000488281","1117.3000488281","1034.3000488281","885.704","857.561","1322.718","1394.397","1354.537","1213.475","1124.374","1132.878","901.863","984.612","856.431","883.418","810.909456005204","801.730584","651.238996","758.633996","783.925","912.898","994.542","889.334","816.628","",
"Italy","ITA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","275.200012207","302.200012207","282.200012207","406.3999938965","437.6000061035","396.6000061035","443.8999938965","503.8999938965","490.1000061035","483.1000061035","522.9000244141","475.700012207","566","614.4000244141","689.4000244141","756.5999755859","844.0999755859","911.5999755859","1029.1999511719","1118.6999511719","1171.3000488281","1227.6999511719","1270.4000244141","1334.9000244141","1368.5","1469.5999755859","1459.0999755859","1443.3000488281","1475.9000244141","1614.5999755859","1748.406","1521.024","1393.803","1373.956","1393.038","1365.128","1377.204","1549.939","1279.021","400","784.96985","760.26837","795.11615","892.930674","989.179882","945.2649666","1083.244836","1437.245062","1418.004731","1344.955151","978.76063","",
"Jamaica","JAM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2.5","3.2999999523","4.8000001907","5.8000001907","9.6999998093","10.8999996185","11","11.6000003815","13.1999998093","10.6999998093","9.3999996185","9.8999996185","9.6999998093","16.6000003815","19.6000003815","19.1000003815","18.8999996185","24.2000007629","20.6000003815","16.2999992371","18.7999992371","19.7000007629","18.3999996185","19.7999992371","19.7999992371","21.7999992371","24.8999996185","20.8999996185","23.7999992371","29.5","29.196","26.391","56.588","48.859","37.698","15.823","15.348","15.655","16.25","10.272","0","0","0","0","","1.396","4.506984","2.83938","4.58628","0","","",
"Jordan","JOR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.2000000477","2.5999999046","4.6999998093","5.4000000954","7.1999998093","13.1999998093","24.5","40.0999984741","51","67","80.1999969482","111.9000015259","129.5","119.3000030518","139.8999938965","151.8000030518","164.6999969482","186.3000030518","201.5","206","222.8000030518","161.5","175.5","213.5","219.6000061035","265.200012207","296.6000061035","271","219.1999969482","193.6000061035","204.022","177.79","197.317","190.326","253.845","223.582","258.557","276.656","140.846","163.192","201.985","196.184547","188.06493","172.126","171.97","169.105","144.211200649","158.95506","175.8386","153.56892","74.66289","",
"Japan","JPN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","379.6000061035","464.1000061035","585.0999755859","753.0999755859","739.4000244141","852.9000244141","1030.8000488281","1147.5","1356.0999755859","1624.8000488281","1870.6999511719","2111.5","2221.8999023438","2528","2796.3000488281","3071.3999023438","3608.1000976563","4326.2998046875","4780.7001953125","5128.6000976563","5068.7998046875","5225.2998046875","5185.2001953125","5484.2001953125","6007.8999023438","6538","6801.2998046875","7504.6000976563","7514.1000976563","8225.599609375","8672.048","7614.102","8204.671","8279.576","8708.244","8549.241","8480.024","8435.069","8172.807","10485.665","7698.79769790059","6545.945","7045.781","7715.927","8661.758","8661.758","9360.888","10684.574","9420.659","8919.48","7841.508","",
"Kazakhstan","KAZ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2000007629","8","8","17.6000003815","16.7000007629","16.7000007629","24","9.8000001907","11.752","11.82","20.263","20.796","12.557","15.825","16.382","17.212","16.487","14.584","42.379","50.977","53.977","58.199004","44.61","37.669008","38.89446","49.5077","49.64306","49.84901","23.53957","",
"Kenya","KEN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3999996185","9.1999998093","8.5","17","19","15.6999998093","17.8999996185","14.1999998093","22.1000003815","18.5","18","19.1000003815","23.3999996185","30.2999992371","31.5","30.3999996185","39.2999992371","54.2999992371","55.2000007629","47.7000007629","52.2000007629","39.2000007629","51","56.0999984741","57.2000007629","52.7999992371","47.7999992371","50.7999992371","53.9000015259","65.5999984741","77.045","92.732","118.382","141.539","193.459","253.163","301.219","298.083","295.183","271.562","279.990902805","191.160655418998","234.568543129171","258.081012","248.56658","233.104791944","257.576935754","275.512276845","295.047760350297","320.952554616571","113.06282","",
"Kyrgyz Republic","KGZ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6999999881","0.6999999881","1.1000000238","1.6000000238","3.2000000477","5.1999998093","6.1999998093","3.714","5.569","6.113","4.849","2.116","2.025","1.23","1.23","2.07","2.182","1.3027","1.486294","0.78235","0.59035","0.237168","0.06929","0.088343","0.02165","1.263266","0.495853","0.005855","",
"Cambodia","KHM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.400000006","0.6999999881","0.6999999881","0.5","0.5","0.400000006","0.400000006","0.400000006","","","","","","","","","","","","","","","","","","","","","","","","","4.087","3.265","3.143","1.202","1.111","2.03","0.661","0.987","0.022663075938342","0.0951600512","0.0681726118818161","1.07095376052747","1.75384","2.30126","1.441695","0.876","0.67645","0.68860716","0","",
"Kiribati","KIR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","0.3000000119","0.3000000119","1.5","1.7000000477","0.1000000015","0.1000000015","0.1000000015","","1","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8999999762","0.8999999762","0.8999999762","0.8000000119","","","","","","","","","","","","","","","","","","","","0","0","0","",
"St. Kitts and Nevis","KNA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.5999999046","38","72.6999969482","125.3000030518","200.3000030518","293.200012207","348.200012207","394.3999938965","493.3999938965","666.200012207","836","914.799987793","1048.5999755859","1167.0999755859","1417.3000488281","1309.0999755859","1451.1999511719","1621.0999755859","1912.9000244141","2365.1000976563","2459.3999023438","2597","3322.6999511719","4191","4643.2998046875","5661.2998046875","6550.8999023438","7889.2001953125","7290","8098.3999023438","7651.338","6827.179","7896.527","6935.935","8072.784","7432.57","7751.658","9039.721","8726.809","15162.607","12942.727326","12381.6339","12290.68063","11112.514602","11124.72618","11293.801266","10805.992","11511.801211","11518.6260683819","10664.3782296361","12456.57079","",
"Kuwait","KWT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","13.3999996185","14.3999996185","16.2999992371","17","18","22.1000003815","24.7000007629","32","38.5","60.0999984741","71.5999984741","107.8000030518","111.3000030518","135.1999969482","171","164.3000030518","222.6999969482","244","223.1000061035","233.3999938965","145","116.1999969482","209.3000030518","254.1000061035","283.799987793","329.700012207","333.799987793","364.6000061035","364.6000061035","267.700012207","243.091","226.332","254.302","219.483","226.93","241.623","239.207","266.337","279.74","281.215","335.099445284","277.544065677216","267.254","245.968996","267.877606","216.335004","223.005444","309.864884","392.363053","364.649349","119.717272","",
"Latin America & Caribbean (excluding high income)","LAC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","405.7000052927","436.5999981762","549.3000023365","654.1000145674","800.0000047684","832.7999953629","919.7000133395","1055.3999862077","1208.8999775051","1222.5000085235","1270.5999957917","1398.7000225781","1545.3000209332","1482.5999741552","1786.8000314237","1885.7000328302","2035.2000310421","2087.7999979256","1972.8999762534","2092.4000122547","2193.8000175951","2118.3999533056","2301.8000360129","2471.200049162","2733.599981308","2710.6000123024","2588.9000718594","3396.8000209332","3370.3000413477","2952.6000506879","3240.973","2815.333","2765.028","2859.146","3514.202","3420.508","3275.897","3444.494","3869.441","5391.634","3642.04006128628","3560.96833700798","3563.22457162072","4340.08433529617","4258.03180629714","4244.93369097057","4095.44890131503","4732.52772102786","5041.60250958389","4908.66179621177","3674.128081836","",
"Lao PDR","LAO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.6000000238","0.400000006","0.5","0.5","0.5","0.5","0.5","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.200000003","0.200000003","0.200000003","0.1000000015","0.1000000015","0.1000000015","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8999999762","0.8999999762","0.8999999762","1.7000000477","1.5","1.671","1.64","1.828","1.911","2.261","2.481","2.545","2.625","2.579","2.367","0.122","0.389","0.966483517914956","1.409832","1.37196","1.35649770065177","1.49602039","1.473259309","0.911447","0.910194","0","",
"Lebanon","LBN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","143.1000061035","196.8000030518","269.1000061035","391.700012207","418.799987793","470.8999938965","573","540.200012207","510.3999938965","589.9000244141","530.5999755859","465.8999938965","461.8999938965","610.0999755859","487.700012207","199.8000030518","33.0999984741","194.8000030518","309.200012207","283.5","167.1000061035","169.6000061035","152.6999969482","125.1999969482","138.3999938965","128.6999969482","80.0999984741","123.5","108.4000015259","102.5999984741","85.204","74.837","80.767","75.056","84.899","86.61","73.556","81.743","66.621","93.983","48.272","47.699","50.619","70.098","59.58","54.077","45.558","53.387","56.569","51.70094","19.11662","",
"Liberia","LBR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.1000000238","3.0999999046","4.0999999046","3.5999999046","3.4000000954","4.5999999046","6.3000001907","6.8000001907","8.1000003815","8.3999996185","11","13.1000003815","5.4000000954","4.8000001907","5.4000000954","5.4000000954","10.8000001907","8.6999998093","3.7999999523","4.6999998093","10.3000001907","9.3999996185","3.7999999523","0.3000000119","0.3000000119","0.400000006","0.3000000119","0.3000000119","0.3000000119","0.3000000119","0.328","0.256","0.248","0.283","0.283","0.3","0.324","0.288","0.464","0.365","7.52854005922458","5.72301943045061","2.1282547665725","3.672312","2.90666681323636","2.54943277629794","1.37789973","1.236961352","0.711155","0.758181","0.617193348","",
"St. Lucia","LCA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","519.6000018714","567.6000010373","687.4000032916","791.800018862","962.3000036254","988.0999981539","1100.2000081688","1308.2999828609","1442.799977675","1446.4000091553","1588.099996209","1721.0000198482","1844.5000236556","1716.5999800338","2013.0000313448","2102.1000283285","2298.4000298156","2423.2999933137","2360.9999765605","2622.4000050276","2746.3000172822","2701.3999441711","3029.4000294951","3267.4000590891","3645.699985847","3635.6000376792","3556.7000812144","4611.1999711544","4739.0999917834","4244.7000760586","4669.84","4226.78","3967.612","4070.987","4690.433","4566.581","4392.843","4829.109","5272.132","6647.06","5132.96295790271","5076.12988954517","5194.27565034562","6050.69742639829","5994.18898204547","5806.7599891007","5688.79569881503","6056.98148858369","6374.18770479386","6283.61601152258","5241.384732819","",
"Least developed countries: UN classification","LDC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","158.3000026642","209.3000028652","230.2000004801","276.2000016871","282.1000003443","298.6000006275","388.5000028986","375.2000016945","395.0000020491","395.099999018","400.4999992922","425.2999944464","478.0000041425","466.7000079826","522.6999986845","536.9999938532","589.0999969616","531.4000039696","499.9000060857","479.4999971092","423.000000328","611.4000049753","582.4999983235","562.0999955906","633.4999989643","519.2000007332","541.3000050487","584.58","491.491000095367","439.376","473.786","533.009","568.802","631.918","496.945","537.208","627.317","851.292712463718","969.199289543202","1199.28506428139","1397.54265574971","1477.00476331992","1511.77020641886","1755.20071068175","2357.81943555656","2380.52326361907","2844.11138039075","3175.18897129516","",
"Low income","LIC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","97.4000005572","104.3999985308","111.1999995634","134.2000023051","178.1000023631","194.4000003043","218.9000014366","222.8000003249","237.3999991344","315.4000033963","296.6000017824","301.9000017421","313.5999992042","296.8999980837","306.999995485","330.0000008866","331.2000056653","428.4000036048","431.2999957949","457.5999975056","427.4000036567","379.1000054628","393.799998969","400.6999988483","467.2000023052","446.9999898595","452.5999912991","469.9000028744","425.9999906123","429.8999979199","414.079","360.813000095367","","","","","","","","","652.622493191","789.024113366805","1009.87109809071","1121.56225653519","1187.89895892851","1390.97299366521","1640.62022394875","2213.26118583556","2228.87380858371","2590.28647960575","3018.56138214916","",
"Liechtenstein","LIE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.7999999523","1.8999999762","3.5","2.9000000954","2.5999999046","2","2.4000000954","2.2000000477","0.5","1.7999999523","9.6999998093","26.7999992371","39.7999992371","44.5999984741","59.5999984741","67.5999984741","54.7000007629","49.0999984741","61.7000007629","75.4000015259","93.4000015259","100.6999969482","109.8000030518","104.4000015259","109.9000015259","156","158.6000061035","173.8999938965","156.5","179.1999969482","255.708","217.567","203.126","238.009","312.627","310.362","325.413","343.641","331.457","278.998","339.048919353","364.50263","405.42043","385.12","384.70865414","381.6320526","403.075583974751","398.473464249","436.198","394.05","226.479","",
"Lower middle income","LMC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","467.3000080582","558.3000066582","652.4000127913","871.1000101566","947.2999856471","1166.6999997201","1427.4000080901","1496.0000054092","1569.5000166374","1642.6000274495","1783.6999738813","1954.8999781235","1977.3999892174","2338.5999849138","2398.2000162304","2126.9000102059","2082.6000197384","2586.200028725","2948.4000000654","2968.1000025123","2865.6000411583","2707.600000851","2701.3000102187","2738.1999763771","3382.6000033169","3629.0000048058","3555.4000292195","3705.6000225916","3162.8999727147","3084.8999869376","3343.624","3311.67","3029.552","3203.857","3605.029","3840.035","3984.852","3790.056","4011.952","3669.26","5349.6454898544","5387.81802711158","5522.76338515516","5432.43748461022","5802.44456608851","5367.34685989108","5827.30552062165","6877.10333419367","7599.08824437732","7104.2111725425","3935.464668913","",
"Low & middle income","LMY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2189.6999984084","2534.6999953694","2964.9000315074","3200.799990088","3582.9000003489","3863.0000325519","4197.7999758793","4677.2000088171","4979.5000333488","5384.9999580679","6042.2000490133","6003.6000336484","6250.0000572356","7131.2000290903","7626.1999749316","7818.6000222936","8123.6000622209","8256.3999421745","9072.8000879505","10536.3000668513","11965.599903263","12575.3000771925","12886.5999895404","14595.0001079515","14231.7998709456","15219.1999020129","17137.893","16665.3930000954","17593.916","18959.648","22314.508","23197.829","24302.102","27186.3","28551.282","30890.204","38551.3185279902","38565.1470270086","38078.6195033651","39868.9215186909","42779.7876890831","44657.9871170371","47484.0186631615","54216.1103568347","58278.4321599907","59718.1510563706","44878.8978099012","",
"Lesotho","LSO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.200000003","0.1000000015","0.1000000015","0.200000003","0.3000000119","0.8999999762","1","0.1000000015","0.1000000015","0.1000000015","","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
