,iso_code3,Region,Year,efficfactor_scoe_heat_energy_other_se_hydrocarbon_gas_liquids
0,LA,louisiana,2010,0.94
1,LA,louisiana,2011,0.94
2,LA,louisiana,2012,0.94
3,LA,louisiana,2013,0.94
4,LA,louisiana,2014,0.94
5,LA,louisiana,2015,0.94
6,LA,louisiana,2016,0.94
7,LA,louisiana,2017,0.94
8,LA,louisiana,2018,0.94
9,LA,louisiana,2019,0.94
10,LA,louisiana,2020,0.94
11,LA,louisiana,2021,0.94
12,LA,louisiana,2022,0.94
13,LA,louisiana,2023,0.94
