iso_code3,Region,Year,nemomod_entc_frac_min_share_production_pp_hydropower
LA,louisiana,2015,0.06574734002817344
LA,louisiana,2016,0.07071339840370278
LA,louisiana,2017,0.07934424205349945
LA,louisiana,2018,0.07436065068650577
LA,louisiana,2019,0.0738211689805124
LA,louisiana,2020,0.07533275487660505
LA,louisiana,2021,0.06521204447030662
LA,louisiana,2022,0.06438948435481162
LA,louisiana,2023,0.05962296880009444
LA,louisiana,2024,0.07082948140320504
