iso_code3,Region,Year,nemomod_entc_residual_capacity_pp_coal_gw
LA,louisiana,2015,5.7645
LA,louisiana,2016,5.7645
LA,louisiana,2017,5.7645
LA,louisiana,2018,5.7645
LA,louisiana,2019,5.7645
LA,louisiana,2020,5.7645
LA,louisiana,2021,5.7645
LA,louisiana,2022,5.7645
LA,louisiana,2023,4.3309
LA,louisiana,2024,4.3309
